,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.709600827200001,0.1427981212,3.3744921768,0.08869859990000001,10.185479499500001,0.2158848373,26.269572503499997,0.44738155840000005
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0,0.0,12.3496821642,0.2823678087,3.3459426427,0.0913383383,10.0517214386,0.20719714620000002,25.7473462455,0.5809032932
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,0.0,0.0,12.420429260599999,0.4608463369,3.3766882948,0.0822520918,10.0480593425,0.1617444674,25.8451768979,0.7048428961
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,6.588200000000001e-06,2.6352800000000003e-05,12.496928153399999,0.49566804670000003,3.3692633244,0.0965798336,10.1488585383,0.2342915971,26.0150566043,0.8265658302
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0001119996,9.86033e-05,12.472914403199999,0.1962732591,3.4050286747000005,0.038270056000000004,10.2146847161,0.30126756309999997,26.0927397936,0.5359094815
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0001778816,8.93668e-05,12.639572705399999,0.4588116853,3.3684267080000003,0.15302305970000002,10.0065861039,0.2087116902,26.014763398899998,0.8206358020000001
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,0.0011529366,0.00044096730000000006,12.5136083631,0.1480470396,3.3605834294,0.047492259,10.0011845121,0.32435816100000003,25.8765292412,0.5203384269
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,0.0020357566,0.000310136,12.7064373392,0.42824915420000004,3.3416549838,0.1200832334,9.9688665138,0.3419055597,26.018994593400002,0.8905480833
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,0.0043086886,0.0005764588999999999,12.4093570524,0.1750767855,3.2968960073,0.0574104181,9.8298899659,0.3164141118,25.5404517142,0.5494777743
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,0.0060479758,0.0009661108999999999,12.4491882428,0.37891789950000004,3.2751439814,0.0881643436,9.8275096035,0.3060319536,25.5578898035,0.7740803076
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,0.008241849300000001,0.00043382239999999997,12.5626424279,0.6694094068,3.2638496602,0.0653183921,9.767451227,0.1983208485,25.6021851644,0.9334824698
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,0.010244664799999999,0.0006495319,12.553008168800002,0.5332977768,3.2000576611000002,0.11519056189999999,9.489681236100001,0.1974720606,25.252991730799998,0.8466099312
