,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,31.6531437258,1.3843655394999999,2.7717648022000003,0.0385673391,9.5148859339,0.186934083,43.93979446189999,1.6098669615999999
1,MgMOF-74_EQeq,1e-05,0.04,0.191998,0.767992,0.0480948925,0.0051899708,32.479616286399995,0.9137084275,2.7831177399,0.0851757744,9.387162082,0.10985743880000001,44.6979910008,1.1139316115
2,MgMOF-74_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.2639615326,0.017661191,32.400556915799996,1.8923033799000002,2.7930057824000003,0.0359776438,9.4288416572,0.17498351690000002,44.886365888,2.1209257316
3,MgMOF-74_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.5034370636,0.015025886200000001,32.2205961351,0.9325287749,2.7754270402,0.0610071853,9.4073205688,0.0875036166,44.9067808077,1.096065463
4,MgMOF-74_EQeq,0.0005,0.04,0.1919,0.7676000000000001,2.3657132074000002,0.3245617088,32.338115119899996,1.2699174198999998,2.7899844361,0.0651247962,9.4704811558,0.21842869609999999,46.9642939192,1.878032621
5,MgMOF-74_EQeq,0.001,0.04,0.1918,0.7672,4.5317132265,0.2331406086,32.0048823906,1.7155877336,2.7735501432,0.0236838093,9.4179408452,0.17881355780000002,48.7280866055,2.1512257093000002
6,MgMOF-74_EQeq,0.005,0.04,0.191,0.764,17.618981561400002,1.0771350112,31.6622708029,0.8548186075,2.6951324729,0.0479384361,9.1933921341,0.0633429059,61.1697769713,2.0432349607
7,MgMOF-74_EQeq,0.01,0.04,0.19,0.76,28.147523650300002,1.1554936942,30.795135540500002,1.3545012478,2.640977129,0.053412048899999995,8.9737728343,0.135147705,70.5574091541,2.6985546958999995
8,MgMOF-74_EQeq,0.02,0.04,0.188,0.752,42.379469917899996,1.2348629787,29.9542484928,0.9936837995000001,2.5506571852,0.0611293505,8.5680782774,0.043108323,83.4524538733,2.3327844517
9,MgMOF-74_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
10,MgMOF-74_EQeq,0.04,0.04,0.184,0.736,0.0,0.0,,,,,,,,
11,MgMOF-74_EQeq,0.05,0.04,0.182,0.728,0.0,0.0,,,,,,,,
