,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,71.9783683053,1.2170197325,0.43147763159999997,0.0132722597,1.3589170809,0.0459514608,73.7687630178,1.276243453
1,MOF-801_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,,,,,,,,
2,MOF-801_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0,0.0,,,,,,,,
3,MOF-801_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0,0.0,,,,,,,,
4,MOF-801_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0,0.0,,,,,,,,
5,MOF-801_EQeq,0.001,0.04,0.1918,0.7672,0.0,0.0,,,,,,,,
6,MOF-801_EQeq,0.005,0.04,0.191,0.764,0.0,0.0,,,,,,,,
7,MOF-801_EQeq,0.01,0.04,0.19,0.76,0.0,0.0,,,,,,,,
8,MOF-801_EQeq,0.02,0.04,0.188,0.752,0.0,0.0,,,,,,,,
9,MOF-801_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
10,MOF-801_EQeq,0.04,0.04,0.184,0.736,0.0,0.0,,,,,,,,
11,MOF-801_EQeq,0.05,0.04,0.182,0.728,0.0,0.0,,,,,,,,
