,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,69.481223609,0.8950193911,0.46595128020000004,0.013642301,1.5142876841,0.0491069289,71.4614625733,0.9577686209999999
1,MOF-801_EQeq,1e-05,0.03,0.193998,0.775992,0.42965860969999997,0.14796077789999998,68.69543532729999,1.8573376505,0.46845789200000004,0.0110690926,1.5041012244,0.0538385151,71.0976530534,2.0702060361
2,MOF-801_EQeq,5e-05,0.03,0.19399,0.77596,1.7090102969999998,0.2787379033,67.8718618073,2.8679953086000003,0.4719547701,0.0156995094,1.5074876804,0.036130712599999996,71.5603145548,3.1985634339
3,MOF-801_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,3.3360176313,0.9302654221,67.2987431433,0.8698671226000001,0.46777708380000005,0.0141546621,1.4638430349,0.0514018176,72.56638089329999,1.8656890244
4,MOF-801_EQeq,0.0005,0.03,0.1939,0.7756000000000001,12.516987589200001,1.8433224256999998,61.1288988226,1.0956320590000002,0.44332988240000004,0.022203839399999998,1.3861712791,0.0431005562,75.4753875733,3.0042588802999997
5,MOF-801_EQeq,0.001,0.03,0.1938,0.7752,23.5357072218,1.960334883,50.911864019700005,1.5364999763,0.4225342883,0.0243961462,1.2954413488,0.0651950484,76.1655468786,3.5864260539
6,MOF-801_EQeq,0.005,0.03,0.193,0.772,49.1366827885,1.0713871847,32.1971078549,1.4558618419999998,0.3292635732,0.0203979702,0.9535718384,0.035617265499999995,82.616626055,2.5832642624
7,MOF-801_EQeq,0.01,0.03,0.192,0.768,61.559274684399995,1.7292571687,25.2313906787,1.2924118173,0.2823187573,0.0102141849,0.7957629868,0.0436512287,87.8687471072,3.0755343996
8,MOF-801_EQeq,0.02,0.03,0.19,0.76,0.0,0.0,,,,,,,,
9,MOF-801_EQeq,0.03,0.03,0.188,0.752,0.0,0.0,,,,,,,,
10,MOF-801_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
11,MOF-801_EQeq,0.05,0.03,0.184,0.736,0.0,0.0,,,,,,,,
