,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.2446395718,0.0746760624,1.8217968826,0.0435367935,5.8832100226,0.19458143670000003,9.949646477,0.3127942926
1,IRMOF-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0002766377,0.0011065506,2.2492824221000003,0.2148631923,1.8516666633,0.0785489338,5.8331846601,0.3154146312,9.934410383200001,0.6099333079
2,IRMOF-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0052561155,0.0047594543,2.2446395718,0.16311672189999998,1.8067321237,0.0639692231,5.8413706285,0.08429197220000001,9.8979984395,0.3161373715
3,IRMOF-1_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0094056804,0.0088177576,2.2760680972,0.0683850636,1.8542640355000002,0.090086515,5.831820332,0.1845326216,9.9715581451,0.35182195780000003
4,IRMOF-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.0453685761,0.0225692932,2.2324967324,0.12853949050000002,1.8501082399000002,0.0572978195,5.8336394361,0.13556597880000001,9.9616129845,0.343972582
5,IRMOF-1_v2_EQeq,0.001,0.03,0.1938,0.7752,0.086864225,0.024829674700000002,2.2271395974,0.1683864562,1.8690690572,0.0851272651,5.8236343636,0.1580986182,10.006707243200001,0.4364420142
6,IRMOF-1_v2_EQeq,0.005,0.03,0.193,0.772,0.4719438467,0.0533100221,2.2174967544,0.1501085844,1.7916673647,0.13151632130000002,5.8231795876,0.1587187867,10.3042875534,0.4936537145
7,IRMOF-1_v2_EQeq,0.01,0.03,0.192,0.768,0.9369717518999999,0.0515348562,2.2378538674,0.1109190029,1.8067321237,0.0453284246,5.810445859,0.25307213079999996,10.792003602000001,0.46085441450000003
8,IRMOF-1_v2_EQeq,0.02,0.03,0.19,0.76,1.9494655848,0.08884506019999999,2.2642824002,0.0982758108,1.8241345176,0.046189429000000004,5.637176194199999,0.0978603612,11.6750586968,0.3311706612
9,IRMOF-1_v2_EQeq,0.03,0.03,0.188,0.752,2.8507510786,0.0574714321,2.2460681411000003,0.1404327983,1.7979010581000001,0.0933841109,5.6685557397,0.0727556361,12.5632760175,0.3640439774
10,IRMOF-1_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,3.9340641523000004,0.1939259589,2.2464252835,0.1356576845,1.7747844452000001,0.0491884974,5.5666859105999995,0.1567124126,13.5219597916,0.5354845534
11,IRMOF-1_v2_EQeq,0.05,0.03,0.184,0.736,4.8538843693,0.255888489,2.2664252542,0.2281957865,1.7423172924,0.033042821800000004,5.534851589,0.3316511638,14.3974785049,0.8487782611
