,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,69.3670594264,1.0323970106,0.4644968264,0.0208474742,1.4999291105,0.0574631679,71.3314853633,1.1107076527
1,MOF-801_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,68.8475549519,1.8317367316,0.4660131718,0.0043562225,1.5183243397,0.061660829699999996,70.8318924634,1.8977537838
2,MOF-801_EQeq,5e-05,0.03,0.19399,0.77596,1.9494999999999997e-06,7.798200000000001e-06,68.8481081141,1.5420425544999998,0.4734092239,0.030158194500000002,1.4979514202000002,0.028918148799999998,70.8194707077,1.601126696
3,MOF-801_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0,0.0,70.0099190875,1.9225693134000001,0.47777258520000004,0.0205181785,1.4934812981999999,0.067248784,71.9811729709,2.0103362759
4,MOF-801_EQeq,0.0005,0.03,0.1939,0.7756000000000001,9.7477e-06,2.466e-05,69.8775431009,1.7318264169,0.4791960931,0.0194953783,1.5426797316,0.049397993700000004,71.8994286733,1.8007444489
5,MOF-801_EQeq,0.001,0.03,0.1938,0.7752,2.1445e-05,1.45891e-05,69.5174344623,2.3864298259,0.46681776329999997,0.0167359414,1.4858956366999998,0.0628438888,71.4701693073,2.4660242452000003
6,MOF-801_EQeq,0.005,0.03,0.193,0.772,0.0001169726,4.932e-05,69.5287530134,2.3914579106000002,0.46390885579999996,0.016424509099999998,1.4871960358,0.0334399185,71.4799748776,2.4413716582
7,MOF-801_EQeq,0.01,0.03,0.192,0.768,0.0001832571,6.9092e-05,69.7630385108,1.3474264334000001,0.4664773592,0.0165811875,1.488333885,0.0738410397,71.7180330121,1.4379177526
8,MOF-801_EQeq,0.02,0.03,0.19,0.76,0.00037041339999999997,0.0001373011,69.3493582338,1.2619480128,0.46381601829999997,0.0157021931,1.4825633638999998,0.030075097599999996,71.2961080294,1.3078626046
9,MOF-801_EQeq,0.03,0.03,0.188,0.752,0.0006082577,7.66049e-05,69.3615278037,1.6328706737,0.45453227090000003,0.013950493000000001,1.4635179350999998,0.0698057524,71.2801862674,1.7167035240000001
10,MOF-801_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.0007934644,0.0001872374,69.3398693733,1.8518238776,0.44540325270000003,0.0093630426,1.4093346384999998,0.0813113119,71.1954007289,1.9426854695
11,MOF-801_EQeq,0.05,0.03,0.184,0.736,0.001043006,9.39025e-05,69.6830427362,1.1776864228,0.45180903840000003,0.0170903902,1.4438223068,0.044805818899999995,71.5797170874,1.2396765344
