,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,24.028005910500003,0.3055315065,2.8336566238,0.0413240999,9.622531452,0.0704605762,36.4841939863,0.4173161826
1,MgMOF-74_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,24.2059524397,0.591890307,2.7936008961,0.0501556158,9.6651728635,0.20954347399999998,36.6647261993,0.8515893968000001
2,MgMOF-74_EQeq,5e-05,0.03,0.19399,0.77596,1.1535799999999999e-05,2.15815e-05,23.6348491996,1.1694189668000001,2.8055947254,0.0551137916,9.5375692412,0.2637271452,35.978024702,1.4882814851
3,MgMOF-74_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,8.651799999999999e-06,1.4128399999999998e-05,23.800332547800004,0.9875206356999999,2.7964849085,0.006873407,9.465271208899999,0.1612962962,36.062097316999996,1.1557044673
4,MgMOF-74_EQeq,0.0005,0.03,0.1939,0.7756000000000001,6.92148e-05,5.5921800000000004e-05,24.3598538419,1.1495623861,2.8059151712,0.056500035899999995,9.611710793099999,0.149546823,36.777549021,1.3556651668000002
5,MgMOF-74_EQeq,0.001,0.03,0.1938,0.7752,0.00016726900000000003,8.67105e-05,24.164030830700003,1.4039094627000002,2.8001013685,0.06683810030000001,9.6401651184,0.1169985505,36.604464586599995,1.5878328240000001
6,MgMOF-74_EQeq,0.005,0.03,0.193,0.772,0.0006027453,0.00017051919999999999,24.1194655167,0.8306561463,2.7952031252,0.0926983073,9.5120405014,0.2087197191,36.4273118886,1.1322446919
7,MgMOF-74_EQeq,0.01,0.03,0.192,0.768,0.0013064288,0.00020441479999999999,24.1869429413,0.8257744592,2.7846741911,0.029409275800000002,9.521899324,0.2123262062,36.4948228852,1.067714356
8,MgMOF-74_EQeq,0.02,0.03,0.19,0.76,0.0026964921999999996,0.0004187192,24.144077151999998,0.68969682,2.7556509551999997,0.0400502601,9.3437992933,0.1600179297,36.2462238927,0.8901837290000001
9,MgMOF-74_EQeq,0.03,0.03,0.188,0.752,0.0037404816999999997,0.0005711675,24.2777101487,0.7334878729000001,2.7130316608999996,0.058906132800000004,9.2458522917,0.1797886223,36.240334583,0.9727537955
10,MgMOF-74_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.0053093498999999995,0.0006625304,24.0352446267,0.6051349026,2.6869382154,0.0311882085,9.2571538688,0.136104139,35.984646060799996,0.7730897805
11,MgMOF-74_EQeq,0.05,0.03,0.184,0.736,0.0065811713,0.0002100339,23.8217339698,1.2736150795999999,2.67146526,0.05043860360000001,9.032605157699999,0.2301658675,35.5323855588,1.5544295846
