,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,3.7241513876999996,0.1084421002,3.0587626626,0.0676068429,9.1384346135,0.11978653660000001,15.921348663800002,0.2958354797
1,NU-100_EQeq,1e-05,0.03,0.193998,0.775992,2.6795999999999997e-06,1.0718499999999999e-05,3.7891877647000003,0.1660797518,3.1425987568,0.0723744869,9.2442256854,0.1178973468,16.176014886500003,0.35636230399999996
2,NU-100_EQeq,5e-05,0.03,0.19399,0.77596,1.60778e-05,3.12496e-05,3.717951877,0.07094613400000001,3.0865804229,0.0469992429,9.3009008038,0.1269032466,16.105449181500003,0.24487987309999998
3,NU-100_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,2.9476e-05,4.28741e-05,3.7042076786,0.1029120089,3.112101304,0.0707441605,9.1647241231,0.2696448708,15.981062581700002,0.4433439143
4,NU-100_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.00019025400000000003,8.87117e-05,3.7247947332,0.16242617269999998,3.0878990018,0.0919147836,9.1550796713,0.23859849989999998,15.9679636603,0.4930281679
5,NU-100_EQeq,0.001,0.03,0.1938,0.7752,0.0004099839,0.000124076,3.6845563992000003,0.0869899825,3.117248015,0.08712041179999999,9.243331991,0.19130108070000001,16.0455463891,0.365535551
6,NU-100_EQeq,0.005,0.03,0.193,0.772,0.0016720913,0.00034541300000000004,3.6997627463,0.19147567780000002,3.0841559392,0.09546249970000001,9.135046022300001,0.2193692802,15.9206367991,0.5066528707
7,NU-100_EQeq,0.01,0.03,0.192,0.768,0.0032745121000000003,0.0004630729,3.7382465018,0.1147312498,3.0955127313,0.0342000967,9.2183457857,0.0751575334,16.055379530899998,0.2245519528
8,NU-100_EQeq,0.02,0.03,0.19,0.76,0.00665353,0.0008685651,3.8301864161,0.1417211975,3.0410681851,0.0843264218,9.0510015137,0.2573855967,15.928909644900001,0.4843017811
9,NU-100_EQeq,0.03,0.03,0.188,0.752,0.0101182961,0.0001804729,3.7647406374,0.1696685389,2.9990012661,0.1004212709,8.8961317256,0.2844844631,15.6699919252,0.5547547458
10,NU-100_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.013427643400000001,0.0006127871,3.7477212258,0.106683504,2.9901540274,0.0765571607,8.871555130199999,0.1317705562,15.622858026800001,0.315624008
11,NU-100_EQeq,0.05,0.03,0.184,0.736,0.0164368718,0.0016393927,3.7333336819,0.0724032446,2.9309881181999997,0.08425095279999999,8.8062037289,0.2310205966,15.4869624008,0.3893141867
