,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.2664252542,0.0899374885,1.8085502841999999,0.0810213621,5.8036242186,0.1183431726,9.878599757,0.2893020232
1,IRMOF-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,2.2578538382,0.0834399456,1.8007581676,0.09161915300000001,5.7952108622,0.113524703,9.853822868,0.2885838016
2,IRMOF-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0,0.0,2.3378537211,0.17275355329999997,1.8134852915000002,0.0868563759,5.8650189817,0.227799666,10.0163579943,0.48740959520000005
3,IRMOF-1_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,1.63631e-05,6.545229999999999e-05,2.2632109732,0.1248180525,1.7901089413999998,0.0923087235,5.8581973413999995,0.1479567506,9.9115336191,0.36514897890000003
4,IRMOF-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,8.18154e-05,0.0002534958,2.3589251187999998,0.0462909372,1.7971218463999998,0.1007619751,5.9073131519,0.119670921,10.0634419325,0.2669773291
5,IRMOF-1_v2_EQeq,0.001,0.03,0.1938,0.7752,0.0001636308,0.00020697849999999998,2.2796395206,0.1977111061,1.8462121816,0.0433566705,5.87093107,0.2196026725,9.996946402999999,0.4608774276
6,IRMOF-1_v2_EQeq,0.005,0.03,0.193,0.772,0.0008672435,0.0003206497,2.2896395059,0.057649455,1.7869920947,0.0575656446,5.7806580294000005,0.054754730999999994,9.8581568735,0.17029048030000002
7,IRMOF-1_v2_EQeq,0.01,0.03,0.192,0.768,0.0020453856,0.0008470959,2.2471395681,0.1017849387,1.815303452,0.12195374869999999,5.7813401935,0.2481010577,9.845828599199999,0.472686841
8,IRMOF-1_v2_EQeq,0.02,0.03,0.19,0.76,0.0035344263,0.0006577878999999999,2.2864252249,0.0845635824,1.7851739342,0.09483219080000001,5.664690143600001,0.0709887746,9.739823729,0.2510423357
9,IRMOF-1_v2_EQeq,0.03,0.03,0.188,0.752,0.0057925319999999995,0.0016277773999999999,2.3642822538,0.1442784308,1.7612781096,0.055425756900000005,5.6301271658,0.1856188269,9.7614800612,0.38695079200000004
10,IRMOF-1_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.0068234063,0.0009175008,2.2332110171,0.0692745664,1.7532262557,0.0688377148,5.6246698535,0.19958088129999998,9.617930532599999,0.3386106633
11,IRMOF-1_v2_EQeq,0.05,0.03,0.184,0.736,0.0089342442,0.001711175,2.2778538088999998,0.1369043545,1.7467328252,0.0797862694,5.5014255513,0.2192539305,9.5349464296,0.43765572939999997
