,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-177_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,2.6142895443,0.0677531104,2.5325466865,0.14575839029999998,8.0149272918,0.1263638302,13.1617635226,0.33987533090000005
1,MOF-177_EQeq,1e-05,0.03,0.193998,0.775992,0.0,0.0,2.6109372769999997,0.17786561539999998,2.5440400566,0.0863533496,7.9946510029999995,0.2681011659,13.149628336600001,0.5323201309000001
2,MOF-177_EQeq,5e-05,0.03,0.19399,0.77596,0.0,0.0,2.6023171613,0.1123884773,2.5050322550999997,0.13654329710000002,7.947238027,0.1785446188,13.054587443399999,0.4274763932
3,MOF-177_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,4.38828e-05,4.38828e-05,2.6329664616999997,0.23779648190000002,2.5264517175,0.0785887879,7.926351925,0.1511691121,13.085813987,0.4675982647
4,MOF-177_EQeq,0.0005,0.03,0.1939,0.7756000000000001,9.873629999999999e-05,0.0001279393,2.6530800650999997,0.061122503499999994,2.5224464522,0.0806561244,8.0019687614,0.2856921132,13.177594015,0.4275986804
5,MOF-177_EQeq,0.001,0.03,0.1938,0.7752,0.0002632969,0.0001612357,2.5960915222,0.051010782000000005,2.5494384577,0.0728821078,8.037185473500001,0.1825736307,13.1829787503,0.3066277562
6,MOF-177_EQeq,0.005,0.03,0.193,0.772,0.0015797812,0.0004069524,2.6509250361000003,0.122716867,2.5133910697,0.0822687663,7.8993676911,0.1948541632,13.0652635781,0.4002467489
7,MOF-177_EQeq,0.01,0.03,0.192,0.768,0.0026658807,0.0006306007,2.6324875664,0.1262813448,2.4790851014,0.1770207743,7.891897479400001,0.1424093351,13.0061360279,0.4463420549
8,MOF-177_EQeq,0.02,0.03,0.19,0.76,0.0051562302,0.0008554335,2.6039932949,0.08301619610000001,2.4963251565,0.1273738708,7.7982911538,0.13628199400000002,12.9037658354,0.34752749439999997
9,MOF-177_EQeq,0.03,0.03,0.188,0.752,0.0075368727,0.0012880184,2.5881897494,0.09574793050000001,2.4472171207,0.07623839240000001,7.8062187254,0.2453037538,12.8491624682,0.4185780951
10,MOF-177_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,0.0103124604,0.0023158319,2.5977676558000002,0.1468374579,2.4557500772,0.0299321631,7.5828746422,0.2668140062,12.6467048356,0.44589945909999995
11,MOF-177_EQeq,0.05,0.03,0.184,0.736,0.0124846595,0.0008599238999999999,2.570231175,0.1348700499,2.3913175479,0.0802233335,7.5828746422,0.223734553,12.5569080246,0.4396878603
