,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,32.5387312903,0.9963815815000001,3.0165588239,0.060926830300000005,8.2377945948,0.4008640644,43.793084709,1.4581724762000001
1,HKUST-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,33.55542795,2.2405542276,23.1501807415,1.2346586268000002,2.5306890161,0.0901406536,7.0999400804,0.242136417,66.336237788,3.807489925
2,HKUST-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,91.47356661040001,3.0463024904,14.804777218800002,1.5836139846000001,2.0673024658,0.1210326999,5.991031241799999,0.15562978449999998,114.3366775368,4.9065789594
3,HKUST-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,125.8729053232,7.3379514084,12.645742472,1.3471162234,1.9021497137999999,0.0791416124,5.483034632100001,0.28927579059999997,145.9038321411,9.0534850348
4,HKUST-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,303.8159747245,23.291248768400003,10.040943655,0.5389756925,1.2822069512,0.0526158359,3.3685530173,0.255160688,318.507678348,24.1380009848
5,HKUST-1_v2_EQeq,0.001,0.05,0.1898,0.7592,398.45248167349996,7.9025781289,7.1622306593,0.5950898384000001,0.7898897386,0.055715868700000004,1.7775539488,0.0734022616,408.18215602019995,8.6267860976
6,HKUST-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,466.72765242260004,6.7687550159,2.8505259764999997,0.4015126157,0.2954233912,0.0402317751,0.5453365314,0.0949779917,470.41893832169995,7.305477398400001
7,HKUST-1_v2_EQeq,0.01,0.05,0.188,0.752,477.4821895808,6.1496814222000005,2.2163180439,0.502765379,0.2286348909,0.04499082,0.3849774877,0.0472355826,480.31212000330004,6.7446732038
8,HKUST-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,491.168064124,4.5325403309,1.5002768297,0.3117378516,0.1547377136,0.0256621361,0.2236053453,0.0146454822,493.0466840126,4.8845858008
9,HKUST-1_v2_EQeq,0.03,0.05,0.184,0.736,491.3240661136,1.5540168075999998,1.430945855,0.3131435955,0.1433307667,0.0075830373,0.21781621010000002,0.0385423385,493.1161589454,1.9132857789
10,HKUST-1_v2_EQeq,0.04,0.05,0.182,0.728,498.16505336029996,8.589325378,1.2665973478,0.37987158590000003,0.13043595730000002,0.0261056025,0.1772922641,0.0528129699,499.7393789295,9.0481155363
11,HKUST-1_v2_EQeq,0.05,0.05,0.18,0.72,502.1446041135,8.2297429722,1.1181608675,0.3238269628,0.11423478640000001,0.0176944403,0.1592012167,0.0136075466,503.53620098410005,8.584871921900001
