,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,12.450626191900001,0.5709041178,3.4031462878,0.132961152,10.0719545197,0.1930914628,25.925726999400002,0.8969567326000001
1,NU-125_v2_EQeq,1e-05,0.05,0.189998,0.759992,1.0010719861,0.09129027630000001,12.511595234300001,0.3840158806,3.3775249111,0.0919103155,10.005762132200001,0.32716735129999996,26.8959542637,0.8943838237
2,NU-125_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,4.770416400899999,0.2727813846,12.3296946715,0.1598130201,3.3467792591000003,0.18227704420000002,10.03386872,0.41603555649999996,30.4807590515,1.0309070054
3,NU-125_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,9.7264343947,0.35153403549999995,12.122917589000002,0.4002260586,3.3249226561,0.0531901523,9.905512250900001,0.153301485,35.0797868907,0.9582517314
4,NU-125_v2_EQeq,0.0005,0.05,0.1899,0.7596,44.414575040900004,1.3842542587,10.955590498900001,0.3338042076,3.1026964297000004,0.1310536931,9.2590607328,0.1628237289,67.7319227023,2.0119358883
5,NU-125_v2_EQeq,0.001,0.05,0.1898,0.7592,89.0828815028,2.0953547022,10.4653936462,0.5499639364,2.9473995137999998,0.0379278909,8.6975698447,0.16389097390000001,111.1932445075,2.8471375034
6,NU-125_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,496.92131663339995,14.032810174100002,8.3408238314,0.4442662411,1.6261730925,0.0273664367,4.194931109,0.12788137189999998,511.08324466629995,14.632324223800001
7,NU-125_v2_EQeq,0.01,0.05,0.188,0.752,613.3181863341999,7.788850125800001,6.6296643866,0.2703160759,1.1703217414,0.0553385533,2.7690024311,0.09962483300000001,623.8871748933,8.214129587999999
8,NU-125_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,737.4378282439999,14.6250622987,4.8330907645,0.7356513935,0.7319347572,0.054862199699999996,1.5858707261000002,0.15238412769999998,744.5887244917999,15.567960019600001
9,NU-125_v2_EQeq,0.03,0.05,0.184,0.736,798.8451969736999,15.1350411101,4.0143225394,0.8042636427,0.5261271272,0.0871633225,1.0590781988,0.1235551832,804.4447248391,16.1500232585
10,NU-125_v2_EQeq,0.04,0.05,0.182,0.728,833.7777699835001,4.837698233399999,3.9657198594,0.2075223131,0.4538643872,0.0418465027,0.785885828,0.0553067453,838.9832400581,5.1423737945
11,NU-125_v2_EQeq,0.05,0.05,0.18,0.72,840.6197886215,6.210417233099999,3.3344601987,0.24791744010000002,0.4067001387,0.0301747825,0.6830724793999999,0.0263276442,845.0440214383,6.5148370999
