,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,3.7878515988,0.1217933908,1.7490704602,0.11719186919999999,5.6819716324,0.2009605795,11.218893691400002,0.43994583950000005
1,IRMOF-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.39923082880000005,0.085811031,3.8399943796,0.2414303313,1.7864726203,0.1206657625,5.613755229,0.0791048871,11.639453057699999,0.5270120119
2,IRMOF-1_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,1.9136684356,0.7100618592,3.7124945662,0.16103911810000002,1.7836155108,0.1380727508,5.7213097584,0.1809265695,13.131088271,1.1901002976000001
3,IRMOF-1_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,3.9310331902999995,1.2128443731,3.8603514927,0.1399232437,1.7643949562999999,0.0659057293,5.6774238722,0.1428720695,15.233203511500001,1.5615454156
4,IRMOF-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,19.8220227559,3.477647681,3.8149944162000002,0.20726074670000003,1.7664728540999999,0.09498572849999999,5.6796977523,0.2292251616,31.083187778499997,4.0091193178
5,IRMOF-1_v2_EQeq,0.001,0.05,0.1898,0.7592,34.3281951138,6.7673250083,3.9510656456,0.1572497333,1.7828362992,0.0671791134,5.7390460233,0.2235000918,45.801143081899994,7.2152539468
6,IRMOF-1_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,142.36750466770002,12.6138080148,3.9639227697000003,0.11848085929999999,1.7841349853,0.051879869,5.561683374299999,0.0739958463,153.677245797,12.858164589400001
7,IRMOF-1_v2_EQeq,0.01,0.05,0.188,0.752,293.7306650233,32.2970792441,4.3024937027,0.29497103,1.6540066365000001,0.09245477710000001,4.8010704757,0.2147795025,304.4882358382,32.8992845537
8,IRMOF-1_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,688.858419011,13.750436972200001,4.6028504059,0.41605840369999997,0.8015490704000001,0.0830087006,1.8677651268000002,0.12934680769999998,696.1305836141,14.3788508842
9,IRMOF-1_v2_EQeq,0.03,0.05,0.184,0.736,744.8907250736,8.4087231069,3.6149947089,0.11108447140000001,0.6080448392,0.0565583395,1.2358538426999999,0.0610654305,750.3496184644,8.6374313483
10,IRMOF-1_v2_EQeq,0.04,0.05,0.182,0.728,772.6365606548,11.770843505,3.4117807207,0.3022749422,0.4872670305,0.030574061200000002,0.9768588976000001,0.1017459085,777.5124673036,12.2054384169
11,IRMOF-1_v2_EQeq,0.05,0.05,0.18,0.72,785.9082754676,9.6537708407,2.9596385253,0.3464950681,0.43402089979999997,0.0587580483,0.8406534787000001,0.08581419900000001,790.1425883713999,10.1448381561
