,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,6.0299015025,0.1531434262,3.0139309814999997,0.087214642,8.9163143236,0.1993094027,17.9601468076,0.4396674709
1,NU-100_EQeq,1e-05,0.05,0.189998,0.759992,0.4953938292,0.0531391245,6.1388023424,0.0530523991,3.0152070256,0.0163382369,8.8497340925,0.1405708704,18.499137289700002,0.2631006309
2,NU-100_EQeq,5e-05,0.05,0.18999,0.7599600000000001,2.489319257,0.15421266220000002,5.906730090599999,0.3365802988,2.9834335287,0.026264887,8.893748540599999,0.1557360217,20.2732314169,0.6727938697
3,NU-100_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,4.9506191995,0.22858269420000002,5.884505429400001,0.16990481699999999,2.9188656997000004,0.044138419299999995,8.753885370599999,0.2137758182,22.5078756992,0.6564017487
4,NU-100_EQeq,0.0005,0.05,0.1899,0.7596,19.7353230692,1.4216916771,5.5090841128,0.1046457327,2.834902001,0.0540452487,8.5498996291,0.2320093113,36.6292088121,1.8123919698
5,NU-100_EQeq,0.001,0.05,0.1898,0.7592,33.4089028861,1.0835908841,5.2140809782,0.08683491630000001,2.7691431975,0.055878233099999994,8.2716255425,0.1910740732,49.6637526043,1.4173781067
6,NU-100_EQeq,0.005,0.05,0.189,0.7559999999999999,81.40683757010001,1.2635721412,4.1415656168,0.0620707621,2.4756956004,0.0198931953,7.4549378311000005,0.0225627104,95.4790366184,1.3680988090000001
7,NU-100_EQeq,0.01,0.05,0.188,0.752,110.84819009559999,1.6650109726,3.8668571071,0.15559742810000002,2.3761216295,0.043451002,7.193755649400001,0.09698648689999999,124.2849244816,1.9610458896
8,NU-100_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,156.2116917179,3.0134548377,3.6697009677,0.1057506207,2.2612776647999997,0.0454622021,6.8559019377,0.045298885,168.9985722881,3.2099665455
9,NU-100_EQeq,0.03,0.05,0.184,0.736,0.0,0.0,,,,,,,,
10,NU-100_EQeq,0.04,0.05,0.182,0.728,0.0,0.0,,,,,,,,
11,NU-100_EQeq,0.05,0.05,0.18,0.72,0.0,0.0,,,,,,,,
