,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,9.5361998483,0.2582269665,2.5433926444,0.0803626188,7.7819637554,0.1365682908,19.8615562481,0.4751578761
1,ZIF-8_v2_EQeq,1e-05,0.05,0.189998,0.759992,21.261731631099998,2.3899354089,10.209381272,0.14864958960000002,2.4659207317,0.0341840172,7.4525281017,0.18297686,41.3895617365,2.7557458756999997
2,ZIF-8_v2_EQeq,5e-05,0.05,0.18999,0.7599600000000001,109.7364737184,3.4931104241,11.006405524200002,0.2292326445,1.9309398294,0.0617698548,5.4283482614,0.1873702524,128.1021673334,3.9714831758
3,ZIF-8_v2_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,160.8678786906,2.5284106009,10.2251888525,0.15690286380000001,1.5178051112,0.0695946056,3.9408555766,0.1122537142,176.5517282309,2.8671617845
4,ZIF-8_v2_EQeq,0.0005,0.05,0.1899,0.7596,234.79739316419997,2.7760679105,5.629814434299999,0.43260260229999997,0.6650282719,0.029854202599999997,1.3898607524000002,0.072990136,242.4820966228,3.3115148513999997
5,ZIF-8_v2_EQeq,0.001,0.05,0.1898,0.7592,248.51450220959998,3.8973756106,4.085705802200001,0.3377897963,0.5078877003,0.0367539251,0.9170221882999999,0.0342826984,254.0251179004,4.306202030400001
6,ZIF-8_v2_EQeq,0.005,0.05,0.189,0.7559999999999999,273.0515012463,5.314801274200001,2.1058315102000003,0.27159790829999997,0.2706391206,0.033355194399999996,0.41296448350000003,0.0481847995,275.84093636060004,5.6679391764
7,ZIF-8_v2_EQeq,0.01,0.05,0.188,0.752,281.8581010533,5.5279725003,1.5300127004,0.3937862921,0.20869088030000002,0.041762577200000005,0.2946266325,0.0760647494,283.89143126650004,6.039586119
8,ZIF-8_v2_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,286.5070991649,6.106495549500001,1.2967250308,0.2593612346,0.188554041,0.0233218625,0.23968863769999998,0.030648363900000003,288.2320668744,6.4198270105
9,ZIF-8_v2_EQeq,0.03,0.05,0.184,0.736,294.35429331349997,4.2931791506,1.0892127792,0.2143064171,0.1451316929,0.0189854452,0.1957767049,0.0363569808,295.7844144905,4.5628279937
10,ZIF-8_v2_EQeq,0.04,0.05,0.182,0.728,292.425250108,2.634733497,0.970806953,0.1986931554,0.1446923437,0.0374447673,0.1825069675,0.021695924199999998,293.7232563722,2.8925673438999997
11,ZIF-8_v2_EQeq,0.05,0.05,0.18,0.72,295.6303559918,3.9025451564999996,0.8205845951999999,0.31493077010000003,0.1327566898,0.0502593661,0.15532644269999998,0.067823708,296.7390237195,4.3355590007
