,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.05,0.19,0.76,0.0,0.0,74.6175906033,1.4001876328999998,0.4007793737,0.022379116600000002,1.2696771912,0.0190447929,76.2880471682,1.4416115424
1,MOF-801_EQeq,1e-05,0.05,0.189998,0.759992,45.2197267067,1.0070204826,30.4266481793,2.2938784009,0.2745513554,0.0142815567,0.7312577721,0.0266268871,76.6521840135,3.3418073273
2,MOF-801_EQeq,5e-05,0.05,0.18999,0.7599600000000001,50.974139645,0.3796887607,28.9355780017,0.4910928007,0.22612114,0.0140884754,0.5575732145000001,0.0333631862,80.6934120012,0.918233223
3,MOF-801_EQeq,0.0001,0.05,0.18997999999999998,0.7599199999999999,52.8938871422,0.6109115214999999,28.770607992,0.5185941048,0.2169302301,0.0141039648,0.5018727856,0.0345819346,82.3832981499,1.1781915257
4,MOF-801_EQeq,0.0005,0.05,0.1899,0.7596,58.3011899656,1.6899792006,27.8912076336,0.4804532279,0.1865104845,0.0219559262,0.4097340895,0.040142254,86.7886421732,2.2325306087
5,MOF-801_EQeq,0.001,0.05,0.1898,0.7592,61.919817126000005,2.1447339391,27.4709319602,0.5013122012,0.1617847707,0.0155772809,0.355848801,0.018793873,89.9083826579,2.6804172941999997
6,MOF-801_EQeq,0.005,0.05,0.189,0.7559999999999999,76.0794501143,1.7834436448,23.0194649597,2.299935625,0.1050920202,0.0148519326,0.2171937448,0.0140350428,99.421200839,4.1122662452
7,MOF-801_EQeq,0.01,0.05,0.188,0.752,81.8253832553,3.7947928598000003,21.427378841099998,2.8065958289,0.0823468391,0.0176845573,0.1692415272,0.0386291567,103.5043504627,6.6577024027
8,MOF-801_EQeq,0.02,0.05,0.18600000000000005,0.7440000000000001,89.51695254629999,1.1664519275,16.7599658001,1.736412735,0.0651719065,0.011184079599999999,0.12004309380000001,0.0103536894,106.4621333467,2.9244024315
9,MOF-801_EQeq,0.03,0.05,0.184,0.736,93.9535712834,1.6158285545,14.0300674405,1.5123451061000002,0.056847479699999995,0.0051878346999999995,0.1022438808,0.0081408487,108.1427300844,3.1415023439999996
10,MOF-801_EQeq,0.04,0.05,0.182,0.728,95.5583308119,4.1197020119,13.2999357934,1.9486757134000001,0.0500393983,0.0145972475,0.09062156369999999,0.0279320018,108.9989275673,6.110906974600001
11,MOF-801_EQeq,0.05,0.05,0.18,0.72,99.1678042838,3.1988660369,12.0532356868,2.1535016065,0.0397653845,0.0090814264,0.0735538253,0.017619988200000002,111.33435918040001,5.379069058
