,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,15.9892541426,0.7811275657,2.8539820445,0.0723091474,9.6533102152,0.1533622179,28.4965464023,1.0067989309999998
1,MgMOF-74_EQeq,1e-05,0.02,0.195998,0.783992,0.0491425523,0.010616298500000001,16.1576329773,0.9263300936,2.8619016341,0.0669145597,9.720839142200001,0.3008474946,28.7895163059,1.3047084464
2,MgMOF-74_EQeq,5e-05,0.02,0.19599,0.78396,0.2609403742,0.0176292988,16.3041697725,0.5049073820000001,2.8684021064999996,0.053990380899999996,9.6616461302,0.1118475139,29.0951583834,0.6883745756
3,MgMOF-74_EQeq,0.0001,0.02,0.19598,0.78392,0.5429557646000001,0.0774129425,16.101233935899998,0.8056176376999999,2.8708741170999996,0.0478397137,9.736629289,0.16338471,29.251693106599998,1.0942550039
4,MgMOF-74_EQeq,0.0005,0.02,0.1959,0.7836000000000001,2.4119807864,0.47533375170000003,16.325130577,0.6032253638,2.8651976482999997,0.026688833999999998,9.7700931786,0.2594838913,31.3724021903,1.3647318408000002
5,MgMOF-74_EQeq,0.001,0.02,0.1958,0.7832,4.5886523165,0.3177679665,16.0989049576,0.9594458569,2.8589260657,0.0588602936,9.6590812333,0.22546213629999998,33.2055645731,1.5615362533000001
6,MgMOF-74_EQeq,0.005,0.02,0.195,0.78,18.1183985352,0.8442346206999999,15.9012565311,0.3014521512,2.8083871819,0.050232102800000004,9.5937965911,0.1583734614,46.4218388393,1.3542923361
7,MgMOF-74_EQeq,0.01,0.02,0.194,0.7759999999999999,28.8317672981,1.5635066562,15.59666394,0.48137314859999997,2.741597117,0.0350760866,9.3242018776,0.0794283761,56.494230232700005,2.1593842675
8,MgMOF-74_EQeq,0.02,0.02,0.192,0.768,43.1224068768,0.9315817184,15.1013469119,0.1308928114,2.6394206778,0.0377523715,8.922034054,0.059010813499999995,69.7852085205,1.1592377148000002
9,MgMOF-74_EQeq,0.03,0.02,0.19,0.76,389.8118811838,51.4687983197,0.7865652031,2.8267000143,0.0098880425,0.0377477084,0.0647636475,0.2385026617,390.6730980769,54.5717487041
10,MgMOF-74_EQeq,0.04,0.02,0.188,0.752,365.1027037916,29.8649421570,0.5332730795,1.3717718067,0.0058595807,0.0102018145,0.0641224233,0.2151209348,365.7059588751,31.4620367130
11,MgMOF-74_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,371.9149286859,14.4189377624,0.7568549938,1.1353242301,0.0029297904,0.0037347646,0.0182748906,0.0305238900,372.6929883607,15.5885206471
