,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,2.4867056458000003,0.131105413,3.1603357691000005,0.048173738,9.398201779099999,0.2639553907,15.045243194000001,0.44323454170000004
1,NU-100_EQeq,1e-05,0.02,0.195998,0.783992,0.0002942951,0.0002308641,2.538582684,0.0571788038,3.1681196378,0.0385944206,9.2547265943,0.2990717109,14.961723211199999,0.3950757994
2,NU-100_EQeq,5e-05,0.02,0.19599,0.78396,0.001086628,0.0007384319,2.5396354311000002,0.08561240490000001,3.1184815242000004,0.05357318639999999,9.3211206391,0.26193017739999996,14.9803242224,0.40185420060000004
3,NU-100_EQeq,0.0001,0.02,0.19598,0.78392,0.0024222748999999997,0.0008661841,2.5091057649,0.16160225890000002,3.1578687506,0.0381341518,9.308534443300001,0.2710061991,14.9779312337,0.4716087939
4,NU-100_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0130621739,0.0020126262,2.4665864788,0.1154225235,3.1445978925,0.120812016,9.3592888364,0.0578828592,14.983535381600001,0.2961300249
5,NU-100_EQeq,0.001,0.02,0.1958,0.7832,0.0247434248,0.0022800495000000003,2.4813249384000002,0.083047908,3.1384303462,0.0968449344,9.238714570099999,0.11329174789999999,14.8832132795,0.2954646398
6,NU-100_EQeq,0.005,0.02,0.195,0.78,0.1249848567,0.0046292527,2.535015041,0.13070865439999999,3.1357506537,0.0313416554,9.3529585012,0.2245933322,15.1487090526,0.3912728947
7,NU-100_EQeq,0.01,0.02,0.194,0.7759999999999999,0.2505809417,0.0137630609,2.5248969715,0.0939142328,3.0974693322,0.10485517960000001,9.2048658955,0.1446975175,15.0778131409,0.3572299908
8,NU-100_EQeq,0.02,0.02,0.192,0.768,0.49622678130000003,0.0123803618,2.5134922112,0.0551499876,3.0813911771,0.0585186129,9.1473715573,0.1676981243,15.2384817269,0.2937470866
9,NU-100_EQeq,0.03,0.02,0.19,0.76,0.7631297809,0.042790169100000004,2.5294003897,0.1365917307,3.0454067348000002,0.1122053558,8.973957610900001,0.1295958282,15.3118945163,0.4211830838
10,NU-100_EQeq,0.04,0.02,0.188,0.752,0.9956228942,0.0306623622,2.510158512,0.0582003095,3.0028719331000002,0.07951373519999999,8.826274615099999,0.0964431092,15.334927954400001,0.2648195161
11,NU-100_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,1.2234978385,0.0175881443,2.4514971036,0.1402031082,2.9418770274,0.0726159636,8.6867093433,0.3077262945,15.3035813128,0.5381335106
