,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,1.5096406476,0.11218135779999999,1.85945878,0.049647192199999995,5.8486470449,0.0841814865,9.2177464725,0.24601003649999997
1,IRMOF-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0002764773,0.0011059091,1.4646407134000001,0.1670021385,1.8675106338999998,0.0576593235,5.881163530499999,0.1193680941,9.2135913551,0.34513546520000005
2,IRMOF-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0016588635999999998,0.0029777513,1.5396406037,0.0641823628,1.8462121816,0.0419971878,5.8074898148,0.1339313458,9.1950014637,0.2430886477
3,IRMOF-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.004700113499999999,0.0028195259,1.5253549103,0.08497886460000001,1.85945878,0.12395100070000001,5.9568837384,0.1340208814,9.3463975422,0.3457702726
4,IRMOF-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0171415905,0.0034309926,1.5085692206,0.0941772892,1.85945878,0.0837530721,5.8497839849,0.1929847828,9.234953576,0.3743461367
5,IRMOF-1_v2_EQeq,0.001,0.02,0.1958,0.7832,0.0369097149,0.006095054,1.5396406037,0.0539462284,1.8859519767,0.0885456346,5.936191429299999,0.057225932699999996,9.398693724600001,0.2058128497
6,IRMOF-1_v2_EQeq,0.005,0.02,0.195,0.78,0.1994783471,0.0573888489,1.5017835162,0.1289674547,1.8503679772,0.0830736934,5.8188592154,0.2698933819,9.3704890559,0.5393233789
7,IRMOF-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.3905241375,0.0625413331,1.533569184,0.0914005316,1.8399784881999999,0.1030001377,5.7847510136,0.2593060942,9.5488228233,0.5162480965999999
8,IRMOF-1_v2_EQeq,0.02,0.02,0.192,0.768,0.8117372515000001,0.07990432139999999,1.5285691913,0.11012499949999999,1.8363421671,0.1122473575,5.7902083259,0.1140518063,9.966856935800001,0.4163284847
9,IRMOF-1_v2_EQeq,0.03,0.02,0.19,0.76,1.2655746829,0.2842570857,1.4899978191999999,0.0714498922,1.787251832,0.0429124883,5.6792429763,0.29658022300000003,10.2220673104,0.6951996892
10,IRMOF-1_v2_EQeq,0.04,0.02,0.188,0.752,1.6935614899,0.21431785760000002,1.4646407134000001,0.1515462283,1.7425770296,0.1071855934,5.623987689500001,0.30757656,10.5247669224,0.7806262393000001
11,IRMOF-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,1.9571825625,0.21264067620000002,1.5089263628999998,0.151909391,1.7488107228999998,0.0934851963,5.5391719612,0.2559383135,10.7540916095,0.7139735770000001
