,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,5.2245005131,0.13560889380000002,3.5034356766,0.1718139471,10.671439655,0.3384440607,19.3993758447,0.6458669015999999
1,NU-125_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0005565851,0.0004978249,5.2033626612,0.0821238911,3.5654498659,0.108513289,10.6922220505,0.18720404710000002,19.4615911627,0.3783390521
2,NU-125_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0022263406,0.0020525846,5.2584361122,0.2713824108,3.5859469673000004,0.074148003,10.5321884499,0.1985661664,19.37879787,0.5461491648
3,NU-125_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0050092663,0.0014080614,5.2292457452,0.35225985060000004,3.5416062991,0.1143030481,10.5321884499,0.3506841871,19.3080497605,0.8186551472
4,NU-125_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0241001369,0.0067215579,5.2850381708,0.471922894,3.5556196235,0.1270479864,10.5384140133,0.165214524,19.403171944500002,0.7709069623
5,NU-125_v2_EQeq,0.001,0.02,0.1958,0.7832,0.0443598364,0.0083197845,5.2600178562,0.2330205301,3.5376323712,0.13750128109999998,10.4838487811,0.300398265,19.3258588449,0.6792398607
6,NU-125_v2_EQeq,0.005,0.02,0.195,0.78,0.23109415379999998,0.0262967488,5.2217684098,0.1977635416,3.5097102995,0.1023667751,10.6076276301,0.1517710221,19.570200493199998,0.4781980876
7,NU-125_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.4853979084,0.0281599084,5.1428250035000005,0.11534825900000001,3.5023899062,0.037679097200000004,10.397514865,0.1563991607,19.5281276831,0.3375864253
8,NU-125_v2_EQeq,0.02,0.02,0.192,0.768,0.9653969407999999,0.1013681992,5.1600803929,0.18113136719999998,3.497683939,0.0865716063,10.3345268117,0.2385507798,19.9576880844,0.6076219525
9,NU-125_v2_EQeq,0.03,0.02,0.19,0.76,1.4679376717,0.10359507529999999,5.22967713,0.1806750874,3.4476961102,0.1240595891,10.100610421799999,0.1390335906,20.2459213337,0.5473633424000001
10,NU-125_v2_EQeq,0.04,0.02,0.188,0.752,1.9209979830000001,0.225473846,5.2807243235,0.1653438905,3.3718777506,0.055889950599999995,10.0651796418,0.2867174542,20.638779698900002,0.7334251412999999
11,NU-125_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,2.4471379241999998,0.4170111258,5.266776217099999,0.0629066171,3.3626749704,0.058267343,10.0210513836,0.20933500510000003,21.0976404953,0.7475200909999999
