MOF	hydrogen_mass	hydrogen_error	O2_mass	O2_error	N2_mass	N2_error	total_mass	total_mass_error	hydrogen_comp	O2_comp	N2_comp
LOFVUY	0.0	0.0	2.8128518836	0.378233916	11.5011958273	0.5654109074	14.314047710899999	0.9436448234	1e-06	0.1666665	0.8333325
LOFVUY	0.0	0.0	3.4545723671	0.1758461792	11.2846574403	0.8843285234	14.7392298074	1.0601747026000001	1e-06	0.19999979999999998	0.7999991999999999
LOFVUY	0.0	0.0	4.2611889062	0.304568317	11.0500741877	1.1161812182	15.311263093900001	1.4207495352000001	1e-06	0.24999975	0.74999925
LOFVUY	0.0	0.0	2.9138507177	0.2842630835	11.522849665999999	0.4350372221	14.436700383699998	0.7193003056	1e-05	0.166665	0.8333250000000001
LOFVUY	0.0	0.0	3.3920492793	0.2415741286	11.103607288900001	0.5879537939	14.4956565682	0.8295279225	1e-05	0.199998	0.799992
LOFVUY	0.0	0.0	4.330582663	0.4519960339	10.3739932238	0.5083630043999999	14.7045758868	0.9603590383	1e-05	0.24999749999999998	0.7499925000000001
LOFVUY	0.0	0.0	2.8417086932999998	0.2230333873	11.593224641800001	0.7340552351	14.4349333351	0.9570886223999999	0.0001	0.16665	0.8332499999999999
LOFVUY	4.32843e-05	0.00017313700000000002	3.4978575817000004	0.3457906067	11.2227034018	0.8003155004000001	14.720604267799999	1.1462792441	0.0001	0.19998	0.79992
LOFVUY	0.0	0.0	4.327147328500001	0.23233022670000003	10.1869281173	0.6139663681	14.5140754458	0.8462965948000001	0.0001	0.249975	0.749925
LOFVUY	8.656850000000001e-05	0.0003462741	2.9056059149	0.28353145679999997	11.164358336400001	1.1920931033	14.0700508198	1.4759708342	0.001	0.1665	0.8325
LOFVUY	0.00017313700000000002	0.0003239098	3.4669395712	0.2808549306	10.8299268276	0.4218538129	14.2970395358	0.7030326533	0.001	0.1998	0.7992
LOFVUY	0.0	0.0	4.3718066769	0.0778055864	10.403466504299999	0.7998976806999999	14.7752731812	0.8777032670999999	0.001	0.24975	0.74925
LOFVUY	0.0002164213	0.0005475074	2.9076671156000002	0.2209152473	11.6762310234	0.801164937	14.5841145603	1.0226276917000001	0.002	0.16633333333333333	0.8316666666666667
LOFVUY	0.00012985280000000002	0.0002120487	3.482055043	0.3073762539	11.0073680058	1.0632222368000002	14.489552901600002	1.3708105394	0.002	0.1996	0.7984
LOFVUY	0.0003029898	0.0006478195	4.3615006734	0.28661809109999997	10.2019655053	0.9708920267	14.563769168499999	1.2581579373	0.002	0.2495	0.7484999999999999
LOFVUY	0.0002164213	0.00047415529999999997	2.7956752111000003	0.2805185692	12.1796827732	0.7723858278	14.9755744056	1.0533785523	0.003	0.16616666666666666	0.8308333333333333
LOFVUY	0.00047612690000000004	0.0003239098	3.4882386451	0.2146729503	11.1703732916	0.22930789	14.659088063599999	0.4443047501	0.003	0.1994	0.7976
LOFVUY	0.0003029898	0.0006478195	4.3628748072	0.10880849210000001	10.596546566	0.9076533507	14.959724363	1.0171096623	0.003	0.24925	0.74775
LOFVUY	0.0004328426	0.0007242842	2.8602594995999997	0.2135264204	11.5469094868	0.4717903256	14.407601829	0.6860410302	0.004	0.166	0.8300000000000001
LOFVUY	0.0006059797	0.0005047769000000001	3.3961716806999998	0.1568921438	11.128870100699999	0.8249449101	14.525647761099998	0.9823418308	0.004	0.1992	0.7968
LOFVUY	0.0005626954	0.000703286	4.344324001	0.335851344	10.529780563400001	0.46823094090000006	14.8746672598	0.8047855709	0.004	0.249	0.747
LOFVUY	0.0005194111	0.0003462741	2.8836197742	0.094466077	11.3454084877	0.5165246244	14.229547672999999	0.6113369755	0.005	0.16583333333333333	0.8291666666666666
LOFVUY	0.0006925482	0.0005047769000000001	3.4243414235	0.1311848048	11.068119053299998	0.6469407981	14.493153025	0.7786303798	0.005	0.19899999999999998	0.7959999999999999
LOFVUY	0.00047612690000000004	0.0003239098	4.4295202964	0.4570849065	10.2542956155	0.6284474007	14.6842920388	1.0858562170000001	0.005	0.24875	0.74625
LOFVUY	0.0005194111	0.0005871362999999999	2.8657560348000004	0.2827645504	11.475933015499999	0.9200750413	14.3422084614	1.203426728	0.006	0.16566666666666666	0.8283333333333333
LOFVUY	0.00047612690000000004	0.0005047769000000001	3.3879268779	0.1968131884	11.2966873507	0.7724233001	14.6850903555	0.9697412654	0.006	0.1988	0.7952
LOFVUY	0.0004328426	0.0002737537	4.0983540512	0.0743811402	10.1466279175	0.6947562274	14.245414811300002	0.7694111213	0.006	0.2485	0.7455
LOFVUY	0.0006925482	0.0010021030999999999	2.8581982988999997	0.2762658323	11.745403008199998	1.0164213598	14.6042938553	1.2936892951999999	0.006999999999999999	0.1655	0.8275
LOFVUY	0.0008224010000000001	0.0009639863	3.4449534305	0.3728792514	10.953233409100001	0.8066770309	14.3990092406	1.1805202686	0.006999999999999999	0.1986	0.7944
LOFVUY	0.0008656852	0.0008212611	4.2845491808	0.2576418421	10.3108361943	0.48629117899999996	14.5962510603	0.7447542822	0.006999999999999999	0.24825	0.74475
LOFVUY	0.0009089695	0.0006361461	2.9111024501	0.12295234449999999	11.9384830699	0.4801064743	14.8504944895	0.6036949649000001	0.008	0.16533333333333333	0.8266666666666667
LOFVUY	0.0008224010000000001	0.0009639863	3.4470146312	0.3014525104	10.8461672066	0.4455713816	14.294004238800001	0.7479878783	0.008	0.1984	0.7936
LOFVUY	0.0007791167	0.0003462741	4.412343624	0.3298379127	11.1451104798	0.950936833	15.5582332205	1.2811210198	0.008	0.248	0.7440000000000001
