MOF	hydrogen_mass	hydrogen_error	O2_mass	O2_error	N2_mass	N2_error	total_mass	total_mass_error	hydrogen_comp	O2_comp	N2_comp
NIBJAK	0.0	0.0	2.494522612	0.38411235590000004	9.6293213966	0.5274510717	12.123844008599999	0.9115634276000001	1e-06	0.1666665	0.8333325
NIBJAK	0.0	0.0	2.9211962425999998	0.2952852412	9.225010212	0.8726176067	12.1462064546	1.1679028479	1e-06	0.19999979999999998	0.7999991999999999
NIBJAK	0.0	0.0	3.6019564173000003	0.340706289	8.4947318786	0.5683869464	12.0966882959	0.9090932354000001	1e-06	0.24999975	0.74999925
NIBJAK	0.0001006736	0.0004026943	2.444983726	0.42484725090000003	9.6223263934	0.4738132422	12.067410792999999	0.8990631873999999	1e-05	0.166665	0.8333250000000001
NIBJAK	0.0	0.0	2.9211962425999998	0.2952852412	9.225010212	0.8726176067	12.1462064546	1.1679028479	1e-05	0.199998	0.799992
NIBJAK	0.0	0.0	3.6019564173000003	0.340706289	8.4947318786	0.5683869464	12.0966882959	0.9090932354000001	1e-05	0.24999749999999998	0.7499925000000001
NIBJAK	0.0001006736	0.0004026943	2.323533554	0.3479741632	9.829378488	0.9613649002	12.1530127156	1.3097417577	0.0001	0.16665	0.8332499999999999
NIBJAK	0.0	0.0	2.9116080711000003	0.4106156123	9.2208132101	0.6636278644	12.1324212812	1.0742434767	0.0001	0.19998	0.79992
NIBJAK	0.0001006736	0.0004026943	3.5987603601	0.2852559347	8.4751458696	0.48313955869999997	12.074006903299999	0.7687981877	0.0001	0.249975	0.749925
NIBJAK	0.0009060622	0.0014795935000000001	2.4545718975	0.19634302850000002	9.6531044075	0.5828982792	12.1085823672	0.7807209012	0.001	0.1665	0.8325
NIBJAK	0.0007047151	0.0010266731	2.8029421276999997	0.13115522029999999	9.1144891616	0.39500405850000003	11.9181360044	0.5271859519	0.001	0.1998	0.7992
NIBJAK	0.0002013472	0.0004931978	3.6994361606	0.1715184256	8.539499898999999	0.7280934817	12.239137406800001	0.9001051051000001	0.001	0.24975	0.74925
NIBJAK	0.0005033679	0.0	2.4098270973	0.4480867576	9.5635683666	0.6411270549	11.973898831800001	1.0892138125	0.002	0.16633333333333333	0.8316666666666667
NIBJAK	0.0011074094	0.0013355860000000002	2.9164021568000003	0.17092183789999998	9.3285362593	0.136386419	12.2460458255	0.30864384289999997	0.002	0.1996	0.7984
NIBJAK	0.0009060622	0.0007533721	3.6179367031	0.2910694017	8.7633400012	0.5775958434	12.382182766500001	0.8694186172	0.002	0.2495	0.7484999999999999
NIBJAK	0.0014094302	0.0019521332	2.4306014688	0.1327037417	9.8209844841	0.6161323337	12.2529953831	0.7507882086	0.003	0.16616666666666666	0.8308333333333333
NIBJAK	0.0017114508999999999	0.0023480913	2.8492849564999996	0.2384438572	9.3089502503	0.5817151649	12.159946657699999	0.8225071134	0.003	0.1994	0.7976
NIBJAK	0.0013087566	0.0004931978	3.6946420749	0.3059880487	8.6486219488	0.7069924162000001	12.3445727803	1.0134736627	0.003	0.24925	0.74775
NIBJAK	0.0009060622	0.0004026943	2.3810625828	0.25688029809999996	9.411077297	0.7342607906	11.793045942000001	0.991543783	0.004	0.166	0.8300000000000001
NIBJAK	0.0015101036999999999	0.0006367155999999999	2.9116080711000003	0.2537999434	9.416673299500001	0.36184117740000005	12.3297914743	0.6162778364	0.004	0.1992	0.7968
NIBJAK	0.0021141452	0.0025785018	3.5731919027999997	0.3918788371	8.496130879199999	0.41882256700000003	12.0714369272	0.8132799059	0.004	0.249	0.747
NIBJAK	0.0013087566	0.0004931978	2.4769442976	0.1753467761	9.8041964765	0.5000991911	12.2824495307	0.675939165	0.005	0.16583333333333333	0.8291666666666666
NIBJAK	0.0016107773000000002	0.0024986526000000003	3.0410483860000004	0.2585845293	9.2124192063	0.4937501182	12.2550783696	0.7548333001	0.005	0.19899999999999998	0.7959999999999999
NIBJAK	0.0023154924	0.002072996	3.4900944167000003	0.2630492899	8.535302897100001	0.2791558457	12.027712806199998	0.5442781315999999	0.005	0.24875	0.74625
NIBJAK	0.0019127980999999999	0.0016107773000000002	2.3778665257	0.364910797	9.6069373864	0.7063276996	11.9867167102	1.0728492739	0.006	0.16566666666666666	0.8283333333333333
NIBJAK	0.0030202075	0.0009004519	2.9307844139999997	0.3207860773	9.2893642414	0.3383152657	12.2231688629	0.6600017949	0.006	0.1988	0.7952
NIBJAK	0.0021141452	0.002330762	3.6770637605000003	0.1828748046	8.7577439987	0.2673519138	12.4369219044	0.4525574804	0.006	0.2485	0.7455
NIBJAK	0.0035235754	0.0022957109	2.3906507543	0.1563783443	9.485224330800001	0.4904889057	11.8793986605	0.6491629609	0.006999999999999999	0.1655	0.8275
NIBJAK	0.0028188603000000004	0.0008053887	2.9771272427999995	0.2548041411	9.1074941584	0.3661000504	12.087440261500001	0.6217095802	0.006999999999999999	0.1986	0.7944
NIBJAK	0.002416166	0.0020533463	3.5220549883	0.2695699438	8.6206419361	0.3146476534	12.145113090399999	0.5862709435	0.006999999999999999	0.24825	0.74475
NIBJAK	0.0029195339	0.0028044415	2.4689541547	0.116118523	9.388693286799999	0.7874969501000001	11.8605669754	0.9064199145999999	0.008	0.16533333333333333	0.8266666666666667
NIBJAK	0.0032215546999999995	0.0015067442	2.7134525273000003	0.1867985362	9.076716144299999	0.4109920064	11.793390226300001	0.5992972868	0.008	0.1984	0.7936
NIBJAK	0.0032215546999999995	0.0010266731	3.5715938743	0.2786258034	8.922826074	0.6499920172	12.497641502999999	0.9296444937	0.008	0.248	0.7440000000000001
