,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,7.5907895738999995,0.5071068986,3.4668337099,0.0802737669,10.4500659444,0.1559345728,21.5076892282,0.7433152383
1,NU-125_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0003339511,0.00041651019999999994,7.753853003300001,0.2540015716,3.5189130797000003,0.1048306533,10.4176563937,0.3003456922,21.690756427800004,0.6595944273
2,NU-125_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0023376576,0.0007549888,7.727538534600001,0.2183827667,3.4970564767,0.1389891521,10.5656966295,0.1875706544,21.7926292984,0.5456975620000001
3,NU-125_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0039517546,0.0016284278,7.739904896900001,0.18015017649999998,3.4754090277999996,0.048686652999999996,10.4408191517,0.1312678853,21.660084831,0.3617331426
4,NU-125_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.022597357000000002,0.0035271868,7.7591734151,0.2861222459,3.4627552051,0.0860144787,10.4644396717,0.2799408415,21.708965648899998,0.6556047529
5,NU-125_v2_EQeq,0.001,0.03,0.1938,0.7752,0.047476713200000006,0.0086984127,7.634503226900001,0.3828517303,3.5010304045,0.1219219484,10.3596121701,0.42773220009999996,21.5426225147,0.9412042915000001
6,NU-125_v2_EQeq,0.005,0.03,0.193,0.772,0.24517575809999997,0.043566078099999996,7.6382418946,0.23204489190000002,3.4642192837,0.040634071,10.4148182692,0.1727995281,21.7624552056,0.48904456909999994
7,NU-125_v2_EQeq,0.01,0.03,0.192,0.768,0.4778840089,0.08210821389999999,7.7388983326,0.47084295,3.4731083328,0.0919003199,10.3486258818,0.12954325349999998,22.038516556100003,0.7743947373000001
8,NU-125_v2_EQeq,0.02,0.03,0.19,0.76,0.9879942978,0.1407028762,7.8365350774,0.1803318906,3.4358789038,0.0779446349,10.2914056298,0.1481588327,22.5518139088,0.5471382344
9,NU-125_v2_EQeq,0.03,0.03,0.188,0.752,1.4502939225,0.061247232699999994,7.7629120828,0.218574698,3.3294194692000003,0.04753645150000001,10.1368651734,0.35403900229999996,22.6794906479,0.6813973845
10,NU-125_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,1.9658587459999999,0.225439385,7.7747032654999995,0.3004764561,3.3895512716000002,0.08358473870000001,9.9503729284,0.2617009068,23.080486211500002,0.8712014866
11,NU-125_v2_EQeq,0.05,0.03,0.184,0.736,2.526673942,0.12111344,7.7400486919,0.3244780525,3.3256546955,0.0977611391,9.806177893500001,0.2501924667,23.3985552229,0.7935450983
