,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,23.4397796326,0.8496563875,3.3142966681,0.0703998805,9.0997968191,0.19538867170000002,35.8538731198,1.1154449397
1,HKUST-1_v2_EQeq,1e-05,0.03,0.193998,0.775992,0.0043113337,0.0040282016,23.667094303800003,0.6697901521999999,3.399104838,0.1212916497,9.2123954978,0.2414242888,36.2829059733,1.0365342923
2,HKUST-1_v2_EQeq,5e-05,0.03,0.19399,0.77596,0.0228764648,0.012542306699999999,22.987878066300002,0.6416922055,3.439111811,0.1400024458,9.2682606521,0.13712553730000002,35.7181269942,0.9313624953
3,HKUST-1_v2_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0472486984,0.0127090869,23.411137984,0.6597030501,3.3685209951,0.0883943214,9.1678191572,0.2681125933,35.994726834699996,1.0289190517
4,HKUST-1_v2_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.2399389209,0.0498615149,23.299753795100003,1.9517460585,3.4154713269,0.1239643035,9.1300450503,0.20202837559999998,36.0852090932,2.3276002525
5,HKUST-1_v2_EQeq,0.001,0.03,0.1938,0.7752,0.5067136946,0.0327772675,23.192688585,0.9911028106,3.4095198763999996,0.1806629272,9.230776002,0.2675197501,36.339698158000004,1.4720627553999999
6,HKUST-1_v2_EQeq,0.005,0.03,0.193,0.772,2.4889593668,0.1271135273,23.3815870768,0.8378215628,3.3511625976999997,0.1713716171,9.0678118474,0.2396055133,38.2895208887,1.3759122205
7,HKUST-1_v2_EQeq,0.01,0.03,0.192,0.768,4.9148324826,0.21288738850000002,22.3298020933,0.3385221493,3.3010712225,0.1407034516,8.8201815912,0.2172384055,39.3658873896,0.9093513948999999
8,HKUST-1_v2_EQeq,0.02,0.03,0.19,0.76,9.1947550815,0.6241412351,22.0722545708,0.8009892973999999,3.1593936365,0.1642313342,8.5828270499,0.3776435725,43.0092303387,1.9670054391999998
9,HKUST-1_v2_EQeq,0.03,0.03,0.188,0.752,13.120092476400002,1.341588905,21.2325541755,1.0335939856999998,3.0674767894999997,0.08899580119999999,8.2846865895,0.0612637125,45.7048100309,2.5254424044
10,HKUST-1_v2_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,16.3503372881,1.1306177597,20.4269509809,0.6113988861999999,2.9196824349,0.1066238755,8.0416876415,0.1247870877,47.7386583454,1.9734276091
11,HKUST-1_v2_EQeq,0.05,0.03,0.184,0.736,20.1495901676,2.4613433178,19.9407248992,0.5389776099,2.8702523319999997,0.081678504,7.747744304099999,0.24697057149999999,50.7083117029,3.3289700032
