,MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.03,0.194,0.7759999999999999,0.0,0.0,3.75690352,0.2088039848,3.094279222,0.0780003375,9.3512828243,0.2633797463,16.202465566300003,0.5501840686
1,NU-100_EQeq,1e-05,0.03,0.193998,0.775992,0.0002263808,0.0001431758,3.7142672621,0.19604630210000001,3.0960656837,0.1206439949,9.2806809685,0.21696457030000002,16.0912402951,0.5337980431
2,NU-100_EQeq,5e-05,0.03,0.19399,0.77596,0.0011319042,0.0008099247,3.7378371000999997,0.1735927645,3.1304763383,0.1353768814,9.3038053105,0.22936566989999999,16.1732506531,0.5391452405
3,NU-100_EQeq,0.0001,0.03,0.19397999999999999,0.7759199999999999,0.0023543606,0.0016096935,3.7426329481000002,0.1342573499,3.1284772026,0.0297724167,9.3162425573,0.10974458390000001,16.1897070686,0.275384044
4,NU-100_EQeq,0.0005,0.03,0.1939,0.7756000000000001,0.012337755300000001,0.0021995085,3.7159633546,0.1307819091,3.1161421100999998,0.09297504449999999,9.2613920649,0.2548492566,16.1058352849,0.4808057187
5,NU-100_EQeq,0.001,0.03,0.1938,0.7752,0.0242001108,0.0026181998,3.7360825216,0.17705002350000001,3.0949597789,0.0753337331,9.217787226699999,0.1539818525,16.073029638,0.4089838089
6,NU-100_EQeq,0.005,0.03,0.193,0.772,0.1243962666,0.0081710624,3.7305263563,0.1819422627,3.0835179172000005,0.0729321909,9.1369078856,0.29048609350000004,16.0753484257,0.5535316095
7,NU-100_EQeq,0.01,0.03,0.192,0.768,0.2493584852,0.013786574,3.7578977812,0.1359989391,3.0810934335000004,0.1037530451,9.026797290900001,0.28664806940000004,16.1151469908,0.5401866276
8,NU-100_EQeq,0.02,0.03,0.19,0.76,0.4925367737,0.0083823292,3.77351353,0.1252113038,3.0533607428,0.0875154967,9.080493428099999,0.20772600989999998,16.3999044746,0.4288351396
9,NU-100_EQeq,0.03,0.03,0.188,0.752,0.7466945325,0.0211107377,3.6560737412999997,0.10035043869999999,2.9736930591000004,0.0333962938,8.811081810700001,0.1346438975,16.1875431436,0.2895013677
10,NU-100_EQeq,0.04,0.03,0.18600000000000005,0.7440000000000001,1.0014635196,0.036897881,3.679994495,0.1119515816,2.9495758265,0.0712769571,8.75239588,0.1488938297,16.3834297211,0.3690202494
11,NU-100_EQeq,0.05,0.03,0.184,0.736,1.2633408648,0.0262997242,3.6990609149,0.08489662320000001,2.9461730424,0.09739447970000001,8.6888691047,0.131338238,16.5974439268,0.3399290651
