MOF,ammonia_comp,CO2_comp,O2_comp,N2_comp,ammonia_mass,ammonia_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.0,0.01,0.198,0.792,0.0000000000,0.0000000000,55.8008823768,1.3309908603,0.7187477209,0.0075049845,2.3813287977,0.0756116985,58.9009588954,1.4141075433
MOF-801_EQeq,1e-05,0.01,0.197998,0.791992,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.04,0.01,0.19,0.76,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.05,0.01,0.188,0.752,0.0,0.0,,,,,,,,
MOF-801_EQeq,5e-05,0.01,0.19799,0.79196,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.0001,0.01,0.19798,0.79192,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.0005,0.01,0.1979,0.7916000000000001,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.001,0.01,0.1978,0.7912,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.005,0.01,0.19699999999999998,0.7879999999999999,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.01,0.01,0.196,0.784,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.02,0.01,0.19399999999999998,0.7759999999999999,0.0,0.0,,,,,,,,
MOF-801_EQeq,0.03,0.01,0.192,0.768,0.0,0.0,,,,,,,,
