MOF	CO2_mass	CO2_error	O2_mass	O2_error	N2_mass	N2_error	total_mass	total_mass_error	CO2_comp	O2_comp	N2_comp
SADLEQ	0.0595696759	0.0408448608	3.1764898464999995	0.3427107588	16.1149328622	0.5560500957	19.3509923846	0.9396057153	1e-06	0.1666665	0.8333325
SADLEQ	0.024784463700000002	0.0240685014	3.986028324	0.0936370668	15.8214810699	1.1465148287	19.8322938576	1.2642203968999999	1e-06	0.19999979999999998	0.7999991999999999
SADLEQ	0.0391333638	0.0228433194	4.9951053873	0.09375233349999999	14.9726856025	0.6118992184000001	20.0069243536	0.7284948712999999	1e-06	0.24999975	0.74999925
SADLEQ	0.44003293460000004	0.44291083369999995	3.3339703785	0.18827107280000002	16.897840097	0.5455603252000001	20.6718434101	1.1767422317	1e-05	0.166665	0.8333250000000001
SADLEQ	0.4991677954	0.2372927757	3.8503673838999997	0.2286066614	15.3408845495	0.7301169926000001	19.690419728800002	1.1960164297	1e-05	0.199998	0.799992
SADLEQ	0.3774195526	0.0554521454	4.9600043049	0.3845963049	14.7656082999	1.4061929905000001	20.1030321574	1.8462414408	1e-05	0.24999749999999998	0.7499925000000001
SADLEQ	4.505554613399999	1.7695419008000002	3.3393462199	0.17452694230000002	16.0277278485	1.6566550607	23.8726286818	3.6007239038	0.0001	0.16665	0.8332499999999999
SADLEQ	4.3464122675	1.7985300326	4.0078479158	0.451467919	16.291280779	0.8826760443	24.6455409623	3.1326739959	0.0001	0.19998	0.79992
SADLEQ	4.1377009942	2.0017737399	4.938817165	0.2893189382	14.524756357200001	0.9150841273	23.6012745164	3.2061768054	0.0001	0.249975	0.749925
SADLEQ	35.2126355202	16.7018038251	3.4446494672	0.27462982760000004	15.239006946099998	0.6323807053	53.8962919335	17.608814358	0.001	0.1665	0.8325
SADLEQ	36.5823032515	8.6370851021	4.1564741206999996	0.3074028713	15.158722965199999	0.8851312551	55.8975003374	9.8296192285	0.001	0.1998	0.7992
SADLEQ	35.8518137948	5.2797708839999995	5.0517098355000005	0.1248992497	13.709458688699998	0.6014925301	54.612982319	6.0061626638	0.001	0.24975	0.74925
SADLEQ	51.110347137299996	8.5509258168	3.466152833	0.0996869449	15.160660854400001	0.3619306065	69.7371608247	9.012543368200001	0.002	0.16633333333333333	0.8316666666666667
SADLEQ	58.1426126037	5.5903720025	4.3234414317	0.24683133329999998	14.5427510425	0.6132679357999999	77.00880507789999	6.4504712716	0.002	0.1996	0.7984
SADLEQ	56.2946482042	6.0014419176	5.1804138044	0.24177207280000002	13.296134607599999	1.3857046866999998	74.7711966162	7.628918677100001	0.002	0.2495	0.7484999999999999
SADLEQ	73.480282304	9.9978305171	3.6375473075	0.22604826670000003	14.5012248455	1.130274159	91.619054457	11.354152942799999	0.003	0.16616666666666666	0.8308333333333333
SADLEQ	78.20498375439999	8.719354926900001	4.3753024904	0.1602538858	13.8561845849	0.7115918267	96.4364708297	9.5912006394	0.003	0.1994	0.7976
SADLEQ	70.5626726286	14.0305185992	5.3489622452	0.3076213968	12.777887668599998	0.7734222951999999	88.6895225424	15.111562291199998	0.003	0.24925	0.74775
SADLEQ	87.7574378465	17.0221138356	3.7134415398000002	0.12988536539999998	14.49375013	0.7646944419	105.9646295163	17.9166936429	0.004	0.166	0.8300000000000001
SADLEQ	83.3018869757	8.692719876	4.369294197	0.26819690890000003	13.5001666557	0.24766391640000002	101.1713478284	9.2085807013	0.004	0.1992	0.7968
SADLEQ	81.22086165430001	10.3991944586	5.3331509469	0.2056879161	12.6328228203	0.2426659005	99.18683542149999	10.8475482752	0.004	0.249	0.747
SADLEQ	91.7412142766	4.6577835931000005	3.6486152163999996	0.1543830591	14.004571529000001	0.4713611779	109.39440102200001	5.2835278301	0.005	0.16583333333333333	0.8291666666666666
SADLEQ	93.51526010010001	9.4293707266	4.3553802544	0.1534996157	13.2496252669	0.34447781920000003	111.1202656214	9.9273481615	0.005	0.19899999999999998	0.7959999999999999
SADLEQ	98.9495798799	14.8059386732	5.4324459007	0.2609690124	12.0030088319	0.24835983379999998	116.3850346125	15.3152675194	0.005	0.24875	0.74625
SADLEQ	103.9073422523	7.1880867787	3.6707510342000003	0.1551712801	13.7878047805	0.6486915981	121.365898067	7.9919496569	0.006	0.16566666666666666	0.8283333333333333
SADLEQ	100.67927455780001	15.074728935	4.2858105415	0.25995698	12.9935470519	0.3963532358	117.9586321512	15.7310391508	0.006	0.1988	0.7952
SADLEQ	95.1666880505	12.2375495775	5.2205745023	0.3174026689	11.9625900002	0.31439423780000003	112.34985255299999	12.869346484200001	0.006	0.2485	0.7455
SADLEQ	106.08663579819999	10.6712566189	3.6097194224	0.21742001379999998	13.134182439100002	0.46035838729999995	122.8305376597	11.34903502	0.006999999999999999	0.1655	0.8275
SADLEQ	109.32948720780001	7.3453489397	4.3183818162	0.1244082954	12.7670908574	0.2762238225	126.4149598814	7.7459810576	0.006999999999999999	0.1986	0.7944
SADLEQ	105.05829796180001	7.462192913099999	5.3881742652	0.28471157	11.9133122464	0.7013185540000001	122.3597844734	8.4482230371	0.006999999999999999	0.24825	0.74475
SADLEQ	114.35942889559999	7.220634533099999	3.5047324011	0.0816230619	12.972783953299999	0.658945136	130.83694525	7.961202731	0.008	0.16533333333333333	0.8266666666666667
SADLEQ	106.2244722016	3.8938988248000004	4.2260438336	0.159966587	12.6444501555	0.49208463659999996	123.09496619069999	4.5459500484	0.008	0.1984	0.7936
SADLEQ	110.65306453299999	13.2427631878	5.386593135399999	0.18306615980000002	12.033461376400002	0.7928275094	128.0731190448	14.218656857000001	0.008	0.248	0.7440000000000001
SADLEQ	122.0191326275	8.7849886469	3.505364853	0.17351558309999998	12.5489399023	0.6897547856	138.0734373828	9.648259015599999	0.009000000000000001	0.16516666666666666	0.8258333333333333
SADLEQ	123.19008983399999	7.9965390658	4.2880241233	0.2340499455	12.37563724	0.4815530312	139.8537511973	8.7121420425	0.009000000000000001	0.1982	0.7928
SADLEQ	116.7361285208	4.3614847806	5.1633376020999995	0.1967179704	11.390082163699999	0.676303781	133.2895482866	5.234506532	0.009000000000000001	0.24775	0.74325
SADLEQ	125.2176328916	6.1867552353	3.4895535545999996	0.0643735417	12.7479888067	0.6348173545	141.4551752529	6.8859461315	0.01	0.165	0.8250000000000001
SADLEQ	122.71309761139999	10.2950049445	4.2178219584	0.1503932936	11.996641481700001	0.282342311	138.9275610515	10.7277405491	0.01	0.198	0.792
SADLEQ	126.4198967891	10.3537664862	5.1911654873	0.3541640488	11.1315123769	0.5497580578	142.7425746533	11.2576885928	0.01	0.2475	0.7424999999999999
SADLEQ	129.0492240182	9.5990064943	3.2953908104000003	0.2016163131	11.788456813900002	0.8122329764	144.1330716425	10.6128557838	0.012	0.16466666666666666	0.8233333333333333
SADLEQ	127.17995367620001	13.826399227000001	3.9790713527999997	0.1507519205	11.1832817025	0.6168615894	142.3423067315	14.5940127369	0.012	0.1976	0.7904
SADLEQ	131.2124294034	10.3105062658	5.1073656058	0.2721778049	10.978972813099999	0.2868514218	147.2987678223	10.8695354925	0.012	0.247	0.741
SADLEQ	131.9363966328	11.936037065499999	3.2628195357	0.1015789479	11.5337628055	0.6795416154999999	146.732978974	12.7171576289	0.013999999999999999	0.16433333333333333	0.8216666666666667
SADLEQ	136.2888963125	6.4782854985	3.9651574102	0.08651887	11.3898053224	0.20792681010000003	151.64385904510002	6.7727311786	0.013999999999999999	0.1972	0.7888
