,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,4.9620065313,0.17675201280000002,3.0203537366,0.09287613970000001,9.092334878600001,0.12787942830000001,17.0746951465,0.3975075808
1,NU-100_EQeq,1e-05,0.04,0.191998,0.767992,0.0038507068,0.0004962633,4.9160950601,0.1274947576,3.0565933877,0.0806239958,9.088871812899999,0.20448650440000002,17.0654109675,0.4131015211
2,NU-100_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0186646021,0.0049094127,4.8429876219,0.1950498647,3.0168233481,0.10116110119999999,9.0438891959,0.1084487274,16.922364767999998,0.409569106
3,NU-100_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0372839019,0.0019134581,4.9048657576,0.10289498949999999,3.1052532008999996,0.074816286,8.9538867247,0.2242129951,17.0012895851,0.40383772869999995
4,NU-100_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.19181049879999998,0.012014628700000002,4.7859638201,0.1484531499,3.0354961260000004,0.09725319880000001,9.043628535,0.189263362,17.0568989799,0.4469843394
5,NU-100_EQeq,0.001,0.04,0.1918,0.7672,0.40029229270000005,0.0304497057,4.8471986102999995,0.24463201489999997,3.0624206555,0.10739295369999999,9.088871812899999,0.2088286312,17.3987833714,0.5913033055
6,NU-100_EQeq,0.005,0.04,0.191,0.764,1.9196905729,0.1031276814,4.8566733343,0.2500499769,3.0208641542000003,0.0810858364,8.9248788947,0.1537381271,18.7221069561,0.5880016218
7,NU-100_EQeq,0.01,0.04,0.19,0.76,3.7080040919,0.2443270682,4.7135582133,0.1683434958,2.9703753446,0.0558586735,8.863027796399999,0.15600539019999998,20.2549654462,0.6245346277
8,NU-100_EQeq,0.02,0.04,0.188,0.752,6.9849555395000005,0.4034317307,4.585590953500001,0.1504033056,2.9239273411,0.0818432368,8.556341676,0.0742755676,23.0508155101,0.7099538406999999
9,NU-100_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,10.1065649463,0.2718807883,4.4520090424,0.0976343375,2.8605930213,0.0523330888,8.454050907200001,0.1461131849,25.873217917199998,0.5679613995
10,NU-100_EQeq,0.04,0.04,0.184,0.736,12.870466347,0.6176156489,4.3601861,0.1641009469,2.7753107438,0.056509273,8.2978778148,0.1049669842,28.3038410056,0.943192853
11,NU-100_EQeq,0.05,0.04,0.182,0.728,15.6665324747,0.2681959707,4.2191764732,0.0524459534,2.7281821835000004,0.0820491805,8.176111956,0.17949437440000002,30.7900030874,0.582185479
