,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,10.3137212604,0.9733460268999999,4.1155933535,0.1475800624,10.664165865900001,0.4323668211,25.0934804798,1.5532929104
1,HKUST-1_v2_EQeq,1e-05,0.01,0.197998,0.791992,39.5408042846,1.6489498459,5.0634343004,0.2700857993,2.867937879,0.1582003236,8.173535194600001,0.43006202759999995,55.6457116586,2.5072979963999997
2,HKUST-1_v2_EQeq,5e-05,0.01,0.19799,0.79196,94.7091078749,4.0738520689,2.8968981694,0.21138260039999998,2.1684771247,0.0770431871,6.5068431839,0.37911476590000004,106.28132635290001,4.7413926223
3,HKUST-1_v2_EQeq,0.0001,0.01,0.19798,0.79192,130.1353596845,3.3745864202999996,2.3149726112,0.32910077670000004,1.9636480359000001,0.0766234542,5.6532352056,0.2835781131,140.06721553719998,4.0638887643
4,HKUST-1_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,297.7603974945,13.719977023299998,2.0712912837,0.09325554949999999,1.3632128055000001,0.0694367383,3.6426685668000003,0.1095562281,304.83757015049997,13.992225539200001
5,HKUST-1_v2_EQeq,0.001,0.01,0.1978,0.7912,401.44621985419997,14.883006713499999,1.3336551758,0.1811662277,0.8328724368000001,0.1028198657,1.8655488031999998,0.3448680181,405.47829627,15.511860825
6,HKUST-1_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,463.0508055298,6.794459366,0.5305524425,0.0701426925,0.3349344099,0.046822093499999995,0.5820975397,0.1157776375,464.4983899219,7.0272017895
7,HKUST-1_v2_EQeq,0.01,0.01,0.196,0.784,481.22563732300006,3.5194553474,0.4243964911,0.0493560824,0.2347516595,0.040723314,0.4017659796,0.07713574549999999,482.2865514532,3.6866704893
8,HKUST-1_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,491.9135736319,5.3009086555,0.2920993525,0.07496560769999999,0.1701122941,0.0241024448,0.2602216251,0.0504734904,492.6360069036,5.4504501984000004
9,HKUST-1_v2_EQeq,0.03,0.01,0.192,0.768,494.01990049489996,7.6574986918,0.2495915089,0.10431341220000001,0.1396937692,0.0358705928,0.20710631010000002,0.0722738225,494.61629208309995,7.8699565193
10,HKUST-1_v2_EQeq,0.04,0.01,0.19,0.76,498.8568621833,14.1210788185,0.2318609646,0.0963878538,0.1256417332,0.0519003963,0.1990015209,0.0635158097,499.41336640199995,14.3328828783
11,HKUST-1_v2_EQeq,0.05,0.01,0.188,0.752,506.1259548898,7.0831956715999995,0.1948086732,0.16001790400000002,0.1074567455,0.0283075517,0.14139962609999998,0.02519438,506.5696199346,7.2967155073
