,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,57.5827882563,0.9583429962000001,0.7085665445999999,0.0375119562,2.4020539087,0.1616473457,60.6934087096,1.1575022981
1,MOF-801_EQeq,1e-05,0.01,0.197998,0.791992,46.520729786000004,0.1562555882,23.166946531399997,0.2886426714,0.44091610810000004,0.0066330987,1.3372437622,0.0326078123,71.4658361877,0.4841391706
2,MOF-801_EQeq,5e-05,0.01,0.19799,0.79196,51.1919749687,0.3425507807,23.1811585467,0.2934772135,0.3957661501,0.014301391100000001,1.1293966361,0.067175183,75.8982963016,0.7175045683
3,MOF-801_EQeq,0.0001,0.01,0.19798,0.79192,53.3430917709,0.39358994950000004,23.0717600698,0.1873113625,0.3827070122,0.0182318974,1.063536839,0.0595036711,77.86109569189999,0.6586368805
4,MOF-801_EQeq,0.0005,0.01,0.1979,0.7916000000000001,59.5860196566,2.0119528431,22.3501811624,0.7002841737000001,0.3347409841,0.0136324699,0.9317088781999999,0.0412890942,83.2026506813,2.7671585809
5,MOF-801_EQeq,0.001,0.01,0.1978,0.7912,64.76796203810001,0.9548426084,21.3786154594,0.6289733898,0.2943257373,0.0161481468,0.8384865162,0.0301114866,87.27938975100001,1.6300756316
6,MOF-801_EQeq,0.005,0.01,0.197,0.7879999999999999,83.85974841069999,3.9238737983,15.1659223381,1.1747546290000002,0.17249202600000002,0.029514206,0.4714488645,0.0401448868,99.6696116393,5.1682875201
7,MOF-801_EQeq,0.01,0.01,0.196,0.784,92.0633065252,4.4734842672,11.6173438171,2.5303168256,0.1255472102,0.0238733348,0.3174328436,0.069459436,104.12363039610001,7.0971338636
8,MOF-801_EQeq,0.02,0.01,0.194,0.7759999999999999,97.56821125440001,3.4892733649000003,9.249341235700001,0.9722362896,0.0934254443,0.0151696419,0.2154598793,0.035134264500000005,107.12643781370001,4.511813560899999
9,MOF-801_EQeq,0.03,0.01,0.192,0.768,101.0379646218,2.6877996993,7.6407879019000005,0.49657229420000004,0.07114445059999999,0.0064894803,0.1534470962,0.0152036052,108.9033440705,3.2060650789999996
10,MOF-801_EQeq,0.04,0.01,0.19,0.76,101.90902512870001,4.5859917508,7.1490266427,0.6047756786,0.0684521639,0.0292024976,0.14437139400000001,0.0348489172,109.2708753293,5.2548188442
11,MOF-801_EQeq,0.05,0.01,0.188,0.752,105.6580502324,2.7074908804000004,6.3523027683,0.6327274486,0.060808545199999994,0.011702269,0.1284415048,0.0340887441,112.19960305069999,3.3860093421
