,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,1.262185299,0.055639046799999994,3.1725432572,0.0585885667,9.496731584099999,0.4325503352,13.9314601403,0.5467779487
1,NU-100_EQeq,1e-05,0.01,0.197998,0.791992,0.5439452032,0.0565101933,1.2638813916,0.035512099,3.1803696607,0.0783931051,9.492076925900001,0.2324251691,14.480273181400001,0.4028405665
2,NU-100_EQeq,5e-05,0.01,0.19799,0.79196,2.5976914814,0.21345481989999998,1.2493768758,0.0198872873,3.1586769118999998,0.0886812977,9.44135977,0.2174315034,16.447105039100002,0.5394549083
3,NU-100_EQeq,0.0001,0.01,0.19798,0.79192,4.985045134,0.4855500874,1.2129401286,0.028020569500000002,3.1141855092000004,0.0558260158,9.2632166909,0.1956913228,18.5753874627,0.7650879955
4,NU-100_EQeq,0.0005,0.01,0.1979,0.7916000000000001,20.0780386506,0.7977555159999999,1.1333407498999999,0.0378645831,2.9830507155,0.0986424513,8.819609144600001,0.1998923893,33.0140392606,1.1341549397
5,NU-100_EQeq,0.001,0.01,0.1978,0.7912,33.9302319485,0.5038204394,1.0574259861,0.024777619700000003,2.8767137111000003,0.0684678728,8.5769711212,0.0777574741,46.44134276689999,0.6748234059999999
6,NU-100_EQeq,0.005,0.01,0.197,0.7879999999999999,82.021101218,1.1090955191,0.8507951228,0.0221092365,2.5876897333,0.0377220148,7.844849240299999,0.0945617176,93.30443531440001,1.263488488
7,NU-100_EQeq,0.01,0.01,0.196,0.784,110.5863677415,1.2174812386,0.7828929342000001,0.0546277564,2.4967077924,0.038046756,7.5106447806,0.0826088744,121.37661324870001,1.3927646254
8,NU-100_EQeq,0.02,0.01,0.194,0.7759999999999999,157.2641527433,1.2626565103,0.7276821968000001,0.026777625,2.3771424647,0.0541650932,7.1381231745000004,0.021721298599999998,167.50710057930002,1.3653205271000002
9,NU-100_EQeq,0.03,0.01,0.192,0.768,198.9133584695,3.9488906,0.71680381,0.0176716633,2.2770580762,0.0429179311,6.8894899514,0.061753893399999996,208.7967103071,4.0712340878
10,NU-100_EQeq,0.04,0.01,0.19,0.76,0.0,0.0,,,,,,,,
11,NU-100_EQeq,0.05,0.01,0.188,0.752,0.0,0.0,,,,,,,,
