,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,9.013409407000001,0.1798289734,2.3333034643,0.0763257658,7.1632971733,0.1597856459,18.5100100446,0.4159403851
1,UIO-66_v2_EQeq,1e-05,0.01,0.197998,0.791992,120.07363499459998,0.7151261344,0.8964196682,0.0235526979,0.4139312927,0.0087428642,0.897957461,0.026618287200000004,122.2819434165,0.7740399837
2,UIO-66_v2_EQeq,5e-05,0.01,0.19799,0.79196,137.8824267343,1.3635252449000002,0.7734929204000001,0.029304073700000002,0.3030748504,0.0164200163,0.5339206525,0.0363703858,139.4929151576,1.4456197206999999
3,UIO-66_v2_EQeq,0.0001,0.01,0.19798,0.79192,143.2542777276,1.8382438097999998,0.6808250644,0.0393406898,0.2701877448,0.0186296408,0.4342486854,0.0190279285,144.6395392222,1.9152420688999998
4,UIO-66_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,156.6471041129,4.666570531700001,0.5387343519,0.0506798103,0.216578095,0.0236578944,0.2906407802,0.0407245018,157.69305734,4.7816327382
5,UIO-66_v2_EQeq,0.001,0.01,0.1978,0.7912,162.4332239839,2.0985097349,0.4577497902,0.0666693524,0.1935326697,0.0182758729,0.235306115,0.013734118799999999,163.31981255879998,2.197189079
6,UIO-66_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,174.62040535740002,1.3256466509,0.33793298409999994,0.0599326579,0.1613791055,0.0091692674,0.1521435717,0.0137174268,175.27186101869998,1.408466003
7,UIO-66_v2_EQeq,0.01,0.01,0.196,0.784,174.9977899395,1.0806533301,0.35003654079999996,0.0468590864,0.1510178334,0.0083175134,0.13766772359999999,0.0136447892,175.6365120373,1.1494747190999999
8,UIO-66_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,177.4386428647,1.5844902549000002,0.3291495003,0.030149659900000004,0.1454551445,0.0094272674,0.1317007844,0.0119730506,178.0449482939,1.6360402328
9,UIO-66_v2_EQeq,0.03,0.01,0.192,0.768,179.95270973,1.7629932902,0.3284770805,0.0860043741,0.1409622035,0.013334691599999999,0.1225229361,0.0249115179,180.5446719501,1.8872438738
10,UIO-66_v2_EQeq,0.04,0.01,0.19,0.76,177.7676064091,1.7332121674,0.3234339318,0.033897646000000003,0.1393728638,0.012152114299999999,0.1231383604,0.014325276999999999,178.3535515651,1.7935872046999999
11,UIO-66_v2_EQeq,0.05,0.01,0.188,0.752,180.3643162826,1.8360234527000001,0.3149026054,0.057682662,0.1386698867,0.0133780557,0.1166095121,0.013445621599999999,180.9344982868,1.920529792
