,MOF,acetone_comp,CO2_comp,O2_comp,N2_comp,acetone_mass,acetone_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.01,0.198,0.792,0.0,0.0,0.7296417892,0.0501324042,1.8701080061000002,0.17256406289999998,5.8741145022,0.22579801289999998,8.4738642975,0.44849448
1,IRMOF-1_v2_EQeq,1e-05,0.01,0.197998,0.791992,0.39546005359999997,0.24165712670000003,0.7528560409,0.0693849524,1.8898480351,0.10156223630000001,5.9796225395,0.28053672809999997,9.0177866691,0.6931410434999999
2,IRMOF-1_v2_EQeq,5e-05,0.01,0.19799,0.79196,2.0291484274,0.2662338229,0.7432131979000001,0.0969008175,1.8511471888,0.1053854776,5.8459183888,0.16845999050000002,10.4694272029,0.6369801085
3,IRMOF-1_v2_EQeq,0.0001,0.01,0.19798,0.79192,4.2209115371,0.5455909145000001,0.7714274423,0.0688090112,1.8906272466999998,0.0451195779,5.9591576185,0.19308228260000002,12.8421238446,0.8526017862
4,IRMOF-1_v2_EQeq,0.0005,0.01,0.1979,0.7916000000000001,17.3639486448,3.7727984276999997,0.7553560373,0.0561065947,1.909588064,0.1191126699,5.9482429939,0.18453150079999997,25.97713574,4.1325491931
5,IRMOF-1_v2_EQeq,0.001,0.01,0.1978,0.7912,35.236480600300006,5.6215943853,0.7649988803,0.0879063615,1.8695885316999998,0.0790659903,5.9268685209,0.2947320568,43.797936533199994,6.0832987939
6,IRMOF-1_v2_EQeq,0.005,0.01,0.197,0.7879999999999999,140.15783037559999,19.2787725941,0.8139273801000001,0.0693775988,1.8472511305000001,0.06600801349999999,5.802942054600001,0.0689101986,148.6219509408,19.483068405
7,IRMOF-1_v2_EQeq,0.01,0.01,0.196,0.784,310.55350742080003,12.242872492,0.8992843981,0.0459368905,1.6617987532,0.074930475,4.9670637241,0.1614576578,318.0816542962,12.5251975153
8,IRMOF-1_v2_EQeq,0.02,0.01,0.194,0.7759999999999999,685.5222256152,32.1314312452,0.8728558653,0.135364012,0.8714183834,0.1196822226,2.0053348738,0.28049544,689.2718347377,32.6669729198
9,IRMOF-1_v2_EQeq,0.03,0.01,0.192,0.768,742.3082153794,9.3099647519,0.7296417892,0.1847030218,0.6444080504,0.06960569900000001,1.3463644163,0.12176113150000001,745.0286296353,9.6860346042
10,IRMOF-1_v2_EQeq,0.04,0.01,0.19,0.76,773.8795024441,9.3097171414,0.6303562202,0.11508631189999999,0.5244094534,0.0898465558,1.0575816417,0.1313224335,776.0918497594,9.6459724426
11,IRMOF-1_v2_EQeq,0.05,0.01,0.188,0.752,786.4309991856,19.7325404777,0.6228562312,0.1264384747,0.45246224259999995,0.0555279063,0.8743069044,0.1218086825,788.3806245638001,20.0363155412
