MOF,argon_comp,CO2_comp,O2_comp,N2_comp,argon_mass,argon_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
IRMOF-1_v2_EQeq,0.0,0.05,0.19,0.76,0.0000000000,0.0000000000,3.7017802962,0.1829043020,1.8072515981,0.1272510948,5.6887932728,0.2137379575,11.1978251671,.5238933543
IRMOF-1_v2_EQeq,1e-05,0.05,0.189998,0.759992,0.0000000000,0.0000000000,3.8121372775,0.3053464618,1.7880310436,0.0464457800,5.6667366357,0.0612412949,11.2669049568,.4130335367
IRMOF-1_v2_EQeq,0.04,0.05,0.182,0.728,0.4273768094,0.0474619767,3.7710659091,0.1874014006,1.7064735556,0.1235541332,5.4541288449,0.1546867012,11.3590451190,.5131042117
IRMOF-1_v2_EQeq,0.05,0.05,0.18,0.72,0.5590270254,0.0556899855,3.8103515659,0.3084634848,1.7056943439,0.1152320319,5.3743156528,0.1287184867,11.4493885880,.6081039889
IRMOF-1_v2_EQeq,5e-05,0.05,0.18999000000000002,0.7599600000000001,0.0003242616,0.0012970465,3.7732087631,0.1079019141,1.8077710726,0.0600212204,5.7049378216,0.1898514241,11.2862419189,.3590716051
IRMOF-1_v2_EQeq,0.0001,0.05,0.18998,0.7599199999999999,0.0012970465,0.0024265517,3.8135658469,0.2967300488,1.8101087076,0.0789772019,5.7758828812,0.1266157214,11.4008544822,.5047495238
IRMOF-1_v2_EQeq,0.0005,0.05,0.1899,0.7596,0.0051881859,0.0069243333,3.8182086972,0.2933128044,1.8082905470,0.0532708317,5.6919767049,0.1288999241,11.3236641350,.4824078935
IRMOF-1_v2_EQeq,0.001,0.05,0.1898,0.7592,0.0152402959,0.0109675230,3.7632087777,0.2860761373,1.8127060798,0.0272612746,5.7049378216,0.1209516142,11.2960929750,.4452565491
IRMOF-1_v2_EQeq,0.005,0.05,0.18899999999999997,0.7559999999999999,0.0577185676,0.0093080594,3.7353516756,0.2367872531,1.7958231603,0.0951843902,5.6731035000,0.1192207293,11.2619969035,.4605004320
IRMOF-1_v2_EQeq,0.01,0.05,0.188,0.752,0.1040879786,0.0228736635,3.8321372483,0.3175314716,1.7898492042,0.1329631352,5.6273985097,0.1781050621,11.3534729408,.6514733324
IRMOF-1_v2_EQeq,0.02,0.05,0.18600000000000003,0.7440000000000001,0.2195251138,0.0301127152,3.8149944162,0.1609694028,1.7698494380,0.0993052547,5.5512235258,0.2189811484,11.3555924938,.5093685211
IRMOF-1_v2_EQeq,0.03,0.05,0.184,0.736,0.3365835571,0.0571510523,3.8710657627,0.2290326808,1.7353043873,0.0669779659,5.5384897971,0.1000569264,11.4814435042,.4532186254
