MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.1,0.0,0.0,0.0,0.0,0.9,1.3814216077,0.1554010449,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,14.2740476790,1.5389206657,15.6554692867,1.6943217106
MOF-801_EQeq,0.1,0.0,0.0,0.0,0.01,0.89,0.2475665964,0.0631173453,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,73.6385286132,2.5591302282,1.7189650874,0.2641123099,75.6050602970,2.8863598834
MOF-801_EQeq,0.1,0.0,0.0,0.02,0.02,0.86,0.1686547438,0.0515970007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0710566633,0.0115934325,84.7643003450,2.4990300808,1.0590125337,0.1956264647,86.0630242858,2.7578469787
MOF-801_EQeq,0.1,0.04,0.02,0.01,0.0,0.83,0.2169302301,0.0347586499,69.7384440652,2.8778577154,0.0003509179,0.0004376715,0.0470091026,0.0062521925,0.0000000000,0.0000000000,1.4475067710,0.1608030259,71.4502410868,3.0801092552
MOF-801_EQeq,0.1,0.04,0.02,0.01,0.01,0.82,0.1460642919,0.0286712689,35.6249267970,1.7888380396,0.0001754590,0.0002586362,0.0246681429,0.0046440120,55.8856123082,6.1532031523,0.7493549932,0.0964005972,92.4308019922,8.0720157062
MOF-801_EQeq,0.1,0.04,0.02,0.01,0.02,0.81,0.1203792575,0.0277064519,24.4889192578,4.4167876533,0.0001949544,0.0003262211,0.0242027063,0.0085766168,70.2081152886,5.3372553703,0.6239206613,0.0971922088,95.4657321259,9.8878445222
MOF-801_EQeq,0.1,0.04,0.02,0.01,0.03,0.8,0.0900523494,0.0195130540,22.8404956895,3.5403670048,0.0001949544,0.0002466000,0.0184623208,0.0051362317,78.5639798740,5.6778028528,0.4592034394,0.0845849681,101.9723886275,9.3276507114
MOF-801_EQeq,0.1,0.04,0.02,0.02,0.0,0.8200000000000001,0.2348788083,0.0326562769,71.5549438621,2.3358904095,0.0003899088,0.0004445644,0.0961902429,0.0197468051,0.0000000000,0.0000000000,1.4385665270,0.0836074780,73.3249693491,2.4723455339
MOF-801_EQeq,0.1,0.04,0.02,0.02,0.01,0.81,0.1451359171,0.0345929475,36.1197942751,3.8053377445,0.0001559635,0.0003167634,0.0521289058,0.0118318194,55.9096726630,4.9914959224,0.7282235075,0.0530498472,92.9551112320,8.8966250444
MOF-801_EQeq,0.1,0.04,0.02,0.02,0.02,0.8,0.1175941333,0.0268355796,22.5668931199,3.8683952200,0.0001364681,0.0001559635,0.0434407549,0.0106135888,75.0603967034,3.4299913627,0.5751556943,0.0836004548,98.3636168739,7.4195921694
MOF-801_EQeq,0.1,0.04,0.02,0.02,0.03,0.79,0.0931469319,0.0236001225,25.5680111962,3.9323938699,0.0001169726,0.0001458905,0.0269953262,0.0057550427,75.2940787794,4.1404886708,0.4245261295,0.0821301539,101.4068753358,8.1845137503
MOF-801_EQeq,0.1,0.04,0.02,0.03,0.0,0.81,0.2274518104,0.0371349895,71.8221637900,2.2753074761,0.0003899088,0.0004089398,0.1596447741,0.0250626104,0.0000000000,0.0000000000,1.4653872589,0.1846720646,73.6750375422,2.5225860804
MOF-801_EQeq,0.1,0.04,0.02,0.03,0.01,0.8,0.1370900027,0.0301686080,40.5221149354,3.2928345374,0.0001364681,0.0002339453,0.0817617065,0.0197370512,52.1239571128,5.7084123801,0.7669645646,0.1046369106,93.6320247901,9.1560234326
