MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
NU-100_EQeq,0.1,0.0,0.0,0.0,0.0,0.9,1.6141957260,0.1239508204,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,11.3484290957,0.6909791814,12.9626248217,.8149300018
NU-100_EQeq,0.1,0.0,0.0,0.0,0.01,0.89,1.5716609242,0.0538027413,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,3.5444623109,1.3465919230,10.4029749195,0.8648016451,15.5190981546,2.2651963094
NU-100_EQeq,0.1,0.0,0.0,0.02,0.02,0.86,1.5682581401,0.0420729181,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3429001936,0.0625448424,7.6280235674,0.8534122188,9.6947221259,0.6080151099,19.2339040270,1.5660450892
NU-100_EQeq,0.1,0.04,0.02,0.01,0.0,0.83,1.6367391709,0.1247249203,5.0800896654,0.5025900247,0.0062971387,0.0011368722,0.1818991699,0.0252172308,0.0000000000,0.0000000000,10.1408245690,0.5470487657,17.0458497139,1.2007178137
NU-100_EQeq,0.1,0.04,0.02,0.01,0.01,0.82,1.5384837789,0.0737019008,4.6683485735,0.5669530429,0.0062703424,0.0012384430,0.1742222999,0.0132556261,3.7827531053,0.9499002963,9.6202475945,0.8943488925,19.7903256945,2.4993982016
NU-100_EQeq,0.1,0.04,0.02,0.01,0.02,0.81,1.5835706687,0.0977227235,4.5776953501,0.3221423996,0.0075029738,0.0008473745,0.1635599804,0.0224709489,7.1858718271,0.7589400099,9.2545776453,0.3102076563,22.7727784454,1.5123311127
NU-100_EQeq,0.1,0.04,0.02,0.01,0.03,0.8,1.5257233383,0.0617912245,4.5771104906,0.3334704578,0.0067526764,0.0013408882,0.1676116618,0.0314681158,9.7595030117,1.4827081262,9.0296645604,0.4898499675,25.0663657392,2.4006287800
NU-100_EQeq,0.1,0.04,0.02,0.02,0.0,0.8200000000000001,1.5410358670,0.0811333922,4.7759627225,0.3791477771,0.0063507314,0.0016396204,0.3465253823,0.0163519801,0.0000000000,0.0000000000,9.5837550741,0.3775983599,16.2536297773,.8558711297
NU-100_EQeq,0.1,0.04,0.02,0.02,0.01,0.81,1.5869734528,0.1741622245,4.8233363425,0.5703456819,0.0063507314,0.0010392004,0.3397014978,0.0263460714,3.3618935083,0.3053316729,9.2050520819,0.7619803731,19.3233076147,1.8392052242
NU-100_EQeq,0.1,0.04,0.02,0.02,0.02,0.8,1.5197684661,0.0798295625,4.6753668876,0.3911026839,0.0065651021,0.0017612349,0.3243477578,0.0281097245,6.7147265302,0.5075053390,9.1220129793,0.4430740180,22.3627877231,1.4513825628
