MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
ZIF-8_v2_EQeq,0.1,0.0,0.0,0.0,0.0,0.9,1.4103110017,0.0758717083,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,9.6625483702,0.5775231828,11.0728593719,.6533948911
ZIF-8_v2_EQeq,0.1,0.0,0.0,0.0,0.01,0.89,1.3297636443,0.1163699628,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.7495356520,3.4889543645,8.7202047024,0.5492209713,23.7995039987,4.1545452986
ZIF-8_v2_EQeq,0.1,0.0,0.0,0.02,0.02,0.86,1.2623967637,0.1330518259,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5403855086,0.0442119611,29.5439540311,1.8575411194,8.0874882398,0.6243367381,39.4342245432,2.6591416445
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.01,0.0,0.83,1.3085284320,0.1763245146,7.7124883424,0.7204729756,0.0023065326,0.0005835117,0.2775349487,0.0546192154,0.0000000000,0.0000000000,8.4958371625,0.5272004869,17.7966954182,1.4792007042
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.01,0.01,0.82,1.3282991469,0.1398115720,7.9702425220,0.9343979591,0.0017529648,0.0006257466,0.2602807919,0.0507302599,15.7686818688,1.3595809494,7.9150457591,0.3383530275,33.2443030535,2.8234995145
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.01,0.02,0.81,1.2572710228,0.1034105252,8.6619500274,0.8783445836,0.0025371859,0.0008752676,0.2665216571,0.0242848005,29.5189974151,3.5076761619,7.6208037567,0.2964009431,47.3280810650,4.8109922819
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.01,0.03,0.8,1.2609322663,0.0804274455,8.6136211187,0.5958319972,0.0022142713,0.0014470620,0.2599136821,0.0317162403,46.3218190612,2.6126806626,7.3765636632,0.1523273204,63.8350640628,3.4744307280
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.02,0.0,0.8200000000000001,1.3378183801,0.0644378858,7.8494202503,0.6268542847,0.0018452261,0.0014587793,0.5543356780,0.0298241347,0.0000000000,0.0000000000,8.6714848937,0.5562542219,18.4149044282,1.2788293064
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.02,0.01,0.81,1.2396970539,0.1139676360,8.1847020543,0.6779757678,0.0018913567,0.0004519862,0.5447908253,0.0529656765,14.5824627125,2.8995188692,8.0644104357,0.5371831659,32.6179544384,4.2820631016
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.02,0.02,0.8,1.2594677689,0.1053013353,8.1071744299,0.8330654502,0.0019374874,0.0014470620,0.5458921544,0.0318857564,28.6447359592,2.7202523669,7.6547794127,0.4650932340,46.2139872125,4.1570452048
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.02,0.03,0.79,1.2587355202,0.1053420629,8.7284022768,0.5023133372,0.0013839196,0.0010519407,0.5268024490,0.0754140231,44.9936591511,8.4336130114,7.3541269092,0.2700518240,62.8631102259,9.3877861993
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.03,0.0,0.81,1.3817533022,0.1445778660,7.7145020470,0.4295661761,0.0023987939,0.0014173451,0.7925898866,0.1028274262,0.0000000000,0.0000000000,8.5509674723,0.5819012136,18.4422115020,1.2602900270
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.03,0.01,0.8,1.2309100695,0.1577583905,7.8907011932,0.8726011648,0.0021681407,0.0013869915,0.8138822504,0.0429753635,14.5528267309,2.4742838048,7.8535049481,0.6775435733,32.3439933328,4.2265492884
ZIF-8_v2_EQeq,0.1,0.0,0.0,0.02,0.03,0.85,1.2184618415,0.0801335725,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5367144114,0.0530267086,45.6128951867,4.3643802116,8.0329989801,0.4862761266,55.4010704197,4.9838166193
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.03,0.02,0.79,1.2148005980,0.0975183739,8.3377435984,0.4292262099,0.0023987939,0.0011147976,0.7716646325,0.0511113774,28.9488947173,2.6281367078,7.5227230892,0.3386541009,46.7982254293,3.5457615675
ZIF-8_v2_EQeq,0.1,0.04,0.02,0.03,0.03,0.78,1.1459692199,0.0605601109,8.7364570950,0.4128143397,0.0023065326,0.0016760098,0.7474353910,0.0628776544,47.2475535376,3.3136736678,7.2214295356,0.4703752991,65.1011513117,4.3219770817
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.0,0.0,0.83,1.3048671884,0.1934356605,7.8252557960,0.2235665517,0.0034136683,0.0019658371,0.0000000000,0.0000000000,0.0000000000,0.0000000000,8.5907125794,0.2683053203,17.7242492321,.6872733696
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.0,0.01,0.82,1.2763094890,0.0860945130,8.0155508739,0.7614466280,0.0032752763,0.0006779794,0.0000000000,0.0000000000,14.0856700743,1.9549719819,8.0522304835,0.3980792171,31.4330361970,3.2012703194
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.0,0.02,0.81,1.3261024008,0.1107028304,8.5934840735,0.7598900209,0.0025833165,0.0015271963,0.0000000000,0.0000000000,29.5462937139,4.7808777129,7.6720877658,0.2356275597,47.1405512705,5.8886253202
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.0,0.03,0.8,1.2631290124,0.1077177415,8.8079436057,0.3008854638,0.0027678391,0.0015160079,0.0000000000,0.0000000000,48.8237198197,4.6561962424,7.3675889616,0.3860931537,66.2651492385,5.4524086093
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.01,0.0,0.82,1.3671083282,0.0529249182,7.5735427300,0.6426399720,0.0029062311,0.0014470620,0.2720283029,0.0121534943,0.0000000000,0.0000000000,8.5048118641,0.8757748782,17.7203974563,1.5849403247
ZIF-8_v2_EQeq,0.1,0.04,0.03,0.01,0.01,0.8099999999999999,1.3136541729,0.0542852664,7.7437007626,0.8902851669,0.0028139698,0.0016348745,0.2756994001,0.0733264335,15.1252691114,2.1526008149,7.8842753536,0.7400884005,32.3454127704,3.9122209567
