MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
HKUST-1_v2_EQeq,0.1,0.0,0.0,0.0,0.0,0.9,2.3078402577,0.3290452593,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,13.8924770842,0.6475944047,16.2003173419,.9766396640
HKUST-1_v2_EQeq,0.1,0.0,0.0,0.0,0.01,0.89,1.2812150428,0.2297861706,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,32.9242443625,3.7135760425,8.0845272416,0.8672309957,42.2899866469,4.8105932088
HKUST-1_v2_EQeq,0.1,0.0,0.0,0.02,0.02,0.86,1.1737582973,0.2273949903,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3273819230,0.1403612325,46.8482469518,5.3363719564,7.6981024701,0.8754523811,56.0474896422,6.5795805603
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.01,0.0,0.83,1.5721748460,0.1193958187,27.8460472186,4.5790677212,0.0022912580,0.0005102194,0.3174361430,0.1336012752,0.0000000000,0.0000000000,9.4565522729,0.5100849001,39.1945017385,5.3426599346
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.01,0.01,0.82,1.1902901043,0.0522781640,14.1230605199,7.7839739604,0.0019788137,0.0013816806,0.1831681139,0.0919050820,32.2129017921,5.0464796977,7.1944477118,0.7650315273,54.9058470557,13.7410501120
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.01,0.02,0.81,1.1192033341,0.1357622751,11.5612241758,2.2723464232,0.0022912580,0.0023381188,0.1823392989,0.0138687275,42.0167518702,2.7276405041,7.1322145089,0.4865629479,62.0140244459,5.6385189966
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.01,0.03,0.8,1.0464633833,0.1397304474,9.7381605130,2.5269949463,0.0035410351,0.0021242126,0.1657629990,0.0505509207,54.0849250806,4.3001021917,6.5619846963,0.5664336683,71.6008377073,7.5859363870
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.02,0.0,0.8200000000000001,1.5539898583,0.2962839288,29.1872037785,1.2383956415,0.0019788137,0.0013816806,0.6846011858,0.1311938479,0.0000000000,0.0000000000,9.0353926905,0.8537060778,40.4631663268,2.5209611766
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.02,0.01,0.81,1.2779086814,0.1129014702,15.4005689719,3.1442146910,0.0030202946,0.0010204387,0.4160651274,0.0401269733,28.7195759023,2.3606751762,7.2552336309,0.2088506229,53.0723726085,5.8677893723
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.02,0.02,0.8,1.1555733096,0.0749603977,13.0546815654,1.9672689467,0.0027078503,0.0016663694,0.3530751878,0.0191884544,44.6860472579,7.6937951154,6.7211859130,0.2626570876,65.9732710840,10.0195363712
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.02,0.03,0.79,1.0795269973,0.0779628520,10.8542755485,4.2585448645,0.0023954061,0.0023381188,0.3190937730,0.0658894889,56.7383737278,7.2005840134,6.3738378038,0.5756042499,75.3675032565,12.1809235875
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.03,0.0,0.81,1.5391112320,0.1670939666,28.5370838190,3.3700701381,0.0030202946,0.0033196949,1.0426492636,0.2225549605,0.0000000000,0.0000000000,8.8240892574,0.5319708081,39.9459538666,4.2950095682
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.03,0.01,0.8,1.1721051166,0.1234473323,13.9548476633,2.4191407868,0.0030202946,0.0016663694,0.5627653815,0.0711816505,31.1899066601,2.5060449575,6.7776299807,0.6240864911,53.6602750968,5.7455675876
HKUST-1_v2_EQeq,0.1,0.0,0.0,0.02,0.03,0.85,1.0348911184,0.1842091415,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3431294079,0.0663880294,53.6324126039,7.8616680895,6.7978919538,0.1684329945,61.8083250840,8.2806982549
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.03,0.02,0.79,1.0663015517,0.1182919816,10.6951552786,1.9759385813,0.0015622214,0.0014728764,0.5130364818,0.0958563151,46.2812857943,4.7832131108,6.5214607502,0.9632171068,65.0788020780,7.9379899720
HKUST-1_v2_EQeq,0.1,0.04,0.02,0.03,0.03,0.78,1.0249720342,0.1547292355,10.7156135991,3.7982206961,0.0020829618,0.0019760711,0.4633075821,0.0591660136,56.9813570810,3.3584567861,5.9888603161,0.2861964810,75.1761935743,7.6587452834
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.0,0.0,0.83,1.6912038565,0.2037105044,29.7077543755,4.0599545738,0.0026037023,0.0034226555,0.0000000000,0.0000000000,0.0000000000,0.0000000000,9.5708876922,0.7670658692,40.9724496265,5.0341536029
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.0,0.01,0.82,1.1754114780,0.1839121735,13.5797784558,3.0329740576,0.0026037023,0.0018630577,0.0000000000,0.0000000000,31.6142471538,2.9458755742,7.2451026444,0.4896355920,53.6171434343,6.6542604550
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.0,0.02,0.81,1.0877929008,0.2984162889,12.2954505637,2.2830542256,0.0031244427,0.0032934518,0.0000000000,0.0000000000,45.3075916324,2.0862192740,6.5996140748,0.4531639448,65.2935736144,5.1241471851
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.0,0.03,0.8,1.0762206359,0.2169134359,9.2721654371,3.7663619629,0.0026037023,0.0014728764,0.0000000000,0.0000000000,58.6945657962,5.0302843730,6.2855534927,0.5535061116,75.3311090642,9.5685387598
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.01,0.0,0.82,1.5854002916,0.1392602370,26.7003812759,2.5241306048,0.0032285908,0.0031174918,0.3679938577,0.1173761229,0.0000000000,0.0000000000,9.6200953410,0.5691046700,38.2770993570,3.3529891265
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.01,0.01,0.8099999999999999,1.2200473569,0.1707184247,17.5032296803,4.6867853342,0.0029161465,0.0020408774,0.2130054537,0.0664294055,29.2143463534,3.9063015758,7.3160195500,0.6748130416,55.4695645408,9.5070886592
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.01,0.02,0.8,1.1175501534,0.1450283333,10.2814425771,3.1670930122,0.0038534793,0.0010621063,0.1624477390,0.0649232535,46.2284633262,6.7864389817,6.8239430620,0.7955586155,64.6177003370,10.9601043025
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.01,0.03,0.79,1.2101282727,0.1477170380,10.3155397778,1.2066619867,0.0026037023,0.0028711647,0.1624477390,0.0333179504,58.2878327919,4.2342903957,6.2927899116,0.3211013626,76.2713421953,5.9459598981
HKUST-1_v2_EQeq,0.1,0.0,0.0,0.03,0.0,0.87,2.3012275349,0.5636934090,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.7081877045,0.2694553902,0.0000000000,0.0000000000,12.5942635260,1.1106090287,16.6036787654,1.9437578279
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.02,0.0,0.81,1.6118511829,0.1758909684,28.8689632389,2.3953832880,0.0051032564,0.0045825160,0.6290705811,0.2032473390,0.0000000000,0.0000000000,8.8486930818,0.3972418320,39.9636813411,3.1763459434
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.02,0.01,0.8,1.1737582973,0.1228258746,16.7894616128,3.3314560723,0.0041659236,0.0024645936,0.3920294926,0.1483185217,27.9237173830,3.0910528054,7.1090579683,0.3264066158,53.3921906776,7.0225244834
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.02,0.02,0.79,1.1059778885,0.1073422335,14.2526298825,2.8561073052,0.0031244427,0.0022817703,0.3829125276,0.0994025297,44.5715985770,4.7734601856,6.5084351961,0.3486241992,66.8246785144,8.1872182235
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.02,0.03,0.78,1.1142437920,0.0832520528,10.2837157238,0.9639214237,0.0028119984,0.0025168523,0.3074903631,0.0954253689,54.8860658467,7.0786890013,6.0843810461,0.4515339867,72.6787087701,8.6753386857
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.03,0.0,0.8,1.7176547477,0.4317809242,28.5893661933,5.4186897318,0.0034368870,0.0024291300,1.0070102188,0.1688017612,0.0000000000,0.0000000000,8.9022425820,0.6109800692,40.2197106288,6.6326816164
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.03,0.01,0.79,1.1803710201,0.1340606216,14.2344447088,4.2206795038,0.0040617755,0.0033844123,0.6224400612,0.2175477539,29.4256362258,3.7613751629,7.1423454954,0.4802714812,52.6092992868,8.8173189357
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.03,0.02,0.78,1.1406946832,0.1334885834,12.3818301387,3.1584995245,0.0036451832,0.0027945865,0.5354144867,0.0728980364,42.9728385427,1.9088792366,6.6821092507,0.2254420350,63.7165322852,5.5020020024
HKUST-1_v2_EQeq,0.1,0.04,0.03,0.03,0.03,0.77,1.0944056236,0.2515008962,10.6110488503,1.5691365619,0.0036451832,0.0022817703,0.4972889969,0.0786282943,57.3757648428,6.6570226643,6.3796269389,0.5715286847,75.9617804357,9.1300988717
