,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,2.5075266442,0.0960797256,3.1493617902999995,0.0964693054,9.3713909478,0.1416938585,15.028279382300001,0.3342428895
1,NU-100_EQeq,1e-05,0.02,0.195998,0.783992,0.0,0.0,2.5211538707,0.04347611269999999,3.1606760475,0.048354119400000006,9.4110486357,0.0837514369,15.0928785539,0.175581669
2,NU-100_EQeq,5e-05,0.02,0.19599,0.78396,1.33982e-05,1.69475e-05,2.4743066243,0.13249328289999998,3.1549763841000003,0.0997904523,9.3238389595,0.3141631995,14.9531353661,0.5464638822
3,NU-100_EQeq,0.0001,0.02,0.19598,0.78392,2.67963e-05,4.48388e-05,2.5278212691,0.0398089597,3.1600805602999995,0.0976139505,9.2602377096,0.2468221927,14.9481663353,0.3842899417
4,NU-100_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.00016077799999999998,4.48388e-05,2.5343132096,0.0912752664,3.1515310652,0.09471597849999999,9.361374123300001,0.099120985,15.0473791761,0.2851570687
5,NU-100_EQeq,0.001,0.02,0.1958,0.7832,0.00035371160000000003,0.0001951539,2.5298682773,0.0858428722,3.1353678405000003,0.0606096896,9.3480804194,0.0980050312,15.0136702488,0.24465274690000002
6,NU-100_EQeq,0.005,0.02,0.195,0.78,0.0015836634,0.0001451956,2.4898054012,0.1103649568,3.1001915595,0.0976387833,9.2408370942,0.19199144199999998,14.832417718299999,0.40014037770000005
7,NU-100_EQeq,0.01,0.02,0.194,0.7759999999999999,0.0032879103000000003,0.0002127568,2.5219141880000002,0.10303624460000001,3.0922375515,0.0950038959,9.3092791886,0.34492944950000004,14.9267188384,0.5431823468
8,NU-100_EQeq,0.02,0.02,0.192,0.768,0.0069054155,0.0003209302,2.4949521648,0.07127362,3.0506385154,0.0501661157,9.19064126,0.3090874838,14.7431373557,0.43084814969999996
9,NU-100_EQeq,0.03,0.02,0.19,0.76,0.0101584906,0.000555764,2.5074096723,0.026396802999999996,3.0232886379000004,0.0626788082,9.0528261397,0.2574941818,14.593682940499999,0.34712555700000003
10,NU-100_EQeq,0.04,0.02,0.188,0.752,0.01337941,0.0007528958999999999,2.5013856194,0.1240318105,3.0127400070999997,0.072191471,8.9248044202,0.1766714841,14.4523094567,0.3736476615
11,NU-100_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.0168629336,0.0005540041,2.5589942807,0.1866698568,3.0191202274,0.06282089269999999,8.9693774272,0.23003040510000003,14.5643548689,0.48007515869999995
