,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,17.7400915676,1.2631732083,3.7211444383999996,0.1354171969,9.8328460579,0.29906780899999996,31.2940820639,1.6976582141999998
1,HKUST-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,1.04148e-05,4.16592e-05,17.1954456155,0.6104834178999999,3.7102334457999997,0.1324056357,9.8897243108,0.1452155829,30.7954137869,0.8881462956999999
2,HKUST-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,1.04148e-05,4.16592e-05,17.6548485659,0.6075923436999999,3.635013724,0.08405964630000001,9.8037556538,0.2767082461,31.0936283585,0.9684018953
3,HKUST-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0,0.0,17.575061116300002,0.8959813579000001,3.6887420967,0.0935390619,9.8887112121,0.2539880376,31.1525144251,1.2435084574
4,HKUST-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,9.37333e-05,0.0001530658,17.447310271099997,0.633646975,3.6842785088,0.15854132210000002,9.8166364795,0.2987785496,30.9483189927,1.0911199125
5,HKUST-1_v2_EQeq,0.001,0.02,0.1958,0.7832,8.33185e-05,8.33185e-05,17.4145769585,0.8849007170000001,3.6920484581,0.1083387222,9.7577320293,0.4072003347,30.8644407644,1.4005230924
6,HKUST-1_v2_EQeq,0.005,0.02,0.195,0.78,0.0006457182,0.0003522608,17.492091261400002,1.108687455,3.6923790943,0.1089946436,9.7942035808,0.4217411779,30.9793196547,1.6397755372999998
7,HKUST-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.0013955844,0.0002584888,17.8762530556,0.628771282,3.6510495767,0.0612435958,9.6985381223,0.2598551189,31.227236339,0.9501284855
8,HKUST-1_v2_EQeq,0.02,0.02,0.192,0.768,0.0025412133999999998,0.0011753517,17.7248614846,0.5918481351,3.6267478205000003,0.1292047181,9.5969388004,0.31193313899999997,30.9510893189,1.0341613439
9,HKUST-1_v2_EQeq,0.03,0.02,0.19,0.76,0.0040097015,0.0006487348,17.676216145,0.7466854795000001,3.5811200331,0.0737444609,9.6394889438,0.309812587,30.9008348234,1.1308912622
10,HKUST-1_v2_EQeq,0.04,0.02,0.188,0.752,0.0053115526,0.0006749567999999999,17.6816716971,0.4159249781,3.5378066988,0.1332713854,9.335848805,0.2306979438,30.560638753499997,0.7805692640999999
11,HKUST-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.006780040699999999,0.0007832601,17.7294077781,1.0280776895000001,3.4946586825,0.1401421474,9.1244006435,0.2756108692,30.3552471448,1.4446139662000002
