,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,16.4017061956,0.3250500233,2.2023968906999998,0.0590649507,6.5409694927999995,0.2149863906,25.1450725791,0.5991013646
1,UIO-66_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0,0.0,16.411456283,0.5736760439999999,2.1994932894,0.0443413483,6.572757492,0.1672006679,25.1837070644,0.7852180602
2,UIO-66_v2_EQeq,5e-05,0.02,0.19599,0.78396,1.9255e-06,7.702e-06,16.3020199578,0.5992772684000001,2.1883373474,0.031034113500000002,6.5994615519,0.1868654023,25.089820782600004,0.8171844862000001
3,UIO-66_v2_EQeq,0.0001,0.02,0.19598,0.78392,1.9255e-06,7.702e-06,16.3659418666,0.5634523237,2.1955810686,0.045193317000000004,6.6273697026,0.0952543515,25.1888945633,0.7039076942
4,UIO-66_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,4.0435599999999996e-05,2.8299e-05,16.2976072028,0.3980923018,2.1873898565,0.014658851899999999,6.5652118558,0.1514300416,25.050249350700003,0.5642094943
5,UIO-66_v2_EQeq,0.001,0.02,0.1958,0.7832,8.664770000000001e-05,0.0001075528,16.4138938048,0.8019653202,2.2131249335,0.043932349100000004,6.5778414312,0.043904411,25.204946817199996,0.8899096331
6,UIO-66_v2_EQeq,0.005,0.02,0.195,0.78,0.00035044169999999997,7.85454e-05,16.3942255252,0.5080431675,2.1860755947999997,0.0383609146,6.5241924933,0.11994420199999999,25.104844055,0.6664268295
7,UIO-66_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.0006854792999999999,0.0001812021,16.459029985,0.19186818579999998,2.1684706015,0.0489980268,6.528580735599999,0.1636516565,25.1567668014,0.4046990712
8,UIO-66_v2_EQeq,0.02,0.02,0.192,0.768,0.0013748097,0.0001138492,16.1959037055,0.2207156913,2.1755003731,0.0123027743,6.4433311015,0.12688626039999998,24.8161099898,0.3600185752
9,UIO-66_v2_EQeq,0.03,0.02,0.19,0.76,0.0020429595,0.0002794038,16.4368821573,0.33184626899999997,2.1404432075999997,0.0214223601,6.3769723154,0.1194933985,24.9563406398,0.4730414314
10,UIO-66_v2_EQeq,0.04,0.02,0.188,0.752,0.00280931,0.000244592,16.498660728,0.20262086989999997,2.1024213122999997,0.051465144500000004,6.3941506785,0.1471051951,24.9980420288,0.40143580149999997
11,UIO-66_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.0034582046999999997,0.0001157867,16.581662549100002,0.3304465172,2.0827073875,0.0440801819,6.2599614397000005,0.0940586273,24.927789581,0.4687011131
