MOF	gas_kh	gas_r2	gas_rmse	air_kh	air_r2	air_rmse	kh	pure_air_mass	max_comp
OFEREX	8194.325418815291	0.9920516340019699	0.803433686476319	-255.36699684295394	0.5267782118528672	0.2746431139755067	7938.958421972337	18.510037931400152	0.003
SICZOV	277.1881408704848	0.9983049589817683	0.1469624666711603	-22.955590871150402	0.6721778810254332	0.18969363564471464	254.2325499993344	13.58609761119119	0.05
BIWSEG	1199.307331604171	0.9905012198424971	0.47007669104047806	-39.37555884350633	0.26780700308154626	0.2514980322644555	1159.9317727606647	12.757747366942041	0.014
AMIMAL	11956.184052091614	0.9946110102202487	0.35765833129222757	-4170.960112828184	0.9584541554269889	0.37321405013078024	7785.22393926343	20.345962163746034	0.001
ALUKIC									
NU-125	257.2256953698964	0.9978634271468323	0.1517688688444294	-21.61045540385603	0.6923689986420154	0.20673280956845674	235.61523996604038	14.587520959392076	0.05
WUNSEE01	3112.76110358913	0.990895802867395	1.083513734119961	-795.7898670442875	0.940585977145481	0.7880898083469511	2316.9712365448427	37.51806440417314	0.012
RAVXIX	220.79021684040498	0.9989900940522982	0.09132705805917107	-21.063561051610623	0.49552697076366947	0.26630435582446843	199.72665578879435	15.370572960493934	0.05
NU-100	123.73776759813785	0.998838641545619	0.05423768292013952	-19.30384122431543	0.653677115692187	0.1932917672761388	104.43392637382242	12.925672147343892	0.05
KIFJUF	15158.66734450611	0.9933469965671164	0.533626582688651	-669.8322105153937	0.38173115686601466	0.3541225257753459	14488.835133990717	19.820802183396314	0.001
SAPBIW	72.82497139413732	0.9993688628999987	0.02411613416614388	-7.119517671865586	0.3890795681974656	0.13807709653401232	65.70545372227174	9.349685878319516	0.05
UKUPUL									
RAVXET	633.6174803123123	0.9918699874518595	0.3017662458444069	-32.711468574755855	0.5536098170550352	0.1655493752799259	600.9060117375565	10.980691226145385	0.018000000000000002
KINKAV	1613.950111965234	0.990182259008186	0.7003326478893671	-175.86166470039805	0.8168874549575622	0.38710607401834013	1438.088447264836	10.152431512822641	0.016
XAFXOT	168812.40021979078	0.9953584838061412	0.5157772900168531	-24759.523865387833	0.9653358876689758	0.22596993529017353	144052.87635440295	13.066371962243506	0.0001
VETTIZ	915.6350857954237	0.9931185931190771	0.44918860810013417	-144.606938124532	0.7812269115710431	0.46524043984172003	771.0281476708917	25.670150809572363	0.02
HIFTOG	1208.6650341712839	0.9911302994820403	0.5159026862114741	-91.61885681118878	0.7320271630767309	0.27804477465734573	1117.046177360095	13.363562763877868	0.016
RUTNOK	82.27529559507559	0.995844274495824	0.07102938049351745	-11.005185260210816	0.3182396284333193	0.23442177654434804	71.27011033486477	11.67748348291153	0.05
HABQUY	148.1822526277747	0.998964007575734	0.06267405232880525	-15.324707918504993	0.4689822205267965	0.20508778017138501	132.8575447092697	13.633239969167214	0.05
NAYZOE	119.77588338022683	0.9995316712808133	0.034100177157139644	-16.88995948398955	0.6484931448218935	0.1605340006085564	102.88592389623727	12.949495757260024	0.05
XUKYEI	67.0417887566943	0.9988574814732115	0.029645566423723336	-11.872938947909978	0.43472458650256174	0.18118821650102185	55.16884980878432	11.790936884829685	0.05
AXUHEH	3224.931714713802	0.9914406290366544	0.4219928698805654	-1050.0197923278417	0.9198004895594671	0.4542311345546607	2174.9119223859607	20.851129394357987	0.004
MOF-177	86.77744791443027	0.9966042559766677	0.06773115562704496	-9.512928254851884	0.4081770334174154	0.15945776948167184	77.26451965957838	10.77846992549501	0.05
XAHQAA	78.14898055967075	0.9976975951610251	0.04936306189040649	-13.90391172481143	0.3615398667454246	0.2524172665460432	64.24506883485932	15.320570351394997	0.05
TOHSAL	434.4720088540137	0.9996830063024872	0.10032588378466588	-33.42270806547789	0.7413761859314191	0.26903541500019323	401.04930078853585	21.23282798959018	0.05
HKUST-1	1040.6492859623575	0.991772293874483	0.36422354658251604	-189.25204163498643	0.8756519057271208	0.2925560130192098	851.397244327371	16.697634773817704	0.014
ZIF-8	192.9032715553307	0.999560731846737	0.05337872057430844	-13.83231425137576	0.6144326102110274	0.1436928582918971	179.07095730395494	11.02170934194247	0.05
MUDTEL	233.44258263825594	0.9985033716535008	0.11697392296829537	-21.677877739742993	0.5646350945926628	0.24795407541597614	211.76470489851295	13.780287490285255	0.05
XAFFAN	128.68165947178227	0.9991277393161312	0.049669550731055306	-14.441734689359532	0.47146082247859444	0.17022471411465492	114.23992478242273	13.057934206419944	0.05
NIBHOW	70.3981888036471	0.9975103461874427	0.04642845753387788	-11.329132255896187	0.20857901880175245	0.22611128988986665	59.06905654775092	11.652531951456204	0.05
IRMOF-1	74.54663157110978	0.9966740131504332	0.05716843888263604	-8.782452142971604	0.4517368786582414	0.13381746637769304	65.76417942813818	7.89389037341232	0.05
RAVXOD	574.2014365371441	0.9921207776023402	0.0956156207811962	1.4952128338854977	-0.005462632508230314	0.21236459381869385	575.6966493710296	14.783628722398964	0.005
NIBJAK	61.63797409245726	0.9976700686756756	0.039245448486208936	-14.904256541925633	0.4742844587382846	0.16043974095997482	46.73371755053163	12.315220230475369	0.05
LOFVUY	4526.155146611621	0.9947069050240087	0.14429532576124432	-104.27772867831227	-0.055311362151124976	0.2567253709398016	4421.877417933309	14.53993715262635	0.001
