MOF	gas_kh	gas_r2	gas_rmse	air_kh	air_r2	air_rmse	kh	pure_air_mass	max_comp
EDUVOO	111.51325001138812	0.9991229253974108	0.043163378950167	-12.69980583838929	0.46659035272774263	0.1681817959157259	98.81344417299883	11.964837977154824	0.05
UIO-66	883.8741983189941	0.9901060330052617	0.5124567723500486	-86.83505279397104	0.9383490044543575	0.14747940186257377	797.0391455250231	10.48157260068021	0.02
MOF-801	87688.75488190402	0.9920001580257739	0.33390473665638526	-29140.823790266004	0.9878364148286737	0.1411663401048338	58547.93109163802	15.729290457415741	0.0001
FIDRIV									
KICXAX	198.61908947938434	0.9913986026400919	0.10946601219775717	-13.137939866807326	0.927442015375866	0.021668394882762912	185.481149612577	1.211644792983543	0.02
MgMOF-74	814.0572035604695	0.9990324500978925	0.33089208953411164	-23.052875503840024	0.756936876511735	0.1805218811503489	791.0043280566294	13.092470562331556	0.05
LODPUQ	2642.664324999363	0.9908438462868797	1.249197829045679	-626.9604320957368	0.9758550200960587	0.5241952971833697	2015.7038929036262	39.0671624196792	0.018000000000000002
BAZGAM	74.79323520835418	0.9986222069412161	0.036302966047047656	-17.89278059123167	0.5437520606535137	0.2178295985652809	56.900454617122506	17.321962388449993	0.05
JEWCAP	1095.2404434308824	0.9913264893203613	0.6198669743108692	-64.7690583250063	0.8986417083860747	0.1369869740809456	1030.4713851058762	8.19433606964717	0.02
SADLEQ	36319.96021261368	0.9988543620610272	0.5056893042495295	-949.7029337472267	0.45047873697345364	0.36703495324339236	35370.257278866455	19.790828736812024	0.001
GAGZEV	178.33636440567574	0.9966678503024184	0.13357317790824882	-23.169183091054503	0.6286190157427158	0.23384842906141762	155.16718131462125	14.017187158443976	0.05
YEQRIV	18570.260615244097	0.9908070757485106	0.6297488389977918	-305.5867311203676	0.3268618876431396	0.15982251287526786	18264.673884123727	5.400575191927465	0.001
XUWVUG	29.613516640806008	0.9973908208188959	0.01988865596758868	-0.6468256059879798	0.11241198637882643	0.025924328424170986	28.966691034818027	0.3430844982587434	0.05
WIYMOG	71.09346134785494	0.9993642320116112	0.023537541726116162	-8.113414173144001	0.32873674380837614	0.15739097065880148	62.98004717471094	9.238280657211924	0.05
XALTIP	88.82729602730677	0.9992214981187888	0.032617317335109836	-10.97907165781384	0.4739012386818098	0.1494999564150994	77.84822436949293	9.098596961894238	0.05
GUPBEZ	482.63816588361436	0.9900108730813404	0.14037450605168986	-120.50984653773409	0.8579584542365795	0.14900333049760928	362.1283193458803	6.520855336114885	0.009000000000000001
