MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
UIO-66_v2_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,8.0925508555,0.1568296316,57.3370696666,1.4057914468,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27.5208081170,0.3684724793,92.9504286391,1.9310935577
UIO-66_v2_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,8.0661433655,0.1588955930,57.9039195721,1.2897142676,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.6993947431,0.2246347122,27.1569050964,0.4514575109,94.8263627771,2.1247020837
UIO-66_v2_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,7.9117329032,0.1520345023,56.1514254248,1.9884186761,0.0000000000,0.0000000000,0.0005516367,0.0011885147,6.4095476849,0.6959237132,26.6012037779,0.5639476792,97.0744614275,3.4015130855
UIO-66_v2_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,7.8636859422,0.1433055288,56.3694575504,1.4073847161,0.0000154040,0.0000616161,0.0034936991,0.0024700381,6.3789479021,0.7680942127,26.5472605066,0.2890396804,97.1628610044,2.6103557922
UIO-66_v2_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,7.8812909355,0.1268906460,54.8575215925,1.1054878318,0.0000154040,0.0000377320,0.0026968906,0.0009008190,7.9586779629,0.4140551474,26.5434074158,0.2456707027,97.2436102013,1.8930428789
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,8.1485445148,0.1323120161,57.2318359653,1.6563525729,0.0000154040,0.0000616161,0.0037388710,0.0020291583,0.0000000000,0.0000000000,27.6829590218,0.3355978712,93.0670937769,2.1263532346
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,8.0756794035,0.1529159645,56.9072252988,1.0308140961,0.0000077020,0.0000308081,0.0044743866,0.0009958928,1.6566852591,0.1892576148,27.3743906664,0.2792540113,94.0184627164,1.6532683876
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,7.9750619764,0.1692462961,57.0307824401,1.0752866475,0.0000077020,0.0000308081,0.0040453358,0.0017508774,3.2939689539,0.2589829402,26.9853355252,0.4081617583,95.2892019334,1.9134593276
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,3.0000000000000008e-05,0.8299000000000001,7.9836199592,0.1545176298,56.5367219798,0.9144944117,0.0000077020,0.0000308081,0.0042292147,0.0014190348,5.0224009376,0.5611936406,26.9158728604,0.5372061347,96.4628526537,2.1688616597
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,7.9173567205,0.1527614496,56.2005120714,1.9847802756,0.0000000000,0.0000000000,0.0034324062,0.0007147927,6.4375432308,0.6709589650,26.6457283827,0.6158166695,97.2045728116,3.4250321524
UIO-66_v2_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,7.8003568690,0.0843257150,55.7681461293,1.6192315273,0.0000000000,0.0000000000,0.0031259413,0.0019917857,7.8887542041,0.9166955811,26.3229249974,0.6317172404,97.7833081411,3.2539618495
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,0.0,0.8299700000000001,8.1072216832,0.1450723246,57.8597079692,1.8656692244,0.0000154040,0.0000377320,0.0000000000,0.0000000000,0.0000000000,0.0000000000,27.8026188974,0.3579445294,93.7695639538,2.3687238104
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,1e-05,0.82996,8.0183409183,0.1388666159,57.1144987073,0.6464565573,0.0000308081,0.0000576366,0.0000000000,0.0000000000,1.6940560576,0.2869864260,27.3149888498,0.5266554663,94.1419153411,1.5990227021
UIO-66_v2_EQeq,0.15,0.02,0.0,1e-05,5e-05,0.82994,7.8682094475,0.1193808405,55.5222085813,1.6405874330,0.0000000000,0.0000000000,0.0004903437,0.0004903437,7.8167470557,0.5507978749,26.3672355416,0.5696999183,97.5748909698,2.8809564104
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,2e-05,0.82995,8.0352123702,0.0837273222,56.0572866504,1.0652827791,0.0000000000,0.0000000000,0.0000000000,0.0000000000,3.3566008496,0.2362354316,27.2934757595,0.4008621823,94.7425756297,1.7861077152
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,3.0000000000000008e-05,0.82994,8.0242092494,0.0988223009,55.7002317278,1.5172574676,0.0000154040,0.0000377320,0.0000000000,0.0000000000,4.8925797317,0.5495522239,26.7909685001,0.5551246389,95.4080046130,2.7207943633
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,4e-05,0.8299300000000001,7.9111216187,0.1411744823,56.1435244919,0.8548142044,0.0000077020,0.0000308081,0.0000000000,0.0000000000,6.4312930624,0.6835897958,26.4241756613,0.4081883640,96.9101225363,2.0877976546
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,5e-05,0.8299200000000001,7.8789680545,0.1964884021,55.7278009403,1.0675066446,0.0000154040,0.0000377320,0.0000000000,0.0000000000,8.1568603857,0.9266812205,26.2599911809,0.5089060164,98.0236359654,2.6996200156
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,0.0,0.82996,8.0338675444,0.2704985743,57.7785132763,1.2570982439,0.0000154040,0.0000377320,0.0004903437,0.0004903437,0.0000000000,0.0000000000,27.5531312677,0.3691280010,93.3660178361,1.8972528949
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,1e-05,0.82995,8.0504944825,0.1425714636,57.1345031968,1.4870969016,0.0000077020,0.0000308081,0.0004903437,0.0009958928,1.6590290723,0.0923546246,27.3420675157,0.7409692763,94.1865923130,2.4640189670
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,2e-05,0.82994,7.9870431524,0.2026088588,56.6932276921,2.1576694631,0.0000154040,0.0000616161,0.0006742226,0.0002451719,3.4887658687,0.4638895127,27.2531253363,0.5288999507,95.4228516761,3.3533745733
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,3.0000000000000008e-05,0.8299300000000001,7.9432751829,0.1682009675,56.5431099680,1.0946296566,0.0000154040,0.0000377320,0.0007968086,0.0007355156,4.8393230885,0.3980199226,26.6714156548,0.3276546953,95.9979361068,1.9892784896
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,4e-05,0.8299200000000001,7.9289711258,0.1699344497,56.0843515481,1.0928702566,0.0000077020,0.0000308081,0.0006129297,0.0006714308,6.3266027419,0.7791794776,26.3911032986,0.2710732475,96.7316493461,2.3137596703
UIO-66_v2_EQeq,0.15,0.02,3.0000000000000008e-05,1e-05,5e-05,0.82991,7.7803067377,0.0926329795,55.5479286393,1.5070244520,0.0000231060,0.0000616161,0.0006129297,0.0013428616,7.8873218738,0.7696137156,26.6313863225,0.3134503632,97.8475796090,2.6841259880
