MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
MOF-801_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,1.8220901493,0.0427007527,86.1818308423,2.8493159296,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,6.9264675486,0.1925691134,94.9303885402,3.0845857957
MOF-801_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,1.7764141122,0.1167779796,85.3250250351,2.7277361573,0.0000000000,0.0000000000,0.0000000000,0.0000000000,2.2566635233,0.9476348123,6.7656515240,0.1355346836,96.1237541946,3.9276836328
MOF-801_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,1.7319759082,0.0207217826,88.2353393970,4.2124942800,0.0000000000,0.0000000000,0.0003102911,0.0006798138,6.7732865090,1.6736335433,6.2115731321,0.1651629182,102.9524852374,6.0726923379
MOF-801_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,1.6702080424,0.0747331347,85.3236634049,2.9514553015,0.0000000000,0.0000000000,0.0008067569,0.0013367750,6.3834428426,1.7388398467,6.1265053563,0.2665421704,99.5046264031,5.0329072283
MOF-801_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,1.6927366027,0.0453459295,85.7428753046,3.8397765698,0.0000000000,0.0000000000,0.0003723493,0.0009120659,6.9804033166,2.0320332552,6.2201340930,0.2451791720,100.6365216662,6.1632469924
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,1.8201096165,0.1076968759,85.9563108394,5.0476555297,0.0000077982,0.0000311927,0.0011170480,0.0012778570,0.0000000000,0.0000000000,6.9781584136,0.3626992160,94.7557037157,5.5193606713
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,1.7875546091,0.0875644136,85.6056910613,1.8495175888,0.0000077982,0.0000311927,0.0008688151,0.0010676900,2.2391291278,1.1252835557,6.6018012348,0.3049154803,96.2350526463,3.3683799211
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,1.7324710414,0.0598036046,87.1094414203,3.7086975471,0.0000000000,0.0000000000,0.0006826404,0.0004644012,3.8971182888,0.3681125671,6.4723031557,0.1233255636,99.2120165466,4.2604036836
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,3.0000000000000008e-05,0.8299000000000001,1.7067241154,0.0501992784,86.2325515675,4.0858342327,0.0000000000,0.0000000000,0.0010549898,0.0009288024,4.2305354794,0.6291950303,6.4212624903,0.2693549721,98.5921286424,5.0355123159
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,1.6968214515,0.0397388731,85.2016272977,3.0711029744,0.0000000000,0.0000000000,0.0006826404,0.0004644012,5.3233370185,0.7291189721,6.2529691708,0.1244520382,98.4754375789,3.9648772590
MOF-801_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,1.7069716819,0.0724867215,86.1857455292,2.4011079483,0.0000000000,0.0000000000,0.0007446987,0.0010083267,7.1925299514,0.9866014843,6.3162552613,0.2035843478,101.4022471225,3.6647888286
MOF-801_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,0.0,0.8299700000000001,1.8454851926,0.1193091213,86.1867667518,1.8792995468,0.0000077982,0.0000311927,0.0000000000,0.0000000000,0.0000000000,0.0000000000,6.9146555899,0.3185879060,94.9469153325,2.3172277668
