MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
HKUST-1_v2_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,14.6088272129,0.6418852544,56.9868788042,3.7348530696,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,56.0799311436,1.4224997119,127.6756371607,5.7992380359
HKUST-1_v2_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,14.6769382578,0.5645886808,55.4547779205,3.0163190161,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2119941719,0.0846801261,57.3367523854,1.5364089852,127.6804627356,5.2019968082
HKUST-1_v2_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,14.5572479751,0.2405213732,56.3431236554,2.6327798359,0.0000000000,0.0000000000,0.0016576300,0.0036316853,0.8662884767,0.2214235424,55.7644232778,2.6877662123,127.5327410150,5.7861226491
HKUST-1_v2_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,14.6775995301,0.3053159356,56.5122457708,3.5028468311,0.0000000000,0.0000000000,0.0082881499,0.0051359787,0.8951647593,0.2158146746,56.4081751068,3.0359951279,128.5014733169,7.0651085479
HKUST-1_v2_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,14.7873707286,0.4904233482,56.7141011988,1.9096631792,0.0000833185,0.0003332739,0.0043098380,0.0044970374,1.0529278640,0.2501205685,55.5664348555,1.4617922777,128.1252278034,4.1168296849
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,14.6511486389,0.4062257567,58.7372017722,5.4553775277,0.0000000000,0.0000000000,0.0029837340,0.0024809134,0.0000000000,0.0000000000,56.2970237119,0.4617596521,129.6883578570,6.3258438499
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,14.6610677231,0.3757842283,56.7713844959,3.2250860806,0.0000000000,0.0000000000,0.0076250980,0.0074427402,0.2134027711,0.0892656299,56.3387054850,2.5650340218,127.9921855731,6.2626127008
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,14.7629036542,0.6976594923,59.3736828515,3.7459445027,0.0001249777,0.0003332739,0.0053044160,0.0038662243,0.4366657362,0.0848673681,56.7086312213,1.0975235352,131.2873128569,5.6301943965
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,3.0000000000000008e-05,0.8299000000000001,14.5645219702,0.3308741125,56.9868788042,2.9907529278,0.0000000000,0.0000000000,0.0086196759,0.0070794580,0.7148640682,0.1344456051,56.4446466583,1.4634054279,128.7195311768,4.9265575313
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,14.5446838018,0.5553269960,58.1943743374,2.2770248470,0.0000000000,0.0000000000,0.0036467860,0.0038662243,0.8310734980,0.2123203323,57.0426643196,2.8120908586,130.6164427428,5.8606292582
