MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
NU-100_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,20.5939898878,0.1530140883,17.6260278915,0.1591684587,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.7478461670,0.6097564953,122.9678639463,.9219390423
NU-100_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,20.5917780781,0.4297696161,17.6405324072,0.5809875518,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0201142800,0.0040357323,85.5016773739,0.9755199832,123.7541021392,1.9903128834
NU-100_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,20.5189584976,0.4484004516,17.6969128635,0.4936921551,0.0000000000,0.0000000000,0.0008529856,0.0009343989,0.1018398680,0.0176658576,85.0543833383,0.5312092446,123.3729475530,1.4919021078
NU-100_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,20.6419691442,0.2514319019,17.7315365463,0.4207540256,0.0000535927,0.0000677900,0.0054591076,0.0040153791,0.1063701113,0.0094229059,84.8947099430,0.8428319802,123.3800984451,1.5285239827
NU-100_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,20.5053473610,0.2395700201,17.6091839377,0.4593536449,0.0000750297,0.0001093080,0.0057150032,0.0025072552,0.1282964886,0.0237820080,85.0788109846,0.7497867986,123.3274288048,1.4751090348
NU-100_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,20.6450316499,0.4744005880,17.7628850158,0.1887194362,0.0000428741,0.0000802102,0.0062267946,0.0033517014,0.0000000000,0.0000000000,85.1327305453,0.5484023740,123.5469168797,1.2149543098
NU-100_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,20.6013058737,0.1925566964,17.7598437463,0.5694789950,0.0001071853,0.0003774385,0.0061414960,0.0017564048,0.0266378303,0.0054483591,85.5861314926,0.5123882400,123.9801676242,1.2820061338
NU-100_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,20.5378439495,0.2388371500,17.6880229991,0.3379645154,0.0000857483,0.0000525099,0.0058856003,0.0036349597,0.0563562259,0.0099516978,85.3142994529,1.0137981371,123.6024939760,1.6042389699
NU-100_EQeq,0.15,0.02,2e-05,5e-05,3.0000000000000008e-05,0.8299000000000001,20.5613231601,0.3011165964,17.8929577698,0.4250145335,0.0001179039,0.0001575296,0.0057150032,0.0027295538,0.0770141351,0.0072483892,85.3963703865,1.0078274431,123.9334983586,1.7440940456
NU-100_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,20.6394170561,0.1889430940,17.7523575447,0.2087145860,0.0000321556,0.0000857483,0.0058856003,0.0042272298,0.0989405124,0.0303524945,84.7570810089,0.5108925931,123.2537138780,.9432157457
NU-100_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,20.5713613733,0.1545568380,17.7544630389,0.3515097297,0.0000321556,0.0000857483,0.0063973917,0.0025303641,0.1272092302,0.0086222324,84.9724613538,0.4908697664,123.4319245435,1.0081746789
NU-100_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,0.0,0.8299700000000001,20.5179376623,0.1802448045,17.7837060142,0.3279775300,0.0001071853,0.0000958695,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.4194574913,1.3949839249,123.7212083531,1.9033021289
NU-100_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,1e-05,0.82996,20.5938197486,0.1593956495,17.8733064904,0.2507589478,0.0000750297,0.0001093080,0.0000000000,0.0000000000,0.0262754108,0.0025626926,84.9413309996,0.9711795978,123.4348076791,1.3840061957
NU-100_EQeq,0.15,0.02,0.0,1e-05,5e-05,0.82994,20.4913959460,0.3254872866,17.5827482881,0.2918231155,0.0000000000,0.0000000000,0.0011941798,0.0006383159,0.1239474550,0.0153505071,84.5787889807,1.7260908916,122.7780748496,2.3593901167
NU-100_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,2e-05,0.82995,20.5344411654,0.2400581611,17.5612254582,0.2448416091,0.0000964668,0.0001575296,0.0000000000,0.0000000000,0.0496514659,0.0187409762,85.8828380257,1.2734072044,124.0282525820,1.7772054804
