MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
NU-125_v2_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,21.0798046688,0.6517053670,35.2378057895,1.1871986548,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,84.9807715838,2.1672073224,141.2983820421,4.0061113442
NU-125_v2_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,20.8012114136,0.6118840866,34.4820197356,1.0098424954,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0374242205,0.0090869919,85.0353368160,2.4744915473,140.3559921857,4.1053051212
NU-125_v2_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,20.8179437412,0.4221937966,34.8892469245,1.3316401340,0.0000000000,0.0000000000,0.0023068870,0.0020547986,0.1443505647,0.0387787191,84.7775252490,3.1805291125,140.6313733664,4.9751965608
NU-125_v2_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,20.9308869528,0.1329298924,34.9237577032,1.0825522711,0.0000263528,0.0001054113,0.0090178311,0.0088579060,0.1216287165,0.0246614074,85.3099940252,1.1714229826,141.2953115816,2.4205298708
NU-125_v2_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,20.9062067695,0.7969516492,35.3816007008,0.7944261660,0.0000263528,0.0001054113,0.0067109441,0.0021387022,0.1670724128,0.0578155312,85.3422204711,1.6539942986,141.8038376511,3.3054317585
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,20.9505474378,0.5109623851,34.8138983909,1.3460609621,0.0000000000,0.0000000000,0.0085983971,0.0038441762,0.0000000000,0.0000000000,85.2667812910,1.2066601724,141.0398255168,3.0675276958
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,20.9739726965,0.3074494062,34.9939296199,1.6874402382,0.0000790585,0.0002108227,0.0098566991,0.0060200105,0.0338600090,0.0185630074,84.9298684477,3.7241651548,140.9415665307,5.7438486398
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,21.1069947012,0.6987154368,34.9778245898,1.7116735491,0.0000263528,0.0001054113,0.0085983971,0.0027822104,0.0677200180,0.0325691708,85.2598233084,1.8575754356,141.4209873673,4.3034212140
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,3.0000000000000008e-05,0.8299000000000001,20.8656308750,0.2811006144,35.0364929137,0.6471259255,0.0000000000,0.0000000000,0.0094372651,0.0054687504,0.0953426569,0.0321767568,84.7595809780,0.6386317659,140.7664846887,1.6045038130
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,21.1049031603,0.5302894109,35.4281902521,2.2030416615,0.0000000000,0.0000000000,0.0096469821,0.0024456995,0.1394497739,0.0200437386,84.8284283851,2.7581622443,141.5106185535,5.5139827548
NU-125_v2_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,20.9221024808,0.6602138446,34.9013256970,1.2927827582,0.0000527057,0.0001291020,0.0109052841,0.0068407616,0.1679634657,0.0235075892,85.1188326076,1.3071961758,141.1211822409,3.2906702314
NU-125_v2_EQeq,0.15,0.02,3.0000000000000008e-05,0.0,0.0,0.8299700000000001,20.8827815108,0.5149888620,35.0876839021,1.2345911873,0.0000790585,0.0001291020,0.0000000000,0.0000000000,0.0000000000,0.0000000000,85.1675384861,2.0188574946,141.1380829575,3.7685666459
