,MOF,CH4_comp,CO2_comp,O2_comp,N2_comp,CH4_mass,CH4_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,28.0333922902,0.7561036339,1.9601448471,0.0495648071,5.632442789700001,0.09307597,35.625979926999996,0.8987444109999999
1,UIO-66_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0001379092,0.0002252047,28.0153210076,0.6953974905,1.9470633590000002,0.0270595421,5.7182810904,0.1124519491,35.680803366199996,0.8351341864
2,UIO-66_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0009653642,0.0006021079,27.958207349400002,0.2478602517,1.9541542591,0.038906421000000004,5.6916573033,0.073157696,35.604984275999996,0.3605264766
3,UIO-66_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,0.0020226679,0.00046071769999999994,27.9483732096,0.6612313122,1.9603893609,0.0673004514,5.743245908,0.0810681224,35.6540311464,0.8100606037
4,UIO-66_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0097762283,0.0016117835999999999,27.879240047199996,0.48983427009999997,1.9817231896,0.0398347421,5.7173713329,0.19627680620000001,35.588110798,0.7275576020000001
5,UIO-66_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0194911636,0.0017567681,27.714875428200003,0.7101515845,1.9379552200999999,0.0560116079,5.6890618185,0.0762676321,35.3613836304,0.8441875926000001
6,UIO-66_v2_EQeq,0.005,0.04,0.191,0.764,0.09492748289999998,0.0022872216,27.9110539098,0.6381495998,1.9310477054,0.027128224399999998,5.6533404558,0.13521320439999998,35.5903695539,0.8027782501999999
7,UIO-66_v2_EQeq,0.01,0.04,0.19,0.76,0.1897630263,0.0045024263,27.8999169566,0.4818476699,1.9345931554,0.039779734500000004,5.616174184099999,0.0483788204,35.6404473224,0.5745086511
8,UIO-66_v2_EQeq,0.02,0.04,0.188,0.752,0.38000107310000003,0.013663795800000001,27.3388246457,0.5697996465,1.9002389671000002,0.0434393228,5.5507251554999995,0.09343521460000001,35.1697898414,0.7203379797
9,UIO-66_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.5671131786,0.0106255385,27.4393514083,0.33100811,1.8601081403,0.0258128583,5.4606591578999994,0.0483545437,35.327231885100005,0.4158010505
10,UIO-66_v2_EQeq,0.04,0.04,0.184,0.736,0.7524171415,0.0158903126,27.2453582912,0.9222628853,1.8352594257,0.0348149997,5.3911964931,0.15616456199999998,35.2242313515,1.1291327596
11,UIO-66_v2_EQeq,0.05,0.04,0.182,0.728,0.9327716974,0.022046007599999997,27.243887372899998,0.4628993127,1.8148425237,0.0275801103,5.2644458600999995,0.108519752,35.255947454099996,0.6210451826
