,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,16.2968507305,0.7068942049,2.1919744901,0.0259076473,6.5308283719,0.0550513031,25.0196535925,0.7878531553
1,UIO-66_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.4919728901,0.0474651187,16.4140619098,0.2387619466,2.1977816928,0.0357277874,6.5866446734,0.1006737893,25.6904611661,0.42262864200000005
2,UIO-66_v2_EQeq,5e-05,0.02,0.19599,0.78396,2.2434198168,0.0345536449,15.891381581,0.565265563,2.1665450553,0.0646133779,6.4324942836000005,0.0873414795,26.7338407367,0.7517740653
3,UIO-66_v2_EQeq,0.0001,0.02,0.19598,0.78392,4.31404852,0.2170651706,15.3918997359,0.1163667008,2.1116517081,0.049234175,6.2394651372,0.0928116875,28.0570651012,0.47547773390000003
4,UIO-66_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,15.6376283374,0.6145252636999999,13.519084467599999,0.4099334699,1.8804944780000001,0.0547334862,5.3980196747,0.0705303692,36.4352269577,1.149722589
5,UIO-66_v2_EQeq,0.001,0.02,0.1958,0.7832,24.677617985,0.6882920037000001,12.155795315399999,0.3062232117,1.7469899453,0.052893808,4.8327926594,0.1349075858,43.413195905100004,1.1823166092
6,UIO-66_v2_EQeq,0.005,0.02,0.195,0.78,61.13530595060001,0.8851138646,9.069052146799999,0.22655596420000002,1.3293909456,0.0430853673,3.3265017298000004,0.09676139980000001,74.8602507728,1.2515165959
7,UIO-66_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.0,0.0,,,,,,,,
8,UIO-66_v2_EQeq,0.02,0.02,0.192,0.768,0.0,0.0,,,,,,,,
9,UIO-66_v2_EQeq,0.03,0.02,0.19,0.76,0.0,0.0,,,,,,,,
10,UIO-66_v2_EQeq,0.04,0.02,0.188,0.752,0.0,0.0,,,,,,,,
11,UIO-66_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,0.0,0.0,,,,,,,,
