,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,1.4764264105,0.08473836929999999,1.8246539921,0.1488908374,5.9014010636,0.1280547857,9.2024814662,0.36168399240000004
1,IRMOF-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0011065506,0.0032261218,1.5049977972,0.0727869746,1.8275111015,0.1237549066,5.850920925,0.181941104,9.1845363743,0.38170910700000005
2,IRMOF-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.0038729271999999996,0.0011065506,1.5310691876,0.1274472816,1.8023165909,0.0897112967,5.8377324203,0.08475931980000001,9.174991126,0.3030244487
3,IRMOF-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.0107888687,0.0036700133000000003,1.5207120599000001,0.1579134627,1.8199787221000001,0.0490236377,5.8861660667999995,0.2010264352,9.2376457175,0.4116335489
4,IRMOF-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.0481349527,0.010555820300000001,1.4724978448,0.07507128469999999,1.8740040644999998,0.0557800427,5.7788389253,0.1171911133,9.173475787300001,0.258598261
5,IRMOF-1_v2_EQeq,0.001,0.02,0.1958,0.7832,0.09350352880000001,0.020597898400000002,1.4899978191999999,0.080197343,1.8430953349,0.14613214130000002,5.941876129600001,0.1871855017,9.3684728125,0.43411288439999995
6,IRMOF-1_v2_EQeq,0.005,0.02,0.195,0.78,0.48245607770000004,0.023694140699999998,1.4974978082,0.0570802394,1.8942635679,0.0461309688,5.8823004706,0.203043107,9.7565179244,0.3299484559
7,IRMOF-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,0.95965604,0.0617689213,1.5042835125999998,0.11600475619999999,1.8020568537000001,0.1116157064,5.7815675815,0.123129296,10.0475639878,0.4125186799
8,IRMOF-1_v2_EQeq,0.02,0.02,0.192,0.768,1.9278878474,0.0738658813,1.4735692718,0.09192929710000002,1.837381116,0.0786004492,5.7465498277,0.2629596607,10.9853880629,0.5073552883
9,IRMOF-1_v2_EQeq,0.03,0.02,0.19,0.76,2.9074617988,0.1341050809,1.4874978228,0.09665303609999999,1.7758233941,0.1009519432,5.7360899792,0.0965304291,11.9068729949,0.42824048929999997
10,IRMOF-1_v2_EQeq,0.04,0.02,0.188,0.752,3.932680964,0.1016943515,1.4992835199,0.0574810574,1.8051737003,0.043182045700000005,5.5732801629,0.26224847760000003,12.8104183471,0.4646059322
11,IRMOF-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,4.8519479057,0.202769177,1.5092835052000002,0.0821396313,1.7649144308000002,0.0848351235,5.6419513424000005,0.17396951370000002,13.7680971841,0.5437134455
