,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,3.8339927362,0.11769823039999999,2.5972129241,0.0651584504,8.0881292899,0.14102344890000001,14.5193349502,0.32388012969999996
1,ZIF-8_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0150519591,0.0032193671999999995,3.8060022432,0.1319835469,2.6144939935,0.0724608099,8.0780648031,0.1607830365,14.513612998900001,0.36844676049999997
2,ZIF-8_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.07167228169999999,0.0104214418,3.8700380472000004,0.0678758833,2.6888904617000002,0.0881907157,8.1523625113,0.3971651009,14.7829633019,0.5636531417
3,ZIF-8_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.1408489018,0.0082889222,3.8229173613,0.1506372127,2.6142010940000002,0.06938596450000001,8.1556318669,0.1729389255,14.733599224,0.40125102490000003
4,ZIF-8_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.7466707562999999,0.0515896363,3.8759784756,0.0805693222,2.6417336452,0.0420711133,8.1027452325,0.2057443725,15.367128109600001,0.3799744443
5,ZIF-8_v2_EQeq,0.001,0.02,0.1958,0.7832,1.4336796022999998,0.0543258908,3.8498003167,0.1514573561,2.5975790484,0.09530086759999999,8.063769385499999,0.363940585,15.9448283529,0.6650246995
6,ZIF-8_v2_EQeq,0.005,0.02,0.195,0.78,7.3270285024,0.3748695884,3.9415245580000002,0.1596876578,2.6076108557,0.0556401093,7.9582525368,0.23423146600000003,21.8344164529,0.8244288215000001
7,ZIF-8_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,14.4408339164,0.6762416957999999,3.9626684555000002,0.08797515339999999,2.5473467874,0.0653133006,7.6821522526,0.2156131248,28.6330014119,1.0451432746
8,ZIF-8_v2_EQeq,0.02,0.02,0.192,0.768,29.8268996655,1.8446281075,4.1695765958,0.1313849231,2.4488593369,0.055242038,7.3611784605,0.3212018044,43.806514058699996,2.352456873
9,ZIF-8_v2_EQeq,0.03,0.02,0.19,0.76,46.509617596999995,1.3377070849,4.377290217900001,0.08612678060000001,2.3898400914,0.062234419900000004,7.1201436176,0.1786421612,60.3968915239,1.6647104466
10,ZIF-8_v2_EQeq,0.04,0.02,0.188,0.752,63.090091392,2.286886061,4.496501525899999,0.1563384483,2.2798563363,0.09712941619999998,6.737949539500001,0.12343409539999999,76.6043987937,2.6637880209
11,ZIF-8_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,81.0321045712,1.2859425985,4.5755394286,0.0865738393,2.180636637,0.07201545940000001,6.2569055338999995,0.0675879659,94.04518617069999,1.5121198631000001
