,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,5.2160166134,0.1150014131,3.5133704962,0.1585967389,10.5569075988,0.2670149026,19.2862947084,0.5406130546
1,NU-125_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.0044552643,0.0026357699,5.1572044946,0.1864970663,3.5298936697000003,0.0547903895,10.634269379400001,0.26438647460000003,19.325822807999998,0.5083097003
2,NU-125_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.026174678,0.0073207463,5.223062564,0.15304426869999999,3.5572928562,0.08981311630000001,10.5591048564,0.2538630434,19.3656349546,0.5040411747
3,NU-125_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.052572119199999996,0.010949441,5.2838878115,0.2145878784,3.5653452888999997,0.0988119743,10.562858505,0.1470184509,19.4646637246,0.4713677446
4,NU-125_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.24893789510000003,0.005893760699999999,5.2125655355000005,0.3477102488,3.5471488825999997,0.1859442254,10.6552348797,0.269631635,19.6638871929,0.8091798698999999
5,NU-125_v2_EQeq,0.001,0.02,0.1958,0.7832,0.5083456613,0.0363957195,5.2229187691000005,0.1487470612,3.574234338,0.11890663259999999,10.5559005223,0.192403338,19.8613992907,0.49645275130000005
6,NU-125_v2_EQeq,0.005,0.02,0.195,0.78,2.5122121803999997,0.0752860582,5.1756102432999995,0.11336512119999999,3.5261288960000003,0.0857343022,10.4832994667,0.2088907266,21.697250786399998,0.4832762082
7,NU-125_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,4.9493531567,0.2673255134,5.0983923759,0.1740296293,3.4730037556999998,0.09180888050000001,10.3773733363,0.2667010601,23.8981226246,0.7998650833
8,NU-125_v2_EQeq,0.02,0.02,0.192,0.768,9.4772383067,0.2298918559,4.8438753829,0.1324924784,3.3279553905,0.0909630374,10.0961243541,0.10347382039999999,27.7451934342,0.5568211921
9,NU-125_v2_EQeq,0.03,0.02,0.19,0.76,14.242589046099999,0.6109735977,4.7584612055,0.2250702279,3.3219944988,0.06588320809999999,9.8041637407,0.220835783,32.1272084911,1.1227628167
10,NU-125_v2_EQeq,0.04,0.02,0.188,0.752,18.196636149,0.3561959461,4.6806681585000005,0.1435225935,3.2168945657999997,0.0402065769,9.6633561447,0.22135773190000002,35.757555018000005,0.7612828484
11,NU-125_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,22.551768424200002,0.582159011,4.5660636142,0.07487504730000001,3.160318383,0.0303597814,9.4129603223,0.1865010316,39.6911107437,0.8738948713
