,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,HKUST-1_v2_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,17.5139134698,0.5049079991,3.6300541819,0.0986858877,9.794637765900001,0.5305454167,30.9386054176,1.1341393035
1,HKUST-1_v2_EQeq,1e-05,0.02,0.195998,0.783992,0.09067857019999999,0.010796708,17.741228141,0.4633888604,3.6821293739,0.067279377,9.966285623200001,0.25289411359999997,31.4803217083,0.794359059
2,HKUST-1_v2_EQeq,5e-05,0.02,0.19599,0.78396,0.504982795,0.0715618277,17.1738507217,0.701162264,3.5789708982,0.1277531153,9.7875460753,0.3056375535,31.0453504902,1.2061147605
3,HKUST-1_v2_EQeq,0.0001,0.02,0.19598,0.78392,0.9578474214,0.1298138946,17.186125714,1.1518238732,3.635013724,0.0798785711,9.775533619900001,0.3454644272,31.5545204793,1.7069807661
4,HKUST-1_v2_EQeq,0.0005,0.02,0.1959,0.7836000000000001,4.6022455701,0.2480159727,15.908617262,0.44158295700000005,3.4472123964,0.0406910877,9.327454559,0.17751181989999998,33.2855297875,0.9078018373000001
5,HKUST-1_v2_EQeq,0.001,0.02,0.1958,0.7832,8.0064775638,0.5282735101,14.117150338499998,0.4367599271,3.259741705,0.10932812830000001,8.959844476799999,0.4168052681,34.3432140841,1.4911668336000001
6,HKUST-1_v2_EQeq,0.005,0.02,0.195,0.78,23.2596695252,1.0908321547,9.2862589467,0.4712000111,2.6348394002,0.0525971333,7.4743523964,0.2672352199,42.6551202685,1.881864519
7,HKUST-1_v2_EQeq,0.01,0.02,0.194,0.7759999999999999,32.3368585173,0.9478250048000001,7.3461282283000005,0.9640775117,2.3822333892,0.0842116683,6.9453701718,0.22214443679999998,49.0105903066,2.2182586216
8,HKUST-1_v2_EQeq,0.02,0.02,0.192,0.768,45.512014584,1.3373985958,6.0367957223,0.5220534689999999,2.1855048859,0.0562567458,6.4532936838,0.1854814872,60.187608876000006,2.1011902978
9,HKUST-1_v2_EQeq,0.03,0.02,0.19,0.76,56.194302306400004,1.2365507995,5.0509319934,0.5446907301,2.0697822369,0.08582539789999999,6.176717751799999,0.2238880193,69.4917342885,2.0909549468
10,HKUST-1_v2_EQeq,0.04,0.02,0.188,0.752,66.09164815310001,1.3836038189,5.0266093236,0.2022134894,2.0213440423,0.112462956,5.9040494861,0.1560126276,79.0436510051,1.8542928919
11,HKUST-1_v2_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,76.9940294926,1.4504519238,4.5440202767,0.2459120329,1.973401802,0.0969536571,5.7258888518,0.08979040070000001,89.2373404231,1.8831080144999999
