,MOF,H2S_comp,CO2_comp,O2_comp,N2_comp,H2S_mass,H2S_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MgMOF-74_EQeq,0.0,0.02,0.196,0.784,0.0,0.0,15.7821639123,0.9036637569,2.854806048,0.11206560369999999,9.6406059601,0.2541642316,28.2775759204,1.2698935922
1,MgMOF-74_EQeq,1e-05,0.02,0.195998,0.783992,0.0087761934,0.001660591,15.720981023599998,0.3718662207,2.8324663964999997,0.0792471613,9.706251290900001,0.134620013,28.2684749044,0.587393986
2,MgMOF-74_EQeq,5e-05,0.02,0.19599,0.78396,0.0408580561,0.0055898153,15.9593550972,1.0751553434,2.8475273501,0.0966084908,9.6367586147,0.15414396560000002,28.4844991181,1.3314976151
3,MgMOF-74_EQeq,0.0001,0.02,0.19598,0.78392,0.0832763243,0.0085933474,16.26161871,1.1327234442,2.8484886875999997,0.054850648700000004,9.8081658675,0.23927731940000002,29.0015495894,1.4354447597
4,MgMOF-74_EQeq,0.0005,0.02,0.1959,0.7836000000000001,0.42179360740000005,0.0175724198,16.203016581,0.5787421525,2.8299028299,0.0955944955,9.7215605195,0.204021817,29.176273537800004,0.8959308848
5,MgMOF-74_EQeq,0.001,0.02,0.1958,0.7832,0.8372000962999999,0.019545024299999998,16.0822244375,0.3368829485,2.8482597977,0.068654387,9.6465773608,0.2077608261,29.4142616923,0.6328431859
6,MgMOF-74_EQeq,0.005,0.02,0.195,0.78,4.2205201756,0.1388588827,16.0948764547,0.5702144139,2.8310015013,0.0531999155,9.5753213179,0.24688192109999998,32.7217194495,1.0091551332
7,MgMOF-74_EQeq,0.01,0.02,0.194,0.7759999999999999,8.6888215456,0.30004049,16.4132540793,0.41495161740000003,2.8413931014999996,0.0188689681,9.657357943200001,0.1216155759,37.6008266696,0.8554766514
8,MgMOF-74_EQeq,0.02,0.02,0.192,0.768,18.5275682133,0.4892997751,16.5343609495,0.7838254315000001,2.8090738514999996,0.036204098,9.589508404,0.17223615920000002,47.4605114183,1.4815654638
9,MgMOF-74_EQeq,0.03,0.02,0.19,0.76,29.2676787026,0.7680552203000001,16.5681626072,0.36205675719999997,2.7730465855,0.0358513737,9.4487596849,0.1209802643,58.057647580200005,1.2869436155
10,MgMOF-74_EQeq,0.04,0.02,0.188,0.752,41.169220878699996,1.4649404665,16.922041414200002,0.7561588615000001,2.7495167066,0.0351240888,9.2962284705,0.1121422517,70.13700747,2.3683656685
11,MgMOF-74_EQeq,0.05,0.02,0.18600000000000005,0.7440000000000001,53.9740771415,0.9610781481,16.9103335774,0.34026036950000005,2.6731132671,0.0384399808,9.1667813284,0.12158070550000001,82.7243053144,1.4613592038999998
