,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,UIO-66_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,28.0104879902,0.4893384058,1.9719426378,0.0257456018,5.6707328796,0.1495625422,35.653163507600006,0.6646465497999999
1,UIO-66_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,27.815150033400002,0.7266341068000001,1.9636902971999999,0.0365605365,5.6851016974,0.1089070252,35.463942028000005,0.8721016684999999
2,UIO-66_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,1.9255e-06,7.702e-06,27.828598429699998,0.7040390017,1.9648517377,0.0373161019,5.7034573939,0.1218842759,35.4969094868,0.8632470815000001
3,UIO-66_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,9.6275e-06,1.72222e-05,27.982624594,0.6253927707,1.9610923381,0.0429065979,5.6959385153,0.1598521451,35.639665074899995,0.8281687359000001
4,UIO-66_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,3.46591e-05,2.61188e-05,27.8335154997,0.5828322886999999,1.9600837187,0.0335488834,5.6990156363999995,0.0745152298,35.4926495139,0.6909225206999999
5,UIO-66_v2_EQeq,0.001,0.04,0.1918,0.7672,7.12436e-05,4.96168e-05,27.8968070149,0.6549599098,1.9484387491,0.0469701233,5.7671404225,0.0845377794,35.6124574301,0.7865174293000001
6,UIO-66_v2_EQeq,0.005,0.04,0.191,0.764,0.00036584569999999997,0.00019861639999999998,28.2343197367,0.6065488706000001,1.9442514504,0.0429061625,5.6755760007000005,0.14153855810000002,35.8545130335,0.7911922076000001
7,UIO-66_v2_EQeq,0.01,0.04,0.19,0.76,0.0006585222999999999,0.0001869227,27.781276885100002,0.9552559177,1.9520453275999998,0.0173798404,5.670331516,0.2005374841,35.404312251,1.1733601648999998
8,UIO-66_v2_EQeq,0.02,0.04,0.188,0.752,0.001276609,0.0001303667,27.8333473947,0.4425002508,1.9297945722,0.030010520099999997,5.5657896703,0.0550242971,35.3302082462,0.5276654346999999
9,UIO-66_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0019197272,0.00023380400000000003,28.092523207800003,1.1007900372,1.9062295551,0.0383400634,5.4724592485,0.141837057,35.4731317386,1.2812009616
10,UIO-66_v2_EQeq,0.04,0.04,0.184,0.736,0.0025127824,0.0002662492,28.085420773499997,0.45540727329999997,1.8822977672999999,0.026527211499999998,5.4809146422,0.1286343697,35.4511459654,0.6108351036999999
11,UIO-66_v2_EQeq,0.05,0.04,0.182,0.728,0.0032367718,0.0001250244,28.1501411809,0.6863938855,1.8636230261000002,0.0389927639,5.412629310700001,0.10199226689999999,35.4296302895,0.8275039406999999
