,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,ZIF-8_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,7.7426939104,0.10138557349999999,2.5668978278,0.0741489947,8.020498502799999,0.1202518432,18.330090241,0.2957864114
1,ZIF-8_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,7.6425121101,0.1410125263,2.5384865781,0.1213984434,7.8658131102999995,0.17091439579999998,18.0468117985,0.43332536549999995
2,ZIF-8_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,9.2261e-06,2.25993e-05,7.7084609334000005,0.09160695810000001,2.5454429408,0.0742293624,7.8567101987,0.2129089471,18.110623299,0.37876786689999997
3,ZIF-8_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,9.2261e-06,3.69045e-05,7.7806522407,0.25502405149999996,2.5840324474000003,0.0220911072,7.9559447563,0.1824580434,18.3206386705,0.45961010659999996
4,ZIF-8_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,3.69045e-05,4.70442e-05,7.729101404800001,0.1260826702,2.5823482754,0.0953514906,7.9074172627,0.235782171,18.2189038474,0.457263376
5,ZIF-8_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0001014874,8.555959999999999e-05,7.7887070588,0.1875110362,2.5793460557,0.0709291639,7.933187477300001,0.17148329,18.3013420792,0.4300090497
6,ZIF-8_v2_EQeq,0.005,0.04,0.191,0.764,0.000493598,4.70442e-05,7.7829680009,0.1596767383,2.54588229,0.0763881061,7.8565819887,0.2530914562,18.1859258776,0.48920334479999994
7,ZIF-8_v2_EQeq,0.01,0.04,0.19,0.76,0.0009456784,0.0002560147,7.615931210299999,0.18731933690000002,2.4910368622,0.0656960543,7.824016642899999,0.1955768152,17.931930393800002,0.4488482211
8,ZIF-8_v2_EQeq,0.02,0.04,0.188,0.752,0.0019051959,0.0003996097,7.7700802919,0.1272138611,2.508610831,0.0839546689,7.7707453784,0.12410266630000001,18.0513416972,0.335670806
9,ZIF-8_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0031322713,0.0007154863000000001,7.6618436736,0.26243182719999997,2.5026063916999997,0.0884677658,7.6331760239,0.187242212,17.800758360499998,0.5388572913
10,ZIF-8_v2_EQeq,0.04,0.04,0.184,0.736,0.0041333064,0.0005279088,7.7662542533000005,0.129949332,2.4610146653,0.0786687331,7.6118931601,0.1779573591,17.8432953851,0.387103333
11,ZIF-8_v2_EQeq,0.05,0.04,0.182,0.728,0.0051896984000000005,0.0004094989,7.7429959660000005,0.1996002781,2.4276973494,0.0275481266,7.440540464600001,0.1813991051,17.616423478399998,0.40895700869999996
