,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-125_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,10.2878069307,0.1682928857,3.4141268779000002,0.036350717000000005,10.1648802088,0.2444655575,23.8668140174,0.4491091602
1,NU-125_v2_EQeq,1e-05,0.04,0.191998,0.767992,6.588200000000001e-06,2.6352800000000003e-05,10.024230858200001,0.4458825851,3.4427809889,0.1005450531,10.134118601399999,0.1973268428,23.6011370367,0.7437808337999999
2,NU-125_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,1.97646e-05,5.27057e-05,10.263793180499999,0.3550873765,3.4163229959,0.17383033309999998,10.2314388058,0.1595955608,23.9115747468,0.6885659761
3,NU-125_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,4.61175e-05,5.27057e-05,10.1184165252,0.2139301031,3.4478006872000004,0.0712242634,10.1330199725,0.354180266,23.699283302399998,0.6393873382
4,NU-125_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0001119996,0.0001070457,10.2793230309,0.38738936240000005,3.4152772254,0.11940226109999999,10.3049553855,0.1482658309,23.9996676414,0.6551645000999999
5,NU-125_v2_EQeq,0.001,0.04,0.1918,0.7672,0.0001844698,0.0001221931,10.1064815475,0.40813383420000005,3.4405848708999995,0.0494639487,10.1529783964,0.2707380258,23.7002292846,0.7284580018000001
6,NU-125_v2_EQeq,0.005,0.04,0.191,0.764,0.0008762317999999999,0.00036229160000000003,10.1812549014,0.5104629428999999,3.3739692915,0.09800292279999999,10.1738523443,0.3114097627,23.729952769,0.92023792
7,NU-125_v2_EQeq,0.01,0.04,0.19,0.76,0.0022202264,0.0005661261000000001,10.0633430741,0.31771374210000003,3.3843224192,0.1615403657,10.1290832192,0.2833659132,23.578968938899997,0.7631861471
8,NU-125_v2_EQeq,0.02,0.04,0.188,0.752,0.0039529253,0.0008559602000000001,10.3122520656,0.2332085715,3.3796164520999996,0.0818180239,10.0667360327,0.3059036376,23.762557475700003,0.6217861932
9,NU-125_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0061138579,0.0006354805000000001,10.121580013200001,0.5412371697,3.3184388792000004,0.0746788498,9.8659616127,0.2633404894,23.312094363000003,0.8798919894
10,NU-125_v2_EQeq,0.04,0.04,0.184,0.736,0.0081232616,0.0006244566,10.2586165637,0.3162633007,3.2861245714,0.13826114039999998,9.8554330864,0.16684515560000002,23.4082974831,0.6219940533
11,NU-125_v2_EQeq,0.05,0.04,0.182,0.728,0.0104423111,0.0007241038000000001,10.2426553285,0.29673417,3.2701242831,0.1156737499,9.687159769500001,0.2056015046,23.2103816922,0.6187335283
