,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,MOF-801_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,72.104531854,1.9085161846,0.43138479420000003,0.020608153400000002,1.3637393943,0.0164797408,73.8996560425,1.9456040788
1,MOF-801_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,72.5257010972,2.5152078619,0.4356243721,0.0054401316,1.3704310313999999,0.037166345,74.3317565007,2.5578143385
2,MOF-801_EQeq,5e-05,0.04,0.19199,0.7679600000000001,0.0,0.0,71.992197362,1.9292969508000002,0.4217606427,0.014368196699999999,1.3619242538999998,0.0261657642,73.77588225859999,1.9698309117
3,MOF-801_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,1.9494999999999997e-06,7.798200000000001e-06,71.8262061297,0.9266450668999999,0.4282283201,0.0154662265,1.3683178829,0.0437701109,73.6227542822,0.9858892025
4,MOF-801_EQeq,0.0005,0.04,0.1919,0.7676000000000001,1.3646800000000001e-05,1.98815e-05,72.6492264875,2.0455518003,0.43225127729999996,0.0230163718,1.3421473506000001,0.0644987003,74.4236387622,2.1330867539
5,MOF-801_EQeq,0.001,0.04,0.1918,0.7672,1.16973e-05,3.11927e-05,72.11763754479999,1.2629797805,0.42414347119999996,0.0207880405,1.3437999411000001,0.053736501299999996,73.8855926544,1.337535515
6,MOF-801_EQeq,0.005,0.04,0.191,0.764,8.967899999999999e-05,7.12584e-05,73.0452481227,2.0020179495,0.4268976496,0.014468620900000001,1.3422286255000002,0.0398449537,74.81446407680001,2.0564027825
7,MOF-801_EQeq,0.01,0.04,0.19,0.76,0.0001657112,0.00010092540000000001,72.3820491104,2.0478653593000002,0.4264025164,0.020111834,1.332177624,0.0719811586,74.140794962,2.1400592773
8,MOF-801_EQeq,0.02,0.04,0.188,0.752,0.0003801611,9.39025e-05,73.6228771867,2.2044011423,0.4107439292,0.0248482446,1.3150827939,0.0614137492,75.3490840709,2.2907570386000002
9,MOF-801_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0006472486,8.770780000000001e-05,72.28864978850001,0.9834501566,0.4199657849,0.014458556899999999,1.3128341871,0.030422558,74.0220970091,1.0284189793
10,MOF-801_EQeq,0.04,0.04,0.184,0.736,0.0008051617,0.00016338989999999999,72.2619277957,2.3096962017,0.41015595850000003,0.0058467138,1.3124819956,0.0176918213,73.9853709115,2.3333981266999997
11,MOF-801_EQeq,0.05,0.04,0.182,0.728,0.0009474784,0.00022547380000000002,71.7933142501,1.5666172508,0.4038430103,0.0246768455,1.3157871767,0.08658578970000001,73.5138919155,1.6781053598
