,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,NU-100_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,4.8942798005000006,0.21014632789999999,3.0477886837,0.0233475383,9.102910262,0.3349366178,17.044978746199998,0.568430484
1,NU-100_EQeq,1e-05,0.04,0.191998,0.767992,2.6795999999999997e-06,1.0718499999999999e-05,4.8966192385000005,0.1375718857,3.0560829701,0.0277050163,9.0321594572,0.1041396842,16.9848643454,0.2694273047
2,NU-100_EQeq,5e-05,0.04,0.19199,0.7679600000000001,2.4116700000000002e-05,2.00525e-05,4.9442852882,0.1727725268,3.0808807595,0.12770435119999998,9.1956310536,0.28376336739999997,17.220821218,0.5842602979
3,NU-100_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,2.9476e-05,3.93824e-05,4.9875064057,0.0800737384,3.0320933419,0.0976616091,9.045862771,0.1300230196,17.065491994600002,0.3077977495
4,NU-100_EQeq,0.0005,0.04,0.1919,0.7676000000000001,0.0001661373,0.0001011184,4.9306580618,0.1357262223,3.0404726978,0.023057786099999998,9.1092033599,0.14957230230000002,17.0805002568,0.3084574291
5,NU-100_EQeq,0.001,0.04,0.1918,0.7672,0.0003081579,0.00012568600000000002,4.8863841972,0.09874922800000001,3.0045307904,0.09663457630000001,9.093377522,0.1325088819,16.9846006675,0.32801837219999996
6,NU-100_EQeq,0.005,0.04,0.191,0.764,0.0016131394000000001,0.0002252168,4.901999946,0.1222051306,3.0262660739999996,0.068515948,9.0917390823,0.2690003786,17.0216182417,0.459946674
7,NU-100_EQeq,0.01,0.04,0.19,0.76,0.0033200659000000004,0.000492178,5.0087952917,0.174249033,3.0416636723000003,0.07101095660000001,9.0140993833,0.2314142646,17.0678784132,0.4771664322
8,NU-100_EQeq,0.02,0.04,0.188,0.752,0.0067446375,0.0003327928,4.9301316882,0.2260311821,3.0165256044,0.0868228558,8.8435527064,0.2510713741,16.7969546365,0.5642582048
9,NU-100_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0099092846,0.0009221366,4.8634577046,0.2089281227,2.9348587851,0.1075682851,8.754853539500001,0.22744319489999998,16.5630793138,0.5448617393
10,NU-100_EQeq,0.04,0.04,0.184,0.736,0.0133579729,0.0003389498,4.9238736915,0.1648446619,2.9584230653,0.055976574800000005,8.7094240754,0.22810723489999998,16.6050788051,0.44926742140000003
11,NU-100_EQeq,0.05,0.04,0.182,0.728,0.0167959427,0.0013182707,4.9569767395,0.22244660559999999,2.8850505323,0.1507534666,8.6318216136,0.1598972525,16.4906448281,0.5344155953999999
