,MOF,H2_comp,CO2_comp,O2_comp,N2_comp,H2_mass,H2_error,CO2_mass,CO2_error,O2_mass,O2_error,N2_mass,N2_error,total_mass,total_error
0,IRMOF-1_v2_EQeq,0.0,0.04,0.192,0.768,0.0,0.0,3.0467812549,0.1785340205,1.7976413209,0.041505975699999996,5.8375050323,0.1748766084,10.681927608099999,0.3949166046
1,IRMOF-1_v2_EQeq,1e-05,0.04,0.191998,0.767992,0.0,0.0,3.1124954444,0.0831459264,1.8342642693,0.0669013712,5.763831316599999,0.1641079932,10.7105910303,0.3141552908
2,IRMOF-1_v2_EQeq,5e-05,0.04,0.19199,0.7679600000000001,1.63631e-05,6.545229999999999e-05,3.0060670288,0.1216508786,1.8033555397999999,0.0834334828,5.713351178,0.15276954869999998,10.5227901097,0.3579193624
3,IRMOF-1_v2_EQeq,0.0001,0.04,0.19197999999999998,0.7679199999999999,1.63631e-05,6.545229999999999e-05,3.0028527477999996,0.1296893925,1.7960828975,0.0867693393,5.772017285,0.1394049862,10.570969293400001,0.3559291703
4,IRMOF-1_v2_EQeq,0.0005,0.04,0.1919,0.7676000000000001,6.545229999999999e-05,0.0001224501,3.1082097363999996,0.1257749635,1.7914076275,0.0732919351,5.708576029800001,0.09131830070000001,10.608258846,0.2905076494
5,IRMOF-1_v2_EQeq,0.001,0.04,0.1918,0.7672,9.81785e-05,0.00019082470000000002,3.0660669409,0.2813955253,1.7919271019999998,0.0927723769,5.6292176138,0.1582424524,10.4873098352,0.5326011793
6,IRMOF-1_v2_EQeq,0.005,0.04,0.191,0.764,0.0008672435,0.0004919822,3.0449955431999998,0.11427215339999999,1.8069918609,0.08615448839999999,5.724947966599999,0.1970634296,10.5778026142,0.3979820536
7,IRMOF-1_v2_EQeq,0.01,0.04,0.19,0.76,0.0017181239,0.0007674967,3.0246384302,0.1071760284,1.7932257881,0.1291852632,5.6360392541,0.2013759322,10.4556215963,0.43850472049999994
8,IRMOF-1_v2_EQeq,0.02,0.04,0.188,0.752,0.0039107772,0.0013509210000000002,3.0596383789,0.1103009108,1.7903686786000002,0.0213932671,5.597838068200001,0.2354475218,10.4517559029,0.3684926207
9,IRMOF-1_v2_EQeq,0.03,0.04,0.18600000000000005,0.7440000000000001,0.0055143595,0.0007576656,2.977495642,0.0938571142,1.7776415547,0.081350428,5.6637805915,0.27031681760000004,10.4244321477,0.4462820254
10,IRMOF-1_v2_EQeq,0.04,0.04,0.184,0.736,0.0070852156999999995,0.0012825987,3.0367812695,0.19620868100000002,1.7571223140999999,0.08792785970000001,5.5678228506,0.0754626781,10.3688116499,0.3608818175
11,IRMOF-1_v2_EQeq,0.05,0.04,0.182,0.728,0.0085251671,0.0012983672,3.0292812805000002,0.3386989978,1.7054346067,0.0627124216,5.4329817598000005,0.1126394924,10.176222814099999,0.5153492789999999
