MOF,O2_comp,CO2_comp,H2_comp,CH4_comp,H2S_comp,N2_comp,O2_mass,O2_error,CO2_mass,CO2_error,H2_mass,H2_error,CH4_mass,CH4_error,H2S_mass,H2S_error,N2_mass,N2_error,total_mass,total_error
HKUST-1_v2_EQeq,0.15,0.02,0.0,0.0,0.0,0.8300000000000001,2.7184903437,0.2299630806,17.3650223602,1.7402992697,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,10.2120344104,0.1582457738,30.2955471143,2.1285081241
HKUST-1_v2_EQeq,0.15,0.02,0.0,0.0,1e-05,0.82999,2.7456025072,0.2319397794,17.1986280209,1.0889867513,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0971933413,0.0304074765,10.3266592865,0.7199654855,30.3680831559,2.0712994927
HKUST-1_v2_EQeq,0.15,0.02,0.0,1e-05,4e-05,0.82995,2.8963725870,0.3086094749,17.2068113490,1.1702749180,0.0000000000,0.0000000000,0.0006630520,0.0026522080,0.3394723949,0.1039504180,10.4511256923,0.5201285842,30.8944450752,2.1056156031
HKUST-1_v2_EQeq,0.15,0.02,2e-05,4e-05,4e-05,0.8299,2.7336996061,0.1450825957,17.3804797578,1.7939192253,0.0000000000,0.0000000000,0.0013261040,0.0053044160,0.3620099813,0.1085078586,10.1639845887,0.4178071421,30.6415000379,2.4706212377
HKUST-1_v2_EQeq,0.15,0.02,2e-05,4e-05,5e-05,0.82989,2.8084233738,0.2094302659,17.5559666840,1.8013660658,0.0000000000,0.0000000000,0.0013261040,0.0024809134,0.4134238503,0.0619783626,10.3446056055,0.4321254943,31.1237456176,2.5073811020
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,0.0,0.8299300000000001,2.7158452546,0.1898024242,18.0387830455,0.8119512048,0.0000000000,0.0000000000,0.0023206820,0.0033809151,0.0000000000,0.0000000000,10.6867434930,0.3941886699,31.4436924751,1.3993232140
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,1e-05,0.8299200000000001,2.9386940130,0.2654133089,18.1469848290,2.2147615459,0.0000000000,0.0000000000,0.0016576300,0.0020967545,0.0950804426,0.0342147545,10.5651716548,0.7220701739,31.7475885694,3.2385565377
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,2e-05,0.82991,2.7958592005,0.1290819752,17.4977741281,1.7766588963,0.0000416592,0.0001666369,0.0023206820,0.0026522080,0.1979081805,0.0306673742,10.4447576436,1.0377037277,30.9386614939,2.9769308183
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,3.000000000000001e-05,0.8299000000000001,2.7859401162,0.2012094102,17.7732795096,2.5376665466,0.0000000000,0.0000000000,0.0023206820,0.0033809151,0.2598865430,0.0856122414,10.2427168268,0.2352013831,31.0641436776,3.0630704964
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,4e-05,0.82989,2.7786661212,0.2479762234,17.4404908310,1.6363665600,0.0000000000,0.0000000000,0.0029837340,0.0013261040,0.4120152511,0.0846332508,10.2629787998,0.3085038760,30.8971347371,2.2788060142
HKUST-1_v2_EQeq,0.15,0.02,2e-05,5e-05,5e-05,0.8298800000000001,2.7561828636,0.1024097075,17.4395815723,2.1855295519,0.0000000000,0.0000000000,0.0006630520,0.0016241391,0.4824452086,0.0741356853,10.2224548537,0.4089703379,30.9013275502,2.7726694217
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,0.0,0.8299700000000001,2.7945366559,0.2246535715,17.8069220809,1.1401741357,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,10.3613940974,0.2527300642,30.9628528342,1.6175577714
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,1e-05,0.82996,2.8699216958,0.1096994708,17.0176855426,0.6861957885,0.0000416592,0.0001666369,0.0000000000,0.0000000000,0.0986019404,0.0460764818,10.3330273351,0.4586281335,30.3192781731,1.3007665115
HKUST-1_v2_EQeq,0.15,0.02,0.0,1e-05,5e-05,0.82994,2.7039423535,0.2080812782,17.5596037187,2.0334781244,0.0000000000,0.0000000000,0.0003315260,0.0013261040,0.4380743354,0.1159508991,10.4603883085,0.5901897653,31.1623402421,2.9490261710
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,2e-05,0.82995,2.8295840867,0.0805992988,16.7021727790,1.0720526212,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1746662945,0.0262014588,10.3845506380,0.2353153483,30.0909737982,1.4141687271
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,3.000000000000001e-05,0.82994,2.8348742650,0.2041436532,16.8476541686,1.1609691762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2789026315,0.0989434374,10.3648675785,0.6652660926,30.3262986436,2.1293223594
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,4e-05,0.8299300000000001,2.7575054082,0.1570434653,17.3022835109,1.6486081113,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.3535583864,0.1294532506,10.3422899514,0.9447471268,30.7556372569,2.8798519540
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,0.0,5e-05,0.8299200000000001,2.7733759429,0.1557236550,17.5505111319,1.5474460891,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.4732893141,0.1399129705,10.3098707945,0.8211467334,31.1070471834,2.6642294480
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,0.0,0.82996,2.8467771660,0.2764086491,17.6496203285,0.7658398264,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,10.3330273351,0.7979301718,30.8294248296,1.8401786473
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,1e-05,0.82995,2.8031331955,0.1448412739,17.1513465693,1.3026805459,0.0000000000,0.0000000000,0.0009945780,0.0016241391,0.0922632443,0.0196195159,10.1385123940,0.5630016532,30.1862499811,2.0317671280
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,2e-05,0.82994,2.9023240376,0.1913992044,17.3686593949,0.7014057091,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.1972038809,0.1099248972,10.7029530714,0.5842794893,31.1711403848,1.5870093000
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,3.000000000000001e-05,0.8299300000000001,2.7528765022,0.1272395096,17.8487479804,1.0993084152,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2936929226,0.0855194870,10.3365008162,0.2165167505,31.2318182214,1.5285841623
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,4e-05,0.8299200000000001,2.8672766067,0.1811161882,17.2231780054,1.0203422069,0.0000000000,0.0000000000,0.0013261040,0.0024809134,0.3591927830,0.1463181307,10.3353429892,0.6743346052,30.7863164883,2.0245920444
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,1e-05,5e-05,0.82991,2.8236326362,0.1668189577,17.7941924594,1.0705338525,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.5127300903,0.0735445250,10.4632828761,0.7949677829,31.5938380620,2.1058651181
HKUST-1_v2_EQeq,0.15,0.02,0.0,2e-05,0.0,0.8299799999999999,2.7297319724,0.1492542955,18.2315458867,1.0674774408,0.0000000000,0.0000000000,0.0009945780,0.0026522080,0.0000000000,0.0000000000,10.2079820158,0.5295030498,31.1702544529,1.7488869941
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,0.0,0.82995,2.8170199134,0.0816343241,17.6041573943,1.3661822787,0.0000000000,0.0000000000,0.0019891560,0.0032482781,0.0000000000,0.0000000000,10.3926554272,0.7077212397,30.8158218909,2.1587861206
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,1e-05,0.82994,2.8904211365,0.1340540978,18.1324366901,1.3445178378,0.0000000000,0.0000000000,0.0013261040,0.0013261040,0.1000105396,0.0246404216,10.5142272654,0.5450722075,31.6384217356,2.0496106687
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,2e-05,0.8299300000000001,2.8474384383,0.2105879692,18.4270365039,1.4441982129,0.0000000000,0.0000000000,0.0003315260,0.0013261040,0.1655104000,0.0380582533,10.5368048925,0.3959768445,31.9771217607,2.0901473839
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,3.000000000000001e-05,0.8299200000000001,2.8084233738,0.2101805857,17.5332352169,1.6815789898,0.0000416592,0.0001666369,0.0013261040,0.0013261040,0.2634080409,0.0506704265,10.5703818764,0.4679311784,31.1768162712,2.4118539213
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,4e-05,0.82991,2.8057782847,0.2690199980,17.3259242367,1.7208690496,0.0000416592,0.0001666369,0.0009945780,0.0026522080,0.3789131711,0.1357380986,10.3191334108,0.6499835120,30.8307853405,2.7784295031
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,2e-05,5e-05,0.8299000000000001,2.8633089730,0.1506191879,16.9340337436,0.5805144965,0.0000000000,0.0000000000,0.0013261040,0.0038662243,0.4944183014,0.1159508991,10.4684930977,0.5906347940,30.7615802197,1.4415856018
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,0.0,0.82994,2.8659540621,0.2032334048,17.3022835109,1.4450909806,0.0000000000,0.0000000000,0.0009945780,0.0026522080,0.0000000000,0.0000000000,10.4551780869,0.7277566909,30.6244102379,2.3787332843
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,1e-05,0.8299300000000001,2.7852788440,0.2417617244,17.7069036256,1.9262245539,0.0000000000,0.0000000000,0.0009945780,0.0026522080,0.0950804426,0.0523271360,10.4065493516,0.6905775828,30.9948068418,2.9135432051
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,2e-05,0.8299200000000001,2.7991655619,0.0476116042,17.4032112249,0.5207758776,0.0000000000,0.0000000000,0.0013261040,0.0013261040,0.1901608851,0.0874012787,10.3266592865,0.7941680689,30.7205230624,1.4512829334
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,3.000000000000001e-05,0.82991,2.7971817450,0.1655559569,17.5905185140,3.3095687179,0.0000000000,0.0000000000,0.0009945780,0.0026522080,0.2824241294,0.0518318552,10.3955499948,0.2910870185,31.0666689612,3.8206957565
HKUST-1_v2_EQeq,0.15,0.02,0.0,2e-05,1e-05,0.8299700000000001,2.8328904481,0.0541113090,17.8005572701,1.1331946204,0.0000000000,0.0000000000,0.0013261040,0.0013261040,0.1028277379,0.0328538955,10.6751652227,0.4003303116,31.4127667828,1.6218162405
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,4e-05,0.8299,2.8573575225,0.1644109609,17.9678608681,1.5459365792,0.0000000000,0.0000000000,0.0019891560,0.0013261040,0.3873647660,0.1441321160,10.4244956706,0.5943454450,31.6390679832,2.4501512051
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,3.000000000000001e-05,5e-05,0.82989,2.6900556356,0.1041036647,16.6867153814,0.6955822995,0.0000000000,0.0000000000,0.0019891560,0.0032482781,0.4824452086,0.0602577577,10.0904625722,0.6385392456,29.9516679538,1.5017312456
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,4e-05,0.0,0.8299300000000001,2.7198128882,0.1616320444,17.4204871399,2.5247178140,0.0000000000,0.0000000000,0.0009945780,0.0026522080,0.0000000000,0.0000000000,10.4476522112,0.4584264032,30.5889468173,3.1474284696
HKUST-1_v2_EQeq,0.15,0.02,3.000000000000001e-05,4e-05,1e-05,0.8299200000000001,2.7634568587,0.2028457435,17.2804613025,2.2173462003,0.0000000000,0.0000000000,0.0023206820,0.0033809151,0.0950804426,0.0267262897,10.3208701513,0.6016758204,30.4621894371,3.0519749690
